TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,TEMP,TEMP_QC,PSAL,PSAL_QC,CNDC,CNDC_QC,SSJT,SSJT_QC
2023-02-01 00:00:44,0,1.0,53.13295,0.86277,1.0,b'2424561489                      ',b'FNFP',3.5,5.895,1.0,33.422,1.0,3.322,0.0,6.285,0.0
2023-02-01 00:03:38,0,1.0,53.1324,0.86295,1.0,b'2424561490                      ',b'FNFP',3.5,5.895,1.0,33.42,1.0,3.322,0.0,6.286,0.0
2023-02-01 00:06:56,0,1.0,53.13153,0.86147,1.0,b'2424561491                      ',b'FNFP',3.5,5.904,1.0,33.417,1.0,3.322,0.0,6.292,0.0
2023-02-01 00:13:02,0,1.0,53.13287,0.86932,1.0,b'2424561492                      ',b'FNFP',3.5,5.856,1.0,33.432,1.0,3.321,0.0,6.265,0.0
2023-02-01 00:15:50,0,1.0,53.13127,0.88117,1.0,b'2424561493                      ',b'FNFP',3.5,5.804,1.0,33.444,1.0,3.317,0.0,6.208,0.0
2023-02-01 00:23:20,0,1.0,53.12673,0.91617,1.0,b'2424561494                      ',b'FNFP',3.5,5.767,1.0,33.444,1.0,3.313,0.0,6.165,0.0
2023-02-01 00:25:50,0,1.0,53.12553,0.92817,1.0,b'2424561495                      ',b'FNFP',3.5,5.731,1.0,33.447,1.0,3.311,0.0,6.133,0.0
2023-02-01 00:35:32,0,1.0,53.12833,0.97217,1.0,b'2424561496                      ',b'FNFP',3.5,5.906,1.0,33.472,1.0,3.322,0.0,6.237,0.0
2023-02-01 00:38:02,0,1.0,53.13358,0.98088,1.0,b'2424561497                      ',b'FNFP',3.5,6.07,1.0,33.525,1.0,3.344,0.0,6.436,0.0
2023-02-01 00:44:32,0,1.0,53.14707,1.00367,1.0,b'2424561498                      ',b'FNFP',3.5,6.089,1.0,33.567,1.0,3.351,0.0,6.466,0.0
2023-02-01 00:49:02,0,1.0,53.1563,1.0198,1.0,b'2424561499                      ',b'FNFP',3.5,6.135,1.0,33.704,1.0,3.367,0.0,6.515,0.0
2023-02-01 00:53:20,0,1.0,53.1652,1.03583,1.0,b'2424561500                      ',b'FNFP',3.5,6.194,1.0,33.701,1.0,3.373,0.0,6.58,0.0
2023-02-01 00:58:26,0,1.0,53.17575,1.05497,1.0,b'2424561501                      ',b'FNFP',3.5,6.193,1.0,33.684,1.0,3.371,0.0,6.579,0.0
2023-02-01 01:02:38,0,1.0,53.18295,1.07263,1.0,b'2424561502                      ',b'FNFP',3.5,6.204,1.0,33.713,1.0,3.375,0.0,6.588,0.0
2023-02-01 01:07:20,0,1.0,53.1858,1.0969,1.0,b'2424561503                      ',b'FNFP',3.5,6.21,1.0,33.741,1.0,3.378,0.0,6.596,0.0
2023-02-01 01:11:38,0,1.0,53.18813,1.11965,1.0,b'2424561504                      ',b'FNFP',3.5,6.214,1.0,33.747,1.0,3.379,0.0,6.597,0.0
2023-02-01 01:16:02,0,1.0,53.19053,1.14282,1.0,b'2424561505                      ',b'FNFP',3.5,6.218,1.0,33.797,1.0,3.384,0.0,6.604,0.0
2023-02-01 01:20:32,0,1.0,53.19288,1.16632,1.0,b'2424561506                      ',b'FNFP',3.5,6.231,1.0,33.885,1.0,3.393,0.0,6.615,0.0
2023-02-01 01:25:02,0,1.0,53.19493,1.18803,1.0,b'2424561507                      ',b'FNFP',3.5,6.255,1.0,33.951,1.0,3.4,0.0,6.633,0.0
2023-02-01 01:29:32,0,1.0,53.19682,1.2083,1.0,b'2424561508                      ',b'FNFP',3.5,6.314,1.0,34.023,1.0,3.412,0.0,6.695,0.0
2023-02-01 01:34:20,0,1.0,53.19573,1.22098,1.0,b'2424561509                      ',b'FNFP',3.5,6.331,1.0,34.051,1.0,3.416,0.0,6.709,0.0
2023-02-01 01:38:20,0,1.0,53.19427,1.21992,1.0,b'2424561510                      ',b'FNFP',3.5,6.321,1.0,34.05,1.0,3.416,0.0,6.705,0.0
2023-02-01 01:43:14,0,1.0,53.19452,1.21147,1.0,b'2424561511                      ',b'FNFP',3.5,6.32,1.0,34.042,1.0,3.415,0.0,6.706,0.0
2023-02-01 01:47:08,0,1.0,53.19458,1.20198,1.0,b'2424561512                      ',b'FNFP',3.5,6.299,1.0,34.021,1.0,3.412,0.0,6.692,0.0
2023-02-01 01:51:50,0,1.0,53.19472,1.19767,1.0,b'2424561513                      ',b'FNFP',3.5,6.287,1.0,34.007,1.0,3.409,0.0,6.675,0.0
2023-02-01 01:56:20,0,1.0,53.1947,1.1928,1.0,b'2424561514                      ',b'FNFP',3.5,6.265,1.0,33.988,1.0,3.405,0.0,6.653,0.0
2023-02-01 02:00:56,0,1.0,53.19463,1.18808,1.0,b'2424561515                      ',b'FNFP',3.5,6.249,1.0,33.965,1.0,3.402,0.0,6.635,0.0
2023-02-01 02:05:02,0,1.0,53.19458,1.18397,1.0,b'2424561516                      ',b'FNFP',3.5,6.24,1.0,33.947,1.0,3.399,0.0,6.625,0.0
2023-02-01 02:08:32,0,1.0,53.19378,1.1834,1.0,b'2424561517                      ',b'FNFP',3.5,6.235,1.0,33.937,1.0,3.398,0.0,6.619,0.0
2023-02-01 02:15:02,0,1.0,53.19217,1.18517,1.0,b'2424561518                      ',b'FNFP',3.5,6.233,1.0,33.934,1.0,3.397,0.0,6.619,0.0
2023-02-01 02:24:14,0,1.0,53.19193,1.18648,1.0,b'2424561519                      ',b'FNFP',3.5,6.23,1.0,33.932,1.0,3.397,0.0,6.614,0.0
2023-02-01 02:28:02,0,1.0,53.19687,1.18662,1.0,b'2424561520                      ',b'FNFP',3.5,6.236,1.0,33.941,1.0,3.398,0.0,6.62,0.0
2023-02-01 02:32:20,0,1.0,53.20377,1.18573,1.0,b'2424561521                      ',b'FNFP',3.5,6.237,1.0,33.952,1.0,3.399,0.0,6.621,0.0
2023-02-01 02:35:32,0,1.0,53.20995,1.18473,1.0,b'2424561522                      ',b'FNFP',3.5,6.237,1.0,33.953,1.0,3.399,0.0,6.621,0.0
2023-02-01 02:41:56,0,1.0,53.22372,1.1821,1.0,b'2424561523                      ',b'FNFP',3.5,6.237,1.0,33.959,1.0,3.4,0.0,6.623,0.0
2023-02-01 02:45:08,0,1.0,53.23098,1.18055,1.0,b'2424561524                      ',b'FNFP',3.5,6.24,1.0,33.968,1.0,3.401,0.0,6.625,0.0
2023-02-01 02:50:32,0,1.0,53.2434,1.17772,1.0,b'2424561525                      ',b'FNFP',3.5,6.334,1.0,33.972,1.0,3.407,0.0,6.69,0.0
2023-02-01 02:55:02,0,1.0,53.25365,1.17533,1.0,b'2424561526                      ',b'FNFP',3.5,6.404,1.0,34.033,1.0,3.42,0.0,6.775,0.0
2023-02-01 02:59:32,0,1.0,53.26383,1.1733,1.0,b'2424561527                      ',b'FNFP',3.5,6.456,1.0,34.1,1.0,3.431,0.0,6.83,0.0
2023-02-01 03:04:02,0,1.0,53.27508,1.17142,1.0,b'2424561528                      ',b'FNFP',3.5,6.493,1.0,34.151,1.0,3.44,0.0,6.874,0.0
2023-02-01 03:08:32,0,1.0,53.2876,1.16917,1.0,b'2424561529                      ',b'FNFP',3.5,6.528,1.0,34.185,1.0,3.446,0.0,6.904,0.0
2023-02-01 03:12:44,0,1.0,53.29948,1.16703,1.0,b'2424561530                      ',b'FNFP',3.5,6.555,1.0,34.238,1.0,3.453,0.0,6.933,0.0
2023-02-01 03:16:50,0,1.0,53.31083,1.16508,1.0,b'2424561531                      ',b'FNFP',3.5,6.542,1.0,34.22,1.0,3.451,0.0,6.925,0.0
2023-02-01 03:22:02,0,1.0,53.32542,1.16655,1.0,b'2424561532                      ',b'FNFP',3.5,6.536,1.0,34.216,1.0,3.449,0.0,6.904,0.0
2023-02-01 03:26:32,0,1.0,53.33768,1.17273,1.0,b'2424561533                      ',b'FNFP',3.5,6.578,1.0,34.297,1.0,3.461,0.0,6.96,0.0
2023-02-01 03:30:32,0,1.0,53.34555,1.17737,1.0,b'2424561534                      ',b'FNFP',3.5,6.586,1.0,34.312,1.0,3.463,0.0,6.967,0.0
2023-02-01 03:36:14,0,1.0,53.34625,1.17893,1.0,b'2424561535                      ',b'FNFP',3.5,6.582,1.0,34.309,1.0,3.462,0.0,6.963,0.0
2023-02-01 03:39:08,0,1.0,53.34702,1.17778,1.0,b'2424561536                      ',b'FNFP',3.5,6.577,1.0,34.302,1.0,3.461,0.0,6.957,0.0
2023-02-01 03:44:20,0,1.0,53.3487,1.17427,1.0,b'2424561537                      ',b'FNFP',3.5,6.565,1.0,34.286,1.0,3.459,0.0,6.946,0.0
2023-02-01 03:48:20,0,1.0,53.34997,1.17202,1.0,b'2424561538                      ',b'FNFP',3.5,6.552,1.0,34.271,1.0,3.456,0.0,6.936,0.0
2023-02-01 03:52:08,0,1.0,53.35092,1.17085,1.0,b'2424561539                      ',b'FNFP',3.5,6.545,1.0,34.256,1.0,3.454,0.0,6.92,0.0
2023-02-01 03:59:44,0,1.0,53.3492,1.1709,1.0,b'2424561540                      ',b'FNFP',3.5,6.539,1.0,34.254,1.0,3.453,0.0,6.921,0.0
2023-02-01 04:01:56,0,1.0,53.34852,1.17045,1.0,b'2424561541                      ',b'FNFP',3.5,6.54,1.0,34.257,1.0,3.454,0.0,6.926,0.0
2023-02-01 04:08:26,0,1.0,53.34652,1.16988,1.0,b'2424561542                      ',b'FNFP',3.5,6.531,1.0,34.252,1.0,3.453,0.0,6.912,0.0
2023-02-01 04:12:44,0,1.0,53.34523,1.16925,1.0,b'2424561543                      ',b'FNFP',3.5,6.511,1.0,34.243,1.0,3.451,0.0,6.906,0.0
2023-02-01 04:15:38,0,1.0,53.34433,1.16838,1.0,b'2424561544                      ',b'FNFP',3.5,6.507,1.0,34.227,1.0,3.448,0.0,6.89,0.0
2023-02-01 04:20:20,0,1.0,53.34205,1.16313,1.0,b'2424561545                      ',b'FNFP',3.5,6.462,1.0,34.176,1.0,3.441,0.0,6.854,0.0
2023-02-01 04:25:02,0,1.0,53.33887,1.153,1.0,b'2424561546                      ',b'FNFP',3.5,6.398,1.0,34.089,1.0,3.427,0.0,6.787,0.0
2023-02-01 04:28:38,0,1.0,53.33597,1.14265,1.0,b'2424561547                      ',b'FNFP',3.5,6.381,1.0,34.061,1.0,3.422,0.0,6.769,0.0
2023-02-01 04:34:08,0,1.0,53.33113,1.12078,1.0,b'2424561548                      ',b'FNFP',3.5,6.419,1.0,34.084,1.0,3.428,0.0,6.806,0.0
2023-02-01 04:38:20,0,1.0,53.33117,1.10298,1.0,b'2424561549                      ',b'FNFP',3.5,6.274,1.0,33.909,1.0,3.401,0.0,6.689,0.0
2023-02-01 04:42:50,0,1.0,53.33112,1.08387,1.0,b'2424561550                      ',b'FNFP',3.5,6.172,1.0,33.757,1.0,3.378,0.0,6.585,0.0
2023-02-01 04:46:32,0,1.0,53.33307,1.06873,1.0,b'2424561551                      ',b'FNFP',3.5,6.066,1.0,33.588,1.0,3.353,0.0,6.475,0.0
2023-02-01 04:51:14,0,1.0,53.33578,1.04942,1.0,b'2424561552                      ',b'FNFP',3.5,6.113,1.0,33.634,1.0,3.36,0.0,6.505,0.0
2023-02-01 04:56:20,0,1.0,53.33908,1.0284,1.0,b'2424561553                      ',b'FNFP',3.5,6.08,1.0,33.553,1.0,3.351,0.0,6.479,0.0
2023-02-01 05:00:50,0,1.0,53.34217,1.00978,1.0,b'2424561554                      ',b'FNFP',3.5,6.059,1.0,33.489,1.0,3.342,0.0,6.444,0.0
2023-02-01 05:06:20,0,1.0,53.34605,0.98732,1.0,b'2424561555                      ',b'FNFP',3.5,6.041,1.0,33.445,1.0,3.336,0.0,6.428,0.0
2023-02-01 05:09:50,0,1.0,53.34838,0.9739,1.0,b'2424561556                      ',b'FNFP',3.5,6.018,1.0,33.407,1.0,3.331,0.0,6.408,0.0
2023-02-01 05:14:02,0,1.0,53.35147,0.95707,1.0,b'2424561557                      ',b'FNFP',3.5,6.014,1.0,33.391,1.0,3.329,0.0,6.403,0.0
2023-02-01 05:19:08,0,1.0,53.35527,0.93573,1.0,b'2424561558                      ',b'FNFP',3.5,6.025,1.0,33.386,1.0,3.33,0.0,6.41,0.0
2023-02-01 05:23:32,0,1.0,53.3586,0.91748,1.0,b'2424561559                      ',b'FNFP',3.5,6.068,1.0,33.458,1.0,3.34,0.0,6.459,0.0
2023-02-01 05:28:02,0,1.0,53.36207,0.89898,1.0,b'2424561560                      ',b'FNFP',3.5,6.137,1.0,33.547,1.0,3.353,0.0,6.51,0.0
