TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,TEMP,TEMP_QC,PSAL,PSAL_QC,CNDC,CNDC_QC,SSJT,SSJT_QC
2023-02-01 07:19:10,0,1.0,43.69863,7.3085,1.0,b'2439816563                      ',b'FAC8862',0.5,13.239,1.0,37.709,1.0,4.42,0.0,13.399,0.0
2023-02-01 07:20:40,0,1.0,43.69863,7.30848,1.0,b'2439816564                      ',b'FAC8862',0.5,13.243,1.0,37.708,1.0,4.419,0.0,13.388,0.0
2023-02-01 07:22:55,0,1.0,43.69863,7.3085,1.0,b'2439816565                      ',b'FAC8862',0.5,13.258,1.0,37.711,1.0,4.419,0.0,13.392,0.0
2023-02-01 07:25:10,0,1.0,43.69862,7.3085,1.0,b'2439816566                      ',b'FAC8862',0.5,13.27,1.0,37.711,1.0,4.421,0.0,13.408,0.0
2023-02-01 07:26:40,0,1.0,43.69863,7.30848,1.0,b'2439816567                      ',b'FAC8862',0.5,13.28,1.0,37.713,1.0,4.422,0.0,13.413,0.0
2023-02-01 07:28:25,0,1.0,43.69863,7.3085,1.0,b'2439816568                      ',b'FAC8862',0.5,13.251,1.0,37.709,1.0,4.42,0.0,13.404,0.0
2023-02-01 07:31:25,0,1.0,43.69863,7.3085,1.0,b'2439816569                      ',b'FAC8862',0.5,13.249,1.0,37.708,1.0,4.419,0.0,13.388,0.0
2023-02-01 07:33:25,0,1.0,43.69863,7.30848,1.0,b'2439816570                      ',b'FAC8862',0.5,13.245,1.0,37.712,1.0,4.422,0.0,13.42,0.0
2023-02-01 07:35:10,0,1.0,43.69863,7.30848,1.0,b'2439816571                      ',b'FAC8862',0.5,13.254,1.0,37.711,1.0,4.423,0.0,13.43,0.0
2023-02-01 07:36:55,0,1.0,43.69865,7.3085,1.0,b'2439816572                      ',b'FAC8862',0.5,13.269,1.0,37.712,1.0,4.423,0.0,13.426,0.0
2023-02-01 07:38:55,0,1.0,43.69863,7.3085,1.0,b'2439816573                      ',b'FAC8862',0.5,13.306,1.0,37.724,1.0,4.427,0.0,13.453,0.0
2023-02-01 07:41:10,0,1.0,43.69863,7.3085,1.0,b'2439816574                      ',b'FAC8862',0.5,13.325,1.0,37.73,1.0,4.43,0.0,13.476,0.0
2023-02-01 07:43:40,0,1.0,43.69863,7.3085,1.0,b'2439816575                      ',b'FAC8862',0.5,13.296,1.0,37.728,1.0,4.431,0.0,13.487,0.0
2023-02-01 07:45:40,0,1.0,43.69852,7.3089,1.0,b'2439816576                      ',b'FAC8862',0.5,13.741,1.0,37.715,1.0,4.425,0.0,13.442,0.0
2023-02-01 07:46:40,0,1.0,43.69947,7.31015,1.0,b'2439816577                      ',b'FAC8862',0.5,13.305,1.0,37.771,1.0,4.448,0.0,13.605,0.0
2023-02-01 07:48:55,0,1.0,43.6969,7.31205,1.0,b'2439816578                      ',b'FAC8862',0.5,14.235,1.0,38.085,1.0,4.539,0.0,14.159,0.0
2023-02-01 07:50:10,0,1.0,43.69528,7.31323,1.0,b'2439816579                      ',b'FAC8862',0.5,14.281,1.0,38.105,1.0,4.563,0.0,14.371,0.0
2023-02-01 07:52:55,0,1.0,43.69198,7.31647,1.0,b'2439816580                      ',b'FAC8862',0.5,14.306,1.0,38.111,1.0,4.575,0.0,14.475,0.0
2023-02-01 07:54:55,0,1.0,43.68667,7.3175,1.0,b'2439816581                      ',b'FAC8862',0.5,14.314,1.0,38.111,1.0,4.579,0.0,14.515,0.0
2023-02-01 07:56:55,0,1.0,43.68283,7.31708,1.0,b'2439816582                      ',b'FAC8862',0.5,14.312,1.0,38.113,1.0,4.585,0.0,14.57,0.0
