TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,PSAL,PSAL_QC,SSJT,SSJT_QC
2023-02-01 00:55:00,0,1.0,-30.2667,-134.25,1.0,b'2424583063                      ',b'D5LS3',9.0,35.34,1.0,26.5,0.0
2023-02-01 01:53:00,0,1.0,-30.1333,-133.9667,1.0,b'2424583064                      ',b'D5LS3',9.0,35.33,1.0,26.4,0.0
2023-02-01 02:53:00,0,1.0,-29.9833,-133.6667,1.0,b'2424583065                      ',b'D5LS3',9.0,35.46,1.0,26.6,0.0
2023-02-01 03:52:00,0,1.0,-29.85,-133.3667,1.0,b'2424583066                      ',b'D5LS3',9.0,35.46,1.0,26.5,0.0
2023-02-01 04:52:00,0,1.0,-29.7,-133.0667,1.0,b'2424583067                      ',b'D5LS3',9.0,35.58,1.0,27.2,0.0
2023-02-01 05:53:00,0,1.0,-29.55,-132.7667,1.0,b'2424583068                      ',b'D5LS3',9.0,35.51,1.0,26.8,0.0
2023-02-01 06:54:00,0,1.0,-29.3833,-132.4667,1.0,b'2424583069                      ',b'D5LS3',9.0,35.58,1.0,27.2,0.0
2023-02-01 07:54:00,0,1.0,-29.25,-132.1667,1.0,b'2424583070                      ',b'D5LS3',9.0,35.54,1.0,27.2,0.0
2023-02-01 08:52:00,0,1.0,-29.1,-131.9,1.0,b'2424583071                      ',b'D5LS3',9.0,35.57,1.0,27.2,0.0
2023-02-01 09:52:00,0,1.0,-28.9667,-131.6167,1.0,b'2424583072                      ',b'D5LS3',9.0,35.58,1.0,27.2,0.0
2023-02-01 10:51:00,0,1.0,-28.8333,-131.3333,1.0,b'2424583073                      ',b'D5LS3',9.0,35.57,1.0,27.2,0.0
2023-02-01 11:52:00,0,1.0,-28.6833,-131.0667,1.0,b'2424583074                      ',b'D5LS3',9.0,35.6,1.0,27.1,0.0
2023-02-01 12:51:00,0,1.0,-28.55,-130.7833,1.0,b'2424583075                      ',b'D5LS3',9.0,35.65,1.0,26.9,0.0
2023-02-01 13:53:00,0,1.0,-28.4167,-130.5,1.0,b'2424583076                      ',b'D5LS3',9.0,35.62,1.0,26.8,0.0
2023-02-01 14:53:00,0,1.0,-28.2667,-130.2333,1.0,b'2424583077                      ',b'D5LS3',9.0,35.58,1.0,26.9,0.0
2023-02-01 15:52:00,0,1.0,-28.1333,-129.9667,1.0,b'2424583078                      ',b'D5LS3',9.0,35.55,1.0,27.1,0.0
2023-02-01 16:52:00,0,1.0,-27.9833,-129.6833,1.0,b'2424583079                      ',b'D5LS3',9.0,35.43,4.0,27.0,0.0
2023-02-01 17:56:00,0,1.0,-27.8333,-129.3833,1.0,b'2424583080                      ',b'D5LS3',9.0,35.61,1.0,27.2,0.0
2023-02-01 18:52:00,0,1.0,-27.7,-129.1,1.0,b'2424583081                      ',b'D5LS3',9.0,35.74,1.0,27.3,0.0
2023-02-01 19:51:00,0,1.0,-27.55,-128.8167,1.0,b'2424583082                      ',b'D5LS3',9.0,35.8,1.0,27.2,0.0
2023-02-01 20:55:00,0,1.0,-27.4,-128.5167,1.0,b'2424583083                      ',b'D5LS3',9.0,35.77,1.0,27.3,0.0
2023-02-01 21:55:00,0,1.0,-27.2667,-128.25,1.0,b'2424583084                      ',b'D5LS3',9.0,35.85,1.0,27.2,0.0
2023-02-01 22:54:00,0,1.0,-27.1333,-127.9833,1.0,b'2424583085                      ',b'D5LS3',9.0,35.86,1.0,27.3,0.0
2023-02-01 23:55:00,0,1.0,-26.9833,-127.7167,1.0,b'2426213768                      ',b'D5LS3',9.0,35.97,1.0,27.4,0.0
2023-02-02 00:51:00,0,1.0,-26.8667,-127.4667,1.0,b'2426213769                      ',b'D5LS3',9.0,35.98,1.0,27.4,0.0
2023-02-02 01:53:00,0,1.0,-26.7167,-127.1833,1.0,b'2426213770                      ',b'D5LS3',9.0,35.96,1.0,27.1,0.0
2023-02-02 02:51:00,0,1.0,-26.5833,-126.9167,1.0,b'2426213771                      ',b'D5LS3',9.0,35.95,1.0,27.1,0.0
2023-02-02 03:51:00,0,1.0,-26.45,-126.65,1.0,b'2426213772                      ',b'D5LS3',9.0,35.85,1.0,27.1,0.0
2023-02-02 04:55:00,0,1.0,-26.3,-126.3667,1.0,b'2426213773                      ',b'D5LS3',9.0,35.83,1.0,26.9,0.0
2023-02-02 05:53:00,0,1.0,-26.1667,-126.1167,1.0,b'2426213774                      ',b'D5LS3',9.0,35.89,1.0,27.3,0.0
2023-02-02 06:53:00,0,1.0,-26.0333,-125.85,1.0,b'2426213775                      ',b'D5LS3',9.0,35.88,1.0,27.0,0.0
2023-02-02 07:54:00,0,1.0,-25.9,-125.5833,1.0,b'2426213776                      ',b'D5LS3',9.0,35.85,1.0,26.9,0.0
2023-02-02 08:51:00,0,1.0,-25.7667,-125.3333,1.0,b'2426213777                      ',b'D5LS3',9.0,35.98,1.0,26.9,0.0
2023-02-02 09:53:00,0,1.0,-25.6167,-125.05,1.0,b'2426213778                      ',b'D5LS3',9.0,36.0,1.0,27.0,0.0
2023-02-02 10:54:00,0,1.0,-25.4833,-124.7833,1.0,b'2426213779                      ',b'D5LS3',9.0,36.02,4.0,26.9,0.0
2023-02-02 11:54:00,0,1.0,-25.3333,-124.5167,1.0,b'2426213780                      ',b'D5LS3',9.0,36.33,4.0,27.0,0.0
2023-02-02 12:54:00,0,1.0,-25.2,-124.25,1.0,b'2426213781                      ',b'D5LS3',9.0,36.1,4.0,26.9,0.0
2023-02-02 13:53:00,0,1.0,-25.0667,-123.9833,1.0,b'2426213782                      ',b'D5LS3',9.0,36.22,4.0,26.9,0.0
2023-02-02 14:55:00,0,1.0,-24.9167,-123.7167,1.0,b'2426213783                      ',b'D5LS3',9.0,36.1,4.0,26.8,0.0
2023-02-02 15:52:00,0,1.0,-24.7833,-123.4667,1.0,b'2426213784                      ',b'D5LS3',9.0,36.33,1.0,26.8,0.0
2023-02-02 16:51:00,0,1.0,-24.65,-123.2,1.0,b'2426213785                      ',b'D5LS3',9.0,36.4,1.0,26.8,0.0
2023-02-02 17:54:00,0,1.0,-24.5167,-122.9167,1.0,b'2426213786                      ',b'D5LS3',9.0,36.44,1.0,26.9,0.0
2023-02-02 18:52:00,0,1.0,-24.3667,-122.6667,1.0,b'2426213787                      ',b'D5LS3',9.0,36.43,1.0,26.8,0.0
2023-02-02 19:54:00,0,1.0,-24.2333,-122.3833,1.0,b'2426213788                      ',b'D5LS3',9.0,36.42,1.0,26.9,0.0
2023-02-02 20:55:00,0,1.0,-24.0833,-122.1167,1.0,b'2426213789                      ',b'D5LS3',9.0,36.32,1.0,26.8,0.0
2023-02-02 21:52:00,0,1.0,-23.9667,-121.8667,1.0,b'2426213790                      ',b'D5LS3',9.0,36.31,1.0,27.0,0.0
2023-02-02 22:54:00,0,1.0,-23.8167,-121.6,1.0,b'2426213791                      ',b'D5LS3',9.0,36.27,1.0,26.9,0.0
2023-02-02 23:53:00,0,1.0,-23.6833,-121.3333,1.0,b'2431765376                      ',b'D5LS3',9.0,36.31,1.0,27.0,0.0
2023-02-03 00:51:00,0,1.0,-23.55,-121.0833,1.0,b'2431765377                      ',b'D5LS3',9.0,36.21,1.0,27.0,0.0
2023-02-03 01:52:00,0,1.0,-23.4,-120.8167,1.0,b'2431765378                      ',b'D5LS3',9.0,36.21,1.0,26.9,0.0
2023-02-03 02:54:00,0,1.0,-23.2667,-120.55,1.0,b'2431765379                      ',b'D5LS3',9.0,36.27,1.0,27.0,0.0
2023-02-03 03:52:00,0,1.0,-23.1333,-120.3,1.0,b'2431765380                      ',b'D5LS3',9.0,36.31,1.0,27.0,0.0
2023-02-03 04:55:00,0,1.0,-23.0,-120.0333,1.0,b'2431765381                      ',b'D5LS3',9.0,36.34,1.0,26.9,0.0
2023-02-03 05:51:00,0,1.0,-22.8667,-119.8,1.0,b'2431765382                      ',b'D5LS3',9.0,36.41,1.0,26.8,0.0
2023-02-03 06:52:00,0,1.0,-22.7333,-119.5333,1.0,b'2431765383                      ',b'D5LS3',9.0,36.48,1.0,27.0,0.0
2023-02-03 07:53:00,0,1.0,-22.5833,-119.2667,1.0,b'2431765384                      ',b'D5LS3',9.0,36.45,1.0,26.9,0.0
2023-02-03 08:55:00,0,1.0,-22.45,-119.0,1.0,b'2431765385                      ',b'D5LS3',9.0,36.33,4.0,26.8,0.0
2023-02-03 09:52:00,0,1.0,-22.3167,-118.75,1.0,b'2431765386                      ',b'D5LS3',9.0,36.51,1.0,27.0,0.0
2023-02-03 10:53:00,0,1.0,-22.1667,-118.4833,1.0,b'2431765387                      ',b'D5LS3',9.0,36.5,1.0,26.9,0.0
2023-02-03 11:53:00,0,1.0,-22.0333,-118.2333,1.0,b'2431765388                      ',b'D5LS3',9.0,36.45,1.0,26.7,0.0
2023-02-03 12:54:00,0,1.0,-21.9,-117.9667,1.0,b'2431765389                      ',b'D5LS3',9.0,36.49,1.0,26.7,0.0
2023-02-03 13:54:00,0,1.0,-21.75,-117.7,1.0,b'2431765390                      ',b'D5LS3',9.0,36.48,1.0,26.6,0.0
2023-02-03 14:55:00,0,1.0,-21.6167,-117.4333,1.0,b'2431765391                      ',b'D5LS3',9.0,36.48,1.0,26.7,0.0
2023-02-03 15:53:00,0,1.0,-21.4833,-117.2,1.0,b'2431765392                      ',b'D5LS3',9.0,36.48,1.0,26.7,0.0
2023-02-03 16:53:00,0,1.0,-21.35,-116.95,1.0,b'2431765393                      ',b'D5LS3',9.0,36.48,1.0,26.6,0.0
2023-02-03 17:51:00,0,1.0,-21.2167,-116.7,1.0,b'2431765394                      ',b'D5LS3',9.0,36.51,1.0,26.6,0.0
2023-02-03 18:53:00,0,1.0,-21.0667,-116.4333,1.0,b'2431765395                      ',b'D5LS3',9.0,36.48,1.0,26.6,0.0
2023-02-03 19:53:00,0,1.0,-20.9333,-116.1667,1.0,b'2431765396                      ',b'D5LS3',9.0,36.48,1.0,26.6,0.0
2023-02-03 20:55:00,0,1.0,-20.8,-115.9167,1.0,b'2431765397                      ',b'D5LS3',9.0,36.5,1.0,26.7,0.0
2023-02-03 21:52:00,0,1.0,-20.6667,-115.6667,1.0,b'2431765398                      ',b'D5LS3',9.0,36.49,1.0,26.8,0.0
2023-02-03 22:54:00,0,1.0,-20.5167,-115.4,1.0,b'2431765399                      ',b'D5LS3',9.0,36.46,1.0,26.7,0.0
2023-02-03 23:56:00,0,1.0,-20.3833,-115.1333,1.0,b'2432030270                      ',b'D5LS3',9.0,36.31,4.0,26.7,0.0
2023-02-04 00:53:00,0,1.0,-20.25,-114.8833,1.0,b'2432030271                      ',b'D5LS3',9.0,36.39,1.0,26.5,0.0
2023-02-04 01:55:00,0,1.0,-20.1,-114.6333,1.0,b'2432030272                      ',b'D5LS3',9.0,36.44,1.0,26.5,0.0
2023-02-04 02:56:00,0,1.0,-19.9667,-114.3667,1.0,b'2432030273                      ',b'D5LS3',9.0,36.44,1.0,26.5,0.0
2023-02-04 03:55:00,0,1.0,-19.8333,-114.1167,1.0,b'2432030274                      ',b'D5LS3',9.0,36.46,1.0,26.7,0.0
2023-02-04 04:51:00,0,1.0,-19.7,-113.8667,1.0,b'2432030275                      ',b'D5LS3',9.0,36.29,1.0,26.5,0.0
2023-02-04 05:51:00,0,1.0,-19.55,-113.6167,1.0,b'2432030276                      ',b'D5LS3',9.0,36.3,4.0,26.6,0.0
2023-02-04 06:55:00,0,1.0,-19.4167,-113.35,1.0,b'2432030277                      ',b'D5LS3',9.0,36.09,4.0,26.4,0.0
2023-02-04 07:53:00,0,1.0,-19.2833,-113.1,1.0,b'2432030278                      ',b'D5LS3',9.0,36.12,2.0,26.2,0.0
2023-02-04 08:55:00,0,1.0,-19.1333,-112.85,1.0,b'2432030279                      ',b'D5LS3',9.0,36.27,4.0,26.3,0.0
2023-02-04 09:56:00,0,1.0,-19.0,-112.5833,1.0,b'2432030280                      ',b'D5LS3',9.0,36.15,1.0,26.2,0.0
2023-02-04 10:55:00,0,1.0,-18.8667,-112.3333,1.0,b'2432030281                      ',b'D5LS3',9.0,36.15,1.0,26.3,0.0
2023-02-04 11:52:00,0,1.0,-18.7333,-112.1,1.0,b'2432030282                      ',b'D5LS3',9.0,36.16,1.0,26.5,0.0
2023-02-04 12:53:00,0,1.0,-18.6,-111.85,1.0,b'2432030283                      ',b'D5LS3',9.0,36.12,1.0,26.1,0.0
2023-02-04 13:53:00,0,1.0,-18.45,-111.6167,1.0,b'2432030284                      ',b'D5LS3',9.0,36.11,1.0,26.1,0.0
2023-02-04 14:52:00,0,1.0,-18.3,-111.3833,1.0,b'2432030285                      ',b'D5LS3',9.0,35.99,2.0,26.0,0.0
2023-02-04 15:55:00,0,1.0,-18.1333,-111.1333,1.0,b'2432030286                      ',b'D5LS3',9.0,36.02,1.0,26.2,0.0
2023-02-04 16:53:00,0,1.0,-18.0,-110.9167,1.0,b'2432030287                      ',b'D5LS3',9.0,35.98,2.0,25.8,0.0
2023-02-04 17:52:00,0,1.0,-17.8333,-110.6833,1.0,b'2432030288                      ',b'D5LS3',9.0,36.01,1.0,25.8,0.0
2023-02-04 18:54:00,0,1.0,-17.6833,-110.45,1.0,b'2432030289                      ',b'D5LS3',9.0,36.15,4.0,25.7,0.0
2023-02-04 19:53:00,0,1.0,-17.5333,-110.2167,1.0,b'2432030290                      ',b'D5LS3',9.0,36.09,1.0,25.9,0.0
2023-02-04 20:53:00,0,1.0,-17.3667,-109.9833,1.0,b'2432030291                      ',b'D5LS3',9.0,36.14,1.0,26.2,0.0
2023-02-04 21:55:00,0,1.0,-17.2,-109.7333,1.0,b'2432030292                      ',b'D5LS3',9.0,36.13,1.0,26.1,0.0
2023-02-04 22:54:00,0,1.0,-17.05,-109.5,1.0,b'2432030293                      ',b'D5LS3',9.0,36.12,1.0,25.9,0.0
2023-02-04 23:55:00,0,1.0,-16.8833,-109.2667,1.0,b'2432308137                      ',b'D5LS3',9.0,36.12,1.0,26.3,0.0
2023-02-05 00:54:00,0,1.0,-16.7333,-109.0333,1.0,b'2432308138                      ',b'D5LS3',9.0,36.06,1.0,26.2,0.0
2023-02-05 01:51:00,0,1.0,-16.5833,-108.8167,1.0,b'2432308139                      ',b'D5LS3',9.0,36.08,1.0,26.0,0.0
2023-02-05 02:52:00,0,1.0,-16.4333,-108.5833,1.0,b'2432308140                      ',b'D5LS3',9.0,35.94,1.0,25.9,0.0
