TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,TEMP,TEMP_QC
2023-02-01 00:00:00,0,1.0,-31.9333,115.6167,1.0,b'2426206477                      ',b'XPJ6VHP',3.5,21.9,1.0
2023-02-01 00:01:00,0,1.0,-31.9333,115.6167,1.0,b'2426206478                      ',b'XPJ6VHP',3.5,21.8,1.0
2023-02-01 00:02:00,0,1.0,-31.95,115.6,4.0,b'2426206479                      ',b'XPJ6VHP',3.5,21.8,1.0
2023-02-01 00:03:00,0,1.0,-31.95,115.6,1.0,b'2426206480                      ',b'XPJ6VHP',3.5,21.7,1.0
2023-02-01 00:04:00,0,1.0,-31.95,115.6,1.0,b'2426206481                      ',b'XPJ6VHP',3.5,21.7,1.0
2023-02-01 00:05:00,0,1.0,-31.95,115.6,1.0,b'2426206482                      ',b'XPJ6VHP',3.5,21.7,1.0
2023-02-01 00:06:00,0,1.0,-31.9667,115.5833,4.0,b'2426206483                      ',b'XPJ6VHP',3.5,21.9,1.0
2023-02-01 00:07:00,0,1.0,-31.9667,115.5667,4.0,b'2426206484                      ',b'XPJ6VHP',3.5,22.0,1.0
2023-02-01 00:08:00,0,1.0,-31.9667,115.5667,1.0,b'2426206485                      ',b'XPJ6VHP',3.5,22.1,1.0
2023-02-01 00:09:00,0,1.0,-31.9667,115.5667,1.0,b'2426206486                      ',b'XPJ6VHP',3.5,22.1,1.0
2023-02-01 00:10:00,0,1.0,-31.9833,115.5667,4.0,b'2426206487                      ',b'XPJ6VHP',3.5,22.1,1.0
2023-02-01 00:11:00,0,1.0,-31.9833,115.55,4.0,b'2426206488                      ',b'XPJ6VHP',3.5,22.1,1.0
2023-02-01 00:12:00,0,1.0,-31.9833,115.55,1.0,b'2426206489                      ',b'XPJ6VHP',3.5,22.0,1.0
2023-02-01 00:13:00,0,1.0,-32.0,115.55,4.0,b'2426206490                      ',b'XPJ6VHP',3.5,21.9,1.0
2023-02-01 00:32:00,0,1.0,-32.0,115.55,1.0,b'2426206491                      ',b'XPJ6VHP',3.5,21.7,1.0
2023-02-01 00:33:00,0,1.0,-31.9833,115.55,4.0,b'2426206492                      ',b'XPJ6VHP',3.5,21.8,1.0
2023-02-01 00:34:00,0,1.0,-32.0,115.55,4.0,b'2426206493                      ',b'XPJ6VHP',3.5,21.8,1.0
2023-02-01 00:35:00,0,1.0,-31.9833,115.55,4.0,b'2426206494                      ',b'XPJ6VHP',3.5,21.8,1.0
2023-02-01 00:36:00,0,1.0,-31.9833,115.5667,4.0,b'2426206495                      ',b'XPJ6VHP',3.5,21.9,1.0
2023-02-01 00:37:00,0,1.0,-31.9667,115.5667,4.0,b'2426206496                      ',b'XPJ6VHP',3.5,21.9,1.0
2023-02-01 00:38:00,0,1.0,-31.9667,115.5667,1.0,b'2426206497                      ',b'XPJ6VHP',3.5,22.0,1.0
2023-02-01 00:39:00,0,1.0,-31.9667,115.5667,1.0,b'2426206498                      ',b'XPJ6VHP',3.5,22.1,1.0
2023-02-01 00:40:00,0,1.0,-31.9667,115.5833,4.0,b'2426206499                      ',b'XPJ6VHP',3.5,22.1,1.0
2023-02-01 00:41:00,0,1.0,-31.95,115.5833,4.0,b'2426206500                      ',b'XPJ6VHP',3.5,22.1,1.0
2023-02-01 00:42:00,0,1.0,-31.95,115.6,4.0,b'2426206501                      ',b'XPJ6VHP',3.5,22.0,1.0
