TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,TEMP,TEMP_QC
2023-02-01 00:00:00,0,1.0,29.15,128.58333,1.0,b'2426215174                      ',b'JDSS',5.7,20.6,1.0
2023-02-01 01:00:00,0,1.0,29.13333,128.85,1.0,b'2426215185                      ',b'JDSS',5.7,20.7,1.0
2023-02-01 02:00:00,0,1.0,29.13333,129.11667,1.0,b'2426215177                      ',b'JDSS',5.7,20.8,1.0
2023-02-01 03:00:00,0,1.0,29.13333,129.11667,1.0,b'2426215201                      ',b'JDSS',5.7,21.0,1.0
2023-02-01 04:00:00,0,1.0,29.23333,129.1,1.0,b'2426215186                      ',b'JDSS',5.7,21.1,1.0
2023-02-01 05:00:00,0,1.0,29.45,129.05,1.0,b'2426215178                      ',b'JDSS',5.7,21.3,1.0
2023-02-01 06:00:00,0,1.0,29.45,129.05,1.0,b'2426215240                      ',b'JDSS',5.7,21.3,1.0
2023-02-01 07:00:00,0,1.0,29.51667,128.91667,1.0,b'2426215193                      ',b'JDSS',5.7,20.9,1.0
2023-02-01 08:00:00,0,1.0,29.53333,128.91667,1.0,b'2426215233                      ',b'JDSS',5.7,21.0,1.0
2023-02-01 09:00:00,0,1.0,29.51667,128.93333,1.0,b'2426215218                      ',b'JDSS',5.7,20.8,1.0
2023-02-01 10:00:00,0,1.0,29.41667,128.71667,1.0,b'2426215188                      ',b'JDSS',5.7,20.6,1.0
2023-02-01 11:00:00,0,1.0,29.3,128.5,1.0,b'2426215227                      ',b'JDSS',5.7,20.3,1.0
2023-02-01 12:00:00,0,1.0,29.31667,128.5,1.0,b'2426215215                      ',b'JDSS',5.7,20.6,1.0
2023-02-01 13:00:00,0,1.0,29.3,128.5,1.0,b'2426215236                      ',b'JDSS',5.7,20.3,1.0
2023-02-01 14:00:00,0,1.0,29.23333,128.53333,1.0,b'2426215207                      ',b'JDSS',5.7,20.5,1.0
2023-02-01 15:00:00,0,1.0,29.18333,128.56667,1.0,b'2426215229                      ',b'JDSS',5.7,20.9,1.0
2023-02-01 16:00:00,0,1.0,29.11667,128.61667,1.0,b'2426215234                      ',b'JDSS',5.7,21.0,1.0
2023-02-01 17:00:00,0,1.0,29.06667,128.63333,1.0,b'2426215182                      ',b'JDSS',5.7,20.7,1.0
2023-02-01 18:00:00,0,1.0,29.0,128.66667,1.0,b'2426215225                      ',b'JDSS',5.7,20.8,1.0
2023-02-01 19:00:00,0,1.0,28.93333,128.68333,1.0,b'2426215217                      ',b'JDSS',5.7,20.9,1.0
2023-02-01 20:00:00,0,1.0,28.86667,128.7,1.0,b'2426215238                      ',b'JDSS',5.7,20.8,1.0
2023-02-01 21:00:00,0,1.0,28.8,128.73334,1.0,b'2426215181                      ',b'JDSS',5.7,20.7,1.0
2023-02-01 22:00:00,0,1.0,28.73333,128.75,1.0,b'2426215175                      ',b'JDSS',5.7,20.8,1.0
2023-02-01 23:00:00,0,1.0,28.66667,128.78333,1.0,b'2426215183                      ',b'JDSS',5.7,20.8,1.0
2023-02-02 00:00:00,0,1.0,28.63333,128.81667,1.0,b'2426215226                      ',b'JDSS',5.7,20.7,1.0
2023-02-02 01:00:00,0,1.0,28.65,128.9,1.0,b'2426215223                      ',b'JDSS',5.7,20.8,1.0
2023-02-02 02:00:00,0,1.0,28.68333,128.96667,1.0,b'2426215199                      ',b'JDSS',5.7,20.7,1.0
2023-02-02 03:00:00,0,1.0,28.73333,128.95,1.0,b'2426215191                      ',b'JDSS',5.7,20.9,1.0
2023-02-02 04:00:00,0,1.0,28.8,128.93333,1.0,b'2426215204                      ',b'JDSS',5.7,20.8,1.0
2023-02-02 05:00:00,0,1.0,28.86667,128.91667,1.0,b'2426215213                      ',b'JDSS',5.7,20.7,1.0
2023-02-02 06:00:00,0,1.0,28.93333,128.88333,1.0,b'2426215212                      ',b'JDSS',5.7,20.5,1.0
2023-02-02 07:00:00,0,1.0,29.0,128.86667,1.0,b'2426215243                      ',b'JDSS',5.7,20.7,1.0
2023-02-02 08:00:00,0,1.0,29.06667,128.83333,1.0,b'2432516106                      ',b'JDSS',5.7,20.7,1.0
2023-02-02 09:00:00,0,1.0,29.13333,128.81667,1.0,b'2432516041                      ',b'JDSS',5.7,20.9,1.0
2023-02-02 10:00:00,0,1.0,29.18333,128.8,1.0,b'2432516056                      ',b'JDSS',5.7,20.7,1.0
