TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,PSAL,PSAL_QC,SSJT,SSJT_QC
2023-02-01 00:01:00,0,1.0,31.1833,135.4167,1.0,b'2424016026                      ',b'7KAA',8.0,17.75,2.0,21.3,0.0
2023-02-01 02:00:00,0,1.0,31.4333,135.0333,1.0,b'2424583086                      ',b'7KAA',8.0,10.57,4.0,21.1,0.0
2023-02-01 03:59:00,0,1.0,31.7,134.6667,1.0,b'2424583087                      ',b'7KAA',8.0,21.42,4.0,21.6,0.0
2023-02-01 06:00:00,0,1.0,31.9833,134.2333,1.0,b'2424583088                      ',b'7KAA',8.0,22.37,4.0,18.4,0.0
2023-02-01 08:00:00,0,1.0,32.2667,133.7167,1.0,b'2424583089                      ',b'7KAA',8.0,18.95,4.0,18.6,0.0
2023-02-01 09:57:00,0,1.0,32.4333,133.1667,1.0,b'2424583090                      ',b'7KAA',8.0,16.7,4.0,18.6,0.0
2023-02-01 12:01:00,0,1.0,32.6167,132.5667,1.0,b'2424583091                      ',b'7KAA',8.0,18.54,4.0,18.0,0.0
2023-02-01 14:00:00,0,1.0,33.0167,132.2333,1.0,b'2424583092                      ',b'7KAA',8.0,20.99,4.0,16.7,0.0
2023-02-01 15:58:00,0,1.0,33.4167,131.9333,1.0,b'2424583093                      ',b'7KAA',8.0,12.56,4.0,14.7,0.0
2023-02-01 17:57:00,0,1.0,33.8,131.55,1.0,b'2424583094                      ',b'7KAA',8.0,23.96,4.0,11.9,0.0
2023-02-01 19:59:00,0,1.0,33.9667,131.0333,1.0,b'2424583095                      ',b'7KAA',8.0,22.75,4.0,11.5,0.0
2023-02-01 21:59:00,0,1.0,34.0667,130.7333,1.0,b'2424583096                      ',b'7KAA',8.0,24.33,4.0,14.8,0.0
2023-02-01 23:59:00,0,1.0,34.3833,130.2667,1.0,b'2424583097                      ',b'7KAA',8.0,22.22,2.0,16.2,0.0
2023-02-02 01:59:00,0,1.0,34.65,129.8167,1.0,b'2426213792                      ',b'7KAA',8.0,24.15,4.0,16.1,0.0
2023-02-02 03:58:00,0,1.0,34.9,129.4167,1.0,b'2426213793                      ',b'7KAA',8.0,22.38,4.0,16.2,0.0
2023-02-02 05:59:00,0,1.0,35.0667,129.15,1.0,b'2426213794                      ',b'7KAA',8.0,26.57,2.0,15.5,0.0
2023-02-03 22:01:00,0,1.0,34.9833,129.2,1.0,b'2431765400                      ',b'7KAA',8.0,20.84,4.0,13.6,0.0
2023-02-03 23:58:00,0,1.0,34.7333,129.6,1.0,b'2431765401                      ',b'7KAA',8.0,17.6,2.0,15.8,0.0
