TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,PSAL,PSAL_QC,SSJT,SSJT_QC
2023-02-01 01:56:00,0,1.0,22.3333,-17.5167,1.0,b'2424583038                      ',b'LXSQ',10.0,36.41,4.0,18.6,0.0
2023-02-01 03:57:00,0,1.0,22.8167,-17.2667,1.0,b'2424583039                      ',b'LXSQ',10.0,36.25,1.0,17.7,0.0
2023-02-01 05:54:00,0,1.0,23.2833,-17.0167,1.0,b'2424583040                      ',b'LXSQ',10.0,36.26,1.0,17.4,0.0
2023-02-01 07:54:00,0,1.0,23.7333,-16.7833,1.0,b'2424583041                      ',b'LXSQ',10.0,36.38,1.0,17.8,0.0
2023-02-01 09:55:00,0,1.0,24.1833,-16.4667,1.0,b'2424583042                      ',b'LXSQ',10.0,36.56,4.0,18.4,0.0
2023-02-01 11:53:00,0,1.0,24.6167,-16.1667,1.0,b'2424583043                      ',b'LXSQ',10.0,36.47,4.0,18.0,0.0
2023-02-01 13:55:00,0,1.0,25.0333,-15.8667,1.0,b'2424583044                      ',b'LXSQ',10.0,36.69,1.0,19.3,0.0
2023-02-01 15:54:00,0,1.0,25.4667,-15.55,1.0,b'2424583045                      ',b'LXSQ',10.0,36.76,1.0,19.7,0.0
2023-02-01 17:55:00,0,1.0,25.8833,-15.25,1.0,b'2424583046                      ',b'LXSQ',10.0,36.7,1.0,19.4,0.0
2023-02-01 19:54:00,0,1.0,26.3167,-14.9333,1.0,b'2424583047                      ',b'LXSQ',10.0,36.5,4.0,18.3,0.0
2023-02-01 21:55:00,0,1.0,26.7333,-14.6333,1.0,b'2424583048                      ',b'LXSQ',10.0,36.69,1.0,19.4,0.0
2023-02-01 23:55:00,0,1.0,27.1667,-14.3167,1.0,b'2424583049                      ',b'LXSQ',10.0,36.7,1.0,19.2,0.0
2023-02-02 01:56:00,0,1.0,27.6,-14.0167,1.0,b'2426213744                      ',b'LXSQ',10.0,36.69,1.0,19.1,0.0
2023-02-02 03:57:00,0,1.0,28.0,-13.7,1.0,b'2426213745                      ',b'LXSQ',10.0,36.72,1.0,19.4,0.0
2023-02-02 05:55:00,0,1.0,28.4,-13.3667,1.0,b'2426213746                      ',b'LXSQ',10.0,36.72,1.0,19.1,0.0
2023-02-02 07:56:00,0,1.0,28.8333,-13.0167,1.0,b'2426213747                      ',b'LXSQ',10.0,36.71,1.0,18.9,0.0
2023-02-02 09:54:00,0,1.0,29.2333,-12.6667,1.0,b'2426213748                      ',b'LXSQ',10.0,36.7,1.0,18.8,0.0
2023-02-02 11:56:00,0,1.0,29.6667,-12.3167,1.0,b'2426213749                      ',b'LXSQ',10.0,36.51,4.0,17.7,0.0
2023-02-02 13:54:00,0,1.0,30.0833,-11.9833,1.0,b'2426213750                      ',b'LXSQ',10.0,36.58,1.0,18.2,0.0
2023-02-02 15:55:00,0,1.0,30.5167,-11.6,1.0,b'2426213751                      ',b'LXSQ',10.0,36.66,1.0,18.6,0.0
2023-02-02 17:55:00,0,1.0,30.9333,-11.2667,1.0,b'2426213752                      ',b'LXSQ',10.0,36.62,1.0,18.3,0.0
2023-02-02 19:56:00,0,1.0,31.3333,-10.9,1.0,b'2426213753                      ',b'LXSQ',10.0,36.65,1.0,18.5,0.0
2023-02-02 21:53:00,0,1.0,31.7333,-10.5667,1.0,b'2426213754                      ',b'LXSQ',10.0,36.62,1.0,18.3,0.0
2023-02-02 23:54:00,0,1.0,32.15,-10.2167,1.0,b'2426213755                      ',b'LXSQ',10.0,36.6,1.0,18.4,0.0
2023-02-03 01:56:00,0,1.0,32.5667,-9.8667,1.0,b'2431765353                      ',b'LXSQ',10.0,36.52,1.0,18.0,0.0
2023-02-03 03:55:00,0,1.0,32.9667,-9.5167,1.0,b'2431765354                      ',b'LXSQ',10.0,36.52,1.0,18.0,0.0
2023-02-03 05:56:00,0,1.0,33.3833,-9.1667,1.0,b'2431765355                      ',b'LXSQ',10.0,36.57,1.0,18.2,0.0
2023-02-03 07:55:00,0,1.0,33.7833,-8.8,1.0,b'2431765356                      ',b'LXSQ',10.0,36.55,1.0,18.0,0.0
2023-02-03 09:55:00,0,1.0,34.1167,-8.35,1.0,b'2431765357                      ',b'LXSQ',10.0,36.54,1.0,18.0,0.0
2023-02-03 11:54:00,0,1.0,34.45,-7.9167,1.0,b'2431765358                      ',b'LXSQ',10.0,36.53,1.0,17.8,0.0
2023-02-03 13:53:00,0,1.0,34.8167,-7.45,1.0,b'2431765359                      ',b'LXSQ',10.0,36.46,1.0,17.5,0.0
2023-02-03 15:53:00,0,1.0,35.15,-7.0,1.0,b'2431765360                      ',b'LXSQ',10.0,36.49,1.0,17.7,0.0
2023-02-03 17:57:00,0,1.0,35.45,-6.5833,1.0,b'2431765361                      ',b'LXSQ',10.0,36.42,1.0,17.1,0.0
2023-02-03 19:54:00,0,1.0,35.75,-6.1667,1.0,b'2431765362                      ',b'LXSQ',10.0,36.39,1.0,17.0,0.0
2023-02-03 21:55:00,0,1.0,35.9,-5.6667,1.0,b'2431765363                      ',b'LXSQ',10.0,36.31,1.0,16.4,0.0
2023-02-04 17:54:00,0,1.0,35.9667,-5.8333,1.0,b'2432030254                      ',b'LXSQ',10.0,36.31,1.0,16.5,0.0
2023-02-04 19:53:00,0,1.0,36.0,-6.4,1.0,b'2432030255                      ',b'LXSQ',10.0,36.27,4.0,15.8,0.0
2023-02-04 21:54:00,0,1.0,36.1667,-6.9833,1.0,b'2432030256                      ',b'LXSQ',10.0,36.49,4.0,17.7,0.0
2023-02-04 23:54:00,0,1.0,36.3333,-7.55,1.0,b'2432030257                      ',b'LXSQ',10.0,36.47,1.0,17.7,0.0
2023-02-05 01:56:00,0,1.0,36.4833,-8.1333,1.0,b'2432308120                      ',b'LXSQ',10.0,36.55,4.0,18.0,0.0
2023-02-05 03:55:00,0,1.0,36.6167,-8.7,1.0,b'2432308121                      ',b'LXSQ',10.0,36.28,1.0,16.8,0.0
2023-02-05 05:56:00,0,1.0,36.8333,-9.25,1.0,b'2432308122                      ',b'LXSQ',10.0,36.05,4.0,16.1,0.0
2023-02-05 07:55:00,0,1.0,37.2667,-9.4333,1.0,b'2432308123                      ',b'LXSQ',10.0,36.02,2.0,16.0,0.0
2023-02-05 09:55:00,0,1.0,37.7333,-9.5833,1.0,b'2432308124                      ',b'LXSQ',10.0,36.08,1.0,16.1,0.0
2023-02-05 11:56:00,0,1.0,38.2167,-9.7167,1.0,b'2432308125                      ',b'LXSQ',10.0,35.95,1.0,15.8,0.0
2023-02-06 01:54:00,0,1.0,41.6667,-9.8167,1.0,b'2432553896                      ',b'LXSQ',10.0,35.63,4.0,14.7,0.0
2023-02-06 03:53:00,0,1.0,42.15,-9.8167,1.0,b'2432553897                      ',b'LXSQ',10.0,35.6,1.0,14.4,0.0
2023-02-06 05:55:00,0,1.0,42.6667,-9.8,1.0,b'2432553898                      ',b'LXSQ',10.0,35.58,1.0,14.1,0.0
2023-02-06 07:54:00,0,1.0,43.15,-9.7667,1.0,b'2432553899                      ',b'LXSQ',10.0,35.57,1.0,14.1,0.0
2023-02-06 09:57:00,0,1.0,43.5667,-9.5167,1.0,b'2432553900                      ',b'LXSQ',10.0,35.57,1.0,14.0,0.0
2023-02-06 11:53:00,0,1.0,43.95,-9.2167,1.0,b'2432553901                      ',b'LXSQ',10.0,35.56,1.0,13.9,0.0
2023-02-06 13:55:00,0,1.0,44.3333,-8.9,1.0,b'2432553902                      ',b'LXSQ',10.0,35.49,2.0,13.5,0.0
2023-02-06 15:55:00,0,1.0,44.7333,-8.5833,1.0,b'2432553903                      ',b'LXSQ',10.0,35.49,2.0,13.7,0.0
2023-02-06 17:54:00,0,1.0,45.1667,-8.3167,1.0,b'2432553904                      ',b'LXSQ',10.0,35.53,2.0,13.3,0.0
