TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,TEMP,TEMP_QC,PSAL,PSAL_QC
2023-02-02 06:00:00,0,1.0,49.36667,-64.38333,1.0,b'2433876433                      ',b'XJBI',6.3,-1.0,1.0,29.15,1.0
2023-02-02 07:00:00,0,1.0,49.4,-64.86667,1.0,b'2433876511                      ',b'XJBI',6.3,-1.2,1.0,28.95,1.0
2023-02-02 08:00:00,0,1.0,49.43333,-65.36667,1.0,b'2433876451                      ',b'XJBI',6.3,-0.9,1.0,30.43,1.0
2023-02-02 09:00:00,0,1.0,49.45,-65.86667,1.0,b'2433876524                      ',b'XJBI',6.3,-0.6,1.0,30.52,1.0
2023-02-02 10:00:00,0,1.0,49.4,-66.36667,1.0,b'2433876446                      ',b'XJBI',6.3,-0.7,1.0,30.61,1.0
2023-02-02 11:00:00,0,1.0,49.31667,-66.85,1.0,b'2433876560                      ',b'XJBI',6.3,-0.8,1.0,30.61,1.0
2023-02-02 12:00:00,0,1.0,49.25,-67.33333,1.0,b'2433876479                      ',b'XJBI',6.3,-1.0,1.0,30.51,1.0
2023-02-02 13:00:00,0,1.0,49.08333,-67.73333,1.0,b'2433876554                      ',b'XJBI',6.3,-1.1,1.0,27.5,1.0
2023-02-02 14:00:00,0,1.0,48.9,-68.13333,1.0,b'2433876517                      ',b'XJBI',6.3,-1.3,1.0,26.93,1.0
2023-02-02 15:00:00,0,1.0,48.71667,-68.55,1.0,b'2433876389                      ',b'XJBI',6.3,-1.4,1.0,26.62,1.0
2023-02-02 16:00:00,0,1.0,48.53333,-68.96667,1.0,b'2433876454                      ',b'XJBI',6.3,-1.3,1.0,26.86,1.0
2023-02-02 17:00:00,0,1.0,48.33333,-69.36667,1.0,b'2433876453                      ',b'XJBI',6.3,-0.1,1.0,28.46,1.0
2023-02-02 18:00:00,0,1.0,48.11667,-69.6,1.0,b'2433876573                      ',b'XJBI',6.3,0.6,1.0,28.88,1.0
2023-02-02 19:00:00,0,1.0,47.81667,-69.85,1.0,b'2433876465                      ',b'XJBI',6.3,-0.2,1.0,23.59,2.0
2023-02-02 20:00:00,0,1.0,47.56667,-70.15,1.0,b'2433876457                      ',b'XJBI',6.3,-0.2,1.0,22.11,2.0
2023-02-02 21:00:00,0,1.0,47.35,-70.5,1.0,b'2433876512                      ',b'XJBI',6.3,0.0,1.0,22.68,1.0
2023-02-02 22:00:00,0,1.0,47.06667,-70.73333,1.0,b'2433876562                      ',b'XJBI',6.3,-0.1,1.0,15.62,1.0
2023-02-02 23:00:00,0,1.0,46.85,-71.05,1.0,b'2433876458                      ',b'XJBI',6.3,0.0,1.0,5.36,1.0
2023-02-03 00:00:00,0,1.0,46.75,-71.3,1.0,b'2433876404                      ',b'XJBI',6.3,0.1,1.0,1.38,1.0
2023-02-03 01:00:00,0,1.0,46.66667,-71.61667,1.0,b'2433876455                      ',b'XJBI',6.3,0.1,1.0,0.51,1.0
2023-02-03 02:00:00,0,1.0,46.63333,-71.91667,1.0,b'2433876475                      ',b'XJBI',6.3,0.1,1.0,0.23,1.0
2023-02-03 03:00:00,0,1.0,46.53333,-72.18333,1.0,b'2433876443                      ',b'XJBI',6.3,0.1,1.0,0.17,1.0
2023-02-03 04:00:00,0,1.0,46.4,-72.4,1.0,b'2433876463                      ',b'XJBI',6.3,0.0,1.0,0.15,1.0
2023-02-03 05:00:00,0,1.0,46.3,-72.58333,1.0,b'2433876407                      ',b'XJBI',6.3,0.0,1.0,0.14,1.0
2023-02-03 06:00:00,0,1.0,46.23333,-72.76667,1.0,b'2433876487                      ',b'XJBI',6.3,0.0,1.0,0.13,1.0
2023-02-03 07:00:00,0,1.0,46.15,-72.95,1.0,b'2433876488                      ',b'XJBI',6.3,0.0,1.0,0.13,1.0
2023-02-03 08:00:00,0,1.0,46.05,-73.11667,1.0,b'2433876497                      ',b'XJBI',6.3,0.0,1.0,0.14,1.0
2023-02-03 09:00:00,0,1.0,45.88333,-73.25,1.0,b'2433876461                      ',b'XJBI',6.3,0.0,1.0,0.14,1.0
2023-02-03 10:00:00,0,1.0,45.75,-73.4,1.0,b'2433876541                      ',b'XJBI',6.3,0.0,1.0,0.14,1.0
2023-02-03 11:00:00,0,1.0,45.6,-73.5,1.0,b'2433876550                      ',b'XJBI',6.3,0.0,1.0,0.14,1.0
2023-02-03 12:00:00,0,1.0,45.5,-73.55,1.0,b'2433876484                      ',b'XJBI',6.3,0.1,1.0,0.15,1.0
2023-02-03 13:00:00,0,1.0,45.5,-73.55,1.0,b'2433876495                      ',b'XJBI',6.3,0.3,1.0,0.13,1.0
2023-02-03 14:00:00,0,1.0,45.5,-73.55,1.0,b'2433876518                      ',b'XJBI',6.3,0.4,1.0,0.13,1.0
2023-02-03 15:00:00,0,1.0,45.5,-73.55,1.0,b'2433876474                      ',b'XJBI',6.3,0.3,1.0,0.12,1.0
2023-02-03 16:00:00,0,1.0,45.5,-73.55,1.0,b'2433876398                      ',b'XJBI',6.3,0.3,1.0,0.12,1.0
2023-02-03 17:00:00,0,1.0,45.5,-73.55,1.0,b'2433876503                      ',b'XJBI',6.3,0.3,1.0,0.11,1.0
2023-02-03 18:00:00,0,1.0,45.5,-73.55,1.0,b'2433876464                      ',b'XJBI',6.3,0.2,1.0,0.11,1.0
2023-02-03 19:00:00,0,1.0,45.5,-73.55,1.0,b'2433876546                      ',b'XJBI',6.3,0.2,1.0,0.11,1.0
2023-02-03 20:00:00,0,1.0,45.5,-73.55,1.0,b'2433876513                      ',b'XJBI',6.3,0.2,1.0,0.11,1.0
2023-02-03 21:00:00,0,1.0,45.5,-73.55,1.0,b'2433876538                      ',b'XJBI',6.3,0.2,1.0,0.11,1.0
2023-02-03 22:00:00,0,1.0,45.5,-73.55,1.0,b'2433876396                      ',b'XJBI',6.3,0.1,1.0,0.12,1.0
2023-02-03 23:00:00,0,1.0,45.5,-73.55,1.0,b'2433876557                      ',b'XJBI',6.3,0.1,1.0,0.12,1.0
2023-02-04 00:00:00,0,1.0,45.5,-73.55,1.0,b'2433876405                      ',b'XJBI',6.3,0.1,1.0,0.12,1.0
2023-02-04 01:00:00,0,1.0,45.5,-73.55,1.0,b'2433876480                      ',b'XJBI',6.3,0.1,1.0,0.12,1.0
2023-02-04 02:00:00,0,1.0,45.5,-73.55,1.0,b'2433876422                      ',b'XJBI',6.3,0.1,1.0,0.11,1.0
2023-02-04 03:00:00,0,1.0,45.5,-73.55,1.0,b'2433876564                      ',b'XJBI',6.3,0.1,1.0,0.11,1.0
2023-02-04 04:00:00,0,1.0,45.5,-73.55,1.0,b'2433876466                      ',b'XJBI',6.3,0.1,1.0,0.11,1.0
2023-02-04 05:00:00,0,1.0,45.5,-73.55,1.0,b'2433876437                      ',b'XJBI',6.3,0.1,1.0,0.11,1.0
2023-02-04 06:00:00,0,1.0,45.5,-73.55,1.0,b'2433876447                      ',b'XJBI',6.3,0.1,1.0,0.11,1.0
2023-02-04 07:00:00,0,1.0,45.5,-73.55,1.0,b'2433876432                      ',b'XJBI',6.3,0.1,1.0,0.11,1.0
2023-02-04 08:00:00,0,1.0,45.5,-73.55,1.0,b'2433876393                      ',b'XJBI',6.3,0.1,1.0,0.11,1.0
2023-02-04 09:00:00,0,1.0,45.5,-73.55,1.0,b'2433876434                      ',b'XJBI',6.3,0.1,1.0,0.11,1.0
2023-02-04 10:00:00,0,1.0,45.5,-73.55,1.0,b'2433876505                      ',b'XJBI',6.3,0.1,1.0,0.11,1.0
2023-02-04 11:00:00,0,1.0,45.5,-73.55,1.0,b'2433876498                      ',b'XJBI',6.3,0.1,1.0,0.11,1.0
2023-02-04 12:00:00,0,1.0,45.5,-73.55,1.0,b'2433876507                      ',b'XJBI',6.3,0.1,1.0,0.11,1.0
2023-02-04 13:00:00,0,1.0,45.5,-73.55,1.0,b'2433876394                      ',b'XJBI',6.3,0.1,1.0,0.11,1.0
2023-02-04 14:00:00,0,1.0,45.5,-73.55,1.0,b'2433876402                      ',b'XJBI',6.3,0.1,1.0,0.11,1.0
2023-02-04 15:00:00,0,1.0,45.5,-73.55,1.0,b'2433876535                      ',b'XJBI',6.3,0.1,1.0,0.11,1.0
2023-02-04 16:00:00,0,1.0,45.5,-73.55,1.0,b'2433876516                      ',b'XJBI',6.3,0.1,1.0,0.11,1.0
2023-02-04 17:00:00,0,1.0,45.5,-73.55,1.0,b'2433876450                      ',b'XJBI',6.3,0.1,1.0,0.11,1.0
2023-02-04 18:00:00,0,1.0,45.5,-73.55,1.0,b'2433876417                      ',b'XJBI',6.3,0.2,1.0,0.11,1.0
2023-02-04 19:00:00,0,1.0,45.5,-73.55,1.0,b'2433876401                      ',b'XJBI',6.3,0.2,1.0,0.11,1.0
2023-02-04 20:00:00,0,1.0,45.5,-73.55,1.0,b'2433876481                      ',b'XJBI',6.3,0.2,1.0,0.11,1.0
2023-02-04 21:00:00,0,1.0,45.5,-73.55,1.0,b'2433876409                      ',b'XJBI',6.3,0.2,1.0,0.11,1.0
2023-02-04 22:00:00,0,1.0,45.5,-73.55,1.0,b'2433876534                      ',b'XJBI',6.3,0.2,1.0,0.15,1.0
2023-02-04 23:00:00,0,1.0,45.5,-73.55,1.0,b'2433876403                      ',b'XJBI',6.3,0.2,1.0,0.18,1.0
2023-02-05 00:00:00,0,1.0,45.5,-73.55,1.0,b'2433876468                      ',b'XJBI',6.3,0.2,1.0,0.19,1.0
2023-02-05 01:00:00,0,1.0,45.5,-73.55,1.0,b'2433876472                      ',b'XJBI',6.3,0.3,1.0,0.18,1.0
2023-02-05 02:00:00,0,1.0,45.5,-73.55,1.0,b'2433876428                      ',b'XJBI',6.3,0.2,1.0,0.16,1.0
2023-02-05 03:00:00,0,1.0,45.61667,-73.5,1.0,b'2433876568                      ',b'XJBI',6.3,0.2,1.0,0.14,1.0
2023-02-05 04:00:00,0,1.0,45.8,-73.33333,1.0,b'2433876531                      ',b'XJBI',6.3,0.1,1.0,0.14,1.0
2023-02-05 05:00:00,0,1.0,46.0,-73.18333,1.0,b'2433876459                      ',b'XJBI',6.3,0.1,1.0,0.13,1.0
2023-02-05 06:00:00,0,1.0,46.13333,-72.95,1.0,b'2433876448                      ',b'XJBI',6.3,0.1,1.0,0.13,1.0
2023-02-05 07:00:00,0,1.0,46.25,-72.75,1.0,b'2433876392                      ',b'XJBI',6.3,0.1,1.0,0.13,1.0
2023-02-05 08:00:00,0,1.0,46.31667,-72.55,1.0,b'2433876570                      ',b'XJBI',6.3,0.1,1.0,0.13,1.0
2023-02-05 09:00:00,0,1.0,46.45,-72.25,1.0,b'2433876526                      ',b'XJBI',6.3,0.1,1.0,0.13,1.0
2023-02-05 10:00:00,0,1.0,46.63333,-71.95,1.0,b'2433876508                      ',b'XJBI',6.3,0.1,1.0,0.13,1.0
2023-02-05 11:00:00,0,1.0,46.66667,-71.6,1.0,b'2433876567                      ',b'XJBI',6.3,0.1,1.0,0.12,1.0
2023-02-05 12:00:00,0,1.0,46.76667,-71.23333,1.0,b'2433876430                      ',b'XJBI',6.3,0.1,1.0,0.12,1.0
2023-02-05 13:00:00,0,1.0,46.86667,-70.95,1.0,b'2433876477                      ',b'XJBI',6.3,0.1,1.0,0.12,1.0
2023-02-05 14:00:00,0,1.0,47.15,-70.66667,1.0,b'2433876496                      ',b'XJBI',6.3,-0.2,1.0,5.69,1.0
2023-02-05 15:00:00,0,1.0,47.43333,-70.35,1.0,b'2433876406                      ',b'XJBI',6.3,-0.3,1.0,17.12,2.0
2023-02-05 16:00:00,0,1.0,47.68333,-69.96667,1.0,b'2433876510                      ',b'XJBI',6.3,-0.1,1.0,24.38,1.0
2023-02-05 17:00:00,0,1.0,47.96667,-69.7,1.0,b'2433876530                      ',b'XJBI',6.3,-0.5,1.0,23.93,1.0
2023-02-05 18:00:00,0,1.0,48.25,-69.45,1.0,b'2433876413                      ',b'XJBI',6.3,1.3,1.0,29.87,1.0
2023-02-05 19:00:00,0,1.0,48.4,-69.15,1.0,b'2433876423                      ',b'XJBI',6.3,1.0,1.0,30.61,1.0
2023-02-05 20:00:00,0,1.0,48.55,-68.66667,1.0,b'2433876426                      ',b'XJBI',6.3,-0.7,1.0,26.92,1.0
2023-02-05 21:00:00,0,1.0,48.71667,-68.2,1.0,b'2433876494                      ',b'XJBI',6.3,-0.8,1.0,28.56,1.0
2023-02-05 22:00:00,0,1.0,48.88333,-67.73333,1.0,b'2433876419                      ',b'XJBI',6.3,-1.3,1.0,25.45,2.0
2023-02-05 23:00:00,0,1.0,49.01667,-67.28333,1.0,b'2433876436                      ',b'XJBI',6.3,-1.3,1.0,27.71,1.0
2023-02-06 00:00:00,0,1.0,49.15,-66.78333,1.0,b'2433876547                      ',b'XJBI',6.3,-1.1,1.0,27.23,1.0
2023-02-06 01:00:00,0,1.0,49.26667,-66.23333,1.0,b'2433876532                      ',b'XJBI',6.3,-1.3,1.0,27.56,1.0
2023-02-06 02:00:00,0,1.0,49.31667,-65.65,1.0,b'2433876544                      ',b'XJBI',6.3,-1.3,1.0,27.31,1.0
2023-02-06 03:00:00,0,1.0,49.31667,-65.06667,1.0,b'2433876561                      ',b'XJBI',6.3,-1.3,1.0,27.75,1.0
2023-02-06 04:00:00,0,1.0,49.28333,-64.51667,1.0,b'2433876563                      ',b'XJBI',6.3,-0.7,1.0,30.36,1.0
2023-02-06 05:00:00,0,1.0,49.2,-64.03333,1.0,b'2433876519                      ',b'XJBI',6.3,-1.0,1.0,30.15,1.0
2023-02-06 06:00:00,0,1.0,49.01667,-63.58333,1.0,b'2433876489                      ',b'XJBI',6.3,0.1,1.0,30.84,1.0
2023-02-06 07:00:00,0,1.0,48.85,-63.11667,1.0,b'2433876440                      ',b'XJBI',6.3,0.3,1.0,30.99,1.0
2023-02-06 08:00:00,0,1.0,48.68333,-62.66667,1.0,b'2433876462                      ',b'XJBI',6.3,0.1,1.0,30.99,1.0
2023-02-06 09:00:00,0,1.0,48.51667,-62.21667,1.0,b'2433876536                      ',b'XJBI',6.3,0.3,1.0,31.14,1.0
2023-02-06 10:00:00,0,1.0,48.33333,-61.76667,1.0,b'2433876551                      ',b'XJBI',6.3,0.6,1.0,31.11,1.0
2023-02-06 11:00:00,0,1.0,48.15,-61.31667,1.0,b'2433876539                      ',b'XJBI',6.3,0.4,1.0,31.03,1.0
2023-02-06 12:00:00,0,1.0,47.96667,-60.86667,1.0,b'2433876388                      ',b'XJBI',6.3,0.8,1.0,31.04,1.0
2023-02-06 13:00:00,0,1.0,47.78333,-60.41667,1.0,b'2433876427                      ',b'XJBI',6.3,0.9,1.0,31.01,1.0
2023-02-06 14:00:00,0,1.0,47.61667,-59.98333,1.0,b'2433876506                      ',b'XJBI',6.3,0.8,1.0,30.98,1.0
2023-02-06 15:00:00,0,1.0,47.43333,-59.55,1.0,b'2433876552                      ',b'XJBI',6.3,1.7,1.0,30.9,1.0
2023-02-06 16:00:00,0,1.0,47.3,-59.08333,1.0,b'2433876431                      ',b'XJBI',6.3,1.7,1.0,30.84,1.0
2023-02-06 17:00:00,0,1.0,47.2,-58.61667,1.0,b'2433876502                      ',b'XJBI',6.3,1.4,1.0,30.94,1.0
2023-02-06 18:00:00,0,1.0,47.1,-58.16667,1.0,b'2433876490                      ',b'XJBI',6.3,2.2,1.0,30.84,1.0
2023-02-06 19:00:00,0,1.0,47.0,-57.75,1.0,b'2433876556                      ',b'XJBI',6.3,2.3,1.0,30.79,1.0
2023-02-06 20:00:00,0,1.0,46.91667,-57.33333,1.0,b'2433876467                      ',b'XJBI',6.3,2.1,1.0,30.94,1.0
2023-02-06 21:00:00,0,1.0,46.81667,-56.91667,1.0,b'2433876452                      ',b'XJBI',6.3,2.1,1.0,31.15,1.0
2023-02-06 22:00:00,0,1.0,46.73333,-56.5,1.0,b'2433876514                      ',b'XJBI',6.3,2.1,1.0,31.23,1.0
2023-02-06 23:00:00,0,1.0,46.66667,-56.06667,1.0,b'2433876509                      ',b'XJBI',6.3,2.1,1.0,31.29,1.0
2023-02-07 00:00:00,0,1.0,46.65,-55.61667,1.0,b'2433876439                      ',b'XJBI',6.3,1.9,1.0,31.36,1.0
2023-02-07 01:00:00,0,1.0,46.61667,-55.18333,1.0,b'2433876421                      ',b'XJBI',6.3,1.8,1.0,31.22,1.0
2023-02-07 02:00:00,0,1.0,46.6,-54.73333,1.0,b'2433876442                      ',b'XJBI',6.3,1.7,1.0,31.3,1.0
2023-02-07 03:00:00,0,1.0,46.56667,-54.3,1.0,b'2433876571                      ',b'XJBI',6.3,1.5,1.0,31.48,1.0
2023-02-07 04:00:00,0,1.0,46.55,-53.85,1.0,b'2433876543                      ',b'XJBI',6.3,1.4,1.0,31.5,1.0
2023-02-07 05:00:00,0,1.0,46.55,-53.4,1.0,b'2433876412                      ',b'XJBI',6.3,1.5,1.0,31.24,1.0
2023-02-07 06:00:00,0,1.0,46.63333,-53.03333,1.0,b'2433876576                      ',b'XJBI',6.3,1.2,1.0,31.25,1.0
2023-02-07 07:00:00,0,1.0,46.85,-52.81667,1.0,b'2433876456                      ',b'XJBI',6.3,0.8,1.0,31.42,1.0
2023-02-07 08:00:00,0,1.0,47.1,-52.71667,1.0,b'2433876540                      ',b'XJBI',6.3,0.7,1.0,31.41,1.0
2023-02-07 09:00:00,0,1.0,47.33333,-52.63333,1.0,b'2433876515                      ',b'XJBI',6.3,0.7,1.0,31.24,1.0
2023-02-07 10:00:00,0,1.0,47.56667,-52.65,1.0,b'2433876391                      ',b'XJBI',6.3,1.0,1.0,31.16,1.0
2023-02-07 11:00:00,0,1.0,47.56667,-52.7,1.0,b'2433876435                      ',b'XJBI',6.3,1.2,1.0,30.28,1.0
2023-02-07 12:00:00,0,1.0,47.56667,-52.7,1.0,b'2433876441                      ',b'XJBI',6.3,1.3,1.0,29.92,1.0
2023-02-07 13:00:00,0,1.0,47.56667,-52.7,1.0,b'2433876565                      ',b'XJBI',6.3,1.3,1.0,29.87,1.0
2023-02-07 14:00:00,0,1.0,47.56667,-52.7,1.0,b'2433876575                      ',b'XJBI',6.3,1.3,1.0,29.9,1.0
2023-02-07 15:00:00,0,1.0,47.56667,-52.7,1.0,b'2433876473                      ',b'XJBI',6.3,1.4,1.0,30.06,1.0
2023-02-07 16:00:00,0,1.0,47.56667,-52.7,1.0,b'2433876410                      ',b'XJBI',6.3,1.4,1.0,30.19,1.0
2023-02-07 17:00:00,0,1.0,47.56667,-52.7,1.0,b'2433876527                      ',b'XJBI',6.3,1.3,1.0,30.27,1.0
2023-02-07 18:00:00,0,1.0,47.56667,-52.7,1.0,b'2433876500                      ',b'XJBI',6.3,1.3,1.0,30.36,1.0
2023-02-07 19:00:00,0,1.0,47.56667,-52.7,1.0,b'2433876504                      ',b'XJBI',6.3,1.3,1.0,30.41,1.0
2023-02-07 20:00:00,0,1.0,47.56667,-52.7,1.0,b'2433876482                      ',b'XJBI',6.3,1.4,1.0,30.21,1.0
2023-02-07 21:00:00,0,1.0,47.56667,-52.7,1.0,b'2433876399                      ',b'XJBI',6.3,1.4,1.0,30.16,1.0
2023-02-07 22:00:00,0,1.0,47.56667,-52.7,1.0,b'2433876418                      ',b'XJBI',6.3,1.4,1.0,30.09,1.0
2023-02-07 23:00:00,0,1.0,47.56667,-52.7,1.0,b'2433876566                      ',b'XJBI',6.3,1.5,1.0,29.94,1.0
2023-02-08 00:00:00,0,1.0,47.56667,-52.7,1.0,b'2433876553                      ',b'XJBI',6.3,1.6,1.0,29.94,1.0
2023-02-08 01:00:00,0,1.0,47.56667,-52.7,1.0,b'2433876548                      ',b'XJBI',6.3,1.6,1.0,29.89,1.0
2023-02-08 02:00:00,0,1.0,47.56667,-52.7,1.0,b'2433876470                      ',b'XJBI',6.3,1.6,1.0,29.79,1.0
2023-02-08 03:00:00,0,1.0,47.33333,-52.65,1.0,b'2433876491                      ',b'XJBI',6.3,0.8,1.0,31.21,2.0
2023-02-08 04:00:00,0,1.0,47.0,-52.8,1.0,b'2433876438                      ',b'XJBI',6.3,0.6,1.0,31.34,1.0
2023-02-08 05:00:00,0,1.0,46.7,-52.98333,1.0,b'2433876444                      ',b'XJBI',6.3,0.7,1.0,31.48,1.0
2023-02-08 06:00:00,0,1.0,46.55,-53.38333,1.0,b'2433876493                      ',b'XJBI',6.3,0.9,1.0,31.39,1.0
2023-02-08 07:00:00,0,1.0,46.55,-53.88333,1.0,b'2433876533                      ',b'XJBI',6.3,1.1,1.0,31.41,1.0
2023-02-08 08:00:00,0,1.0,46.56667,-54.36667,1.0,b'2434657497                      ',b'XJBI',6.3,1.4,1.0,31.55,1.0
2023-02-08 09:00:00,0,1.0,46.6,-54.86667,1.0,b'2434657534                      ',b'XJBI',6.3,1.4,1.0,31.49,1.0
2023-02-08 10:00:00,0,1.0,46.63333,-55.33333,1.0,b'2434657500                      ',b'XJBI',6.3,1.6,1.0,31.27,1.0
2023-02-08 11:00:00,0,1.0,46.66667,-55.81667,1.0,b'2434657508                      ',b'XJBI',6.3,1.7,1.0,31.28,1.0
2023-02-08 12:00:00,0,1.0,46.7,-56.3,1.0,b'2434657538                      ',b'XJBI',6.3,1.7,1.0,31.26,1.0
2023-02-08 13:00:00,0,1.0,46.81667,-56.76667,1.0,b'2434657505                      ',b'XJBI',6.3,2.0,1.0,31.33,1.0
2023-02-08 14:00:00,0,1.0,46.93333,-57.23333,1.0,b'2434657536                      ',b'XJBI',6.3,1.9,1.0,31.26,1.0
2023-02-08 15:00:00,0,1.0,47.05,-57.68333,1.0,b'2434657532                      ',b'XJBI',6.3,2.1,1.0,31.19,1.0
2023-02-08 16:00:00,0,1.0,47.18333,-58.15,1.0,b'2434657526                      ',b'XJBI',6.3,2.2,1.0,31.24,1.0
2023-02-08 17:00:00,0,1.0,47.3,-58.61667,1.0,b'2434657517                      ',b'XJBI',6.3,1.3,1.0,31.12,1.0
2023-02-08 18:00:00,0,1.0,47.43333,-59.08333,1.0,b'2434657501                      ',b'XJBI',6.3,1.4,1.0,30.99,1.0
2023-02-08 19:00:00,0,1.0,47.58333,-59.53333,1.0,b'2434657523                      ',b'XJBI',6.3,1.4,1.0,31.07,1.0
2023-02-08 20:00:00,0,1.0,47.75,-59.95,1.0,b'2434657522                      ',b'XJBI',6.3,1.0,1.0,31.07,1.0
2023-02-08 21:00:00,0,1.0,47.91667,-60.36667,1.0,b'2434657520                      ',b'XJBI',6.3,0.8,1.0,31.06,1.0
2023-02-08 22:00:00,0,1.0,48.08333,-60.78333,1.0,b'2434657494                      ',b'XJBI',6.3,0.8,1.0,31.15,1.0
2023-02-08 23:00:00,0,1.0,48.25,-61.18333,1.0,b'2434657506                      ',b'XJBI',6.3,0.6,1.0,31.14,1.0
2023-02-09 00:00:00,0,1.0,48.43333,-61.56667,1.0,b'2434657491                      ',b'XJBI',6.3,0.6,1.0,31.13,1.0
2023-02-09 01:00:00,0,1.0,48.58333,-61.98333,1.0,b'2434657524                      ',b'XJBI',6.3,0.2,1.0,31.19,1.0
2023-02-09 02:00:00,0,1.0,48.73333,-62.31667,1.0,b'2434657539                      ',b'XJBI',6.3,-0.2,1.0,30.94,1.0
2023-02-09 03:00:00,0,1.0,48.93333,-62.58333,1.0,b'2434657498                      ',b'XJBI',6.3,0.0,1.0,31.02,1.0
2023-02-09 04:00:00,0,1.0,49.08333,-62.95,1.0,b'2434657490                      ',b'XJBI',6.3,-0.1,1.0,31.21,1.0
