TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,TEMP,TEMP_QC,PSAL,PSAL_QC,CNDC,CNDC_QC,SSJT,SSJT_QC
2023-02-02 08:32:25,0,1.0,42.48298,3.1349,1.0,b'2568920878                      ',b'FGA3812',0.5,12.034,1.0,38.18,1.0,4.3,0.0,11.773,0.0
2023-02-02 08:35:25,0,1.0,42.48672,3.14108,1.0,b'2568920879                      ',b'FGA3812',0.5,12.351,1.0,38.178,1.0,4.36,0.0,12.357,0.0
2023-02-02 08:37:25,0,1.0,42.48833,3.14363,1.0,b'2568920880                      ',b'FGA3812',0.5,12.341,1.0,38.163,1.0,4.358,0.0,12.352,0.0
2023-02-02 08:38:40,0,1.0,42.48812,3.1439,1.0,b'2568920881                      ',b'FGA3812',0.5,12.345,1.0,38.164,1.0,4.359,0.0,12.364,0.0
2023-02-02 08:40:55,0,1.0,42.48892,3.14382,1.0,b'2568920882                      ',b'FGA3812',0.5,12.356,1.0,38.164,1.0,4.361,0.0,12.381,0.0
2023-02-02 08:44:10,0,1.0,42.48822,3.14383,1.0,b'2568920883                      ',b'FGA3812',0.5,12.371,1.0,38.163,1.0,4.363,0.0,12.401,0.0
2023-02-02 08:44:55,0,1.0,42.4881,3.14393,1.0,b'2568920885                      ',b'FGA3812',0.5,12.359,1.0,38.164,1.0,4.363,0.0,12.4,0.0
2023-02-02 08:46:55,0,1.0,42.48805,3.14337,1.0,b'2568920886                      ',b'FGA3812',0.5,12.348,1.0,38.164,1.0,4.363,0.0,12.399,0.0
2023-02-02 08:49:10,0,1.0,42.48893,3.14397,1.0,b'2568920887                      ',b'FGA3812',0.5,12.364,1.0,38.163,1.0,4.363,0.0,12.403,0.0
2023-02-02 08:51:10,0,1.0,42.48852,3.144,1.0,b'2568920888                      ',b'FGA3812',0.5,12.375,1.0,38.164,1.0,4.365,0.0,12.416,0.0
2023-02-02 08:53:10,0,1.0,42.48812,3.14412,1.0,b'2568920889                      ',b'FGA3812',0.5,12.369,1.0,38.164,1.0,4.365,0.0,12.423,0.0
2023-02-02 08:55:10,0,1.0,42.48773,3.14423,1.0,b'2568920890                      ',b'FGA3812',0.5,12.365,1.0,38.164,1.0,4.366,0.0,12.426,0.0
2023-02-02 08:56:40,0,1.0,42.4883,3.144,1.0,b'2568920892                      ',b'FGA3812',0.5,12.368,1.0,38.164,1.0,4.365,0.0,12.42,0.0
2023-02-02 08:58:25,0,1.0,42.48842,3.14418,1.0,b'2568920893                      ',b'FGA3812',0.5,12.37,1.0,38.164,1.0,4.366,0.0,12.425,0.0
2023-02-02 09:02:10,0,1.0,42.4817,3.13412,1.0,b'2568920894                      ',b'FGA3812',0.5,12.144,1.0,38.176,1.0,4.358,0.0,12.335,0.0
2023-02-02 09:03:25,0,1.0,42.48095,3.13618,1.0,b'2568920895                      ',b'FGA3812',0.5,11.642,1.0,38.176,1.0,4.323,0.0,12.0,0.0
2023-02-03 08:01:00,0,1.0,42.4811,3.13622,1.0,b'2568921412                      ',b'FGA3812',0.5,12.814,4.0,38.076,1.0,4.407,0.0,12.908,0.0
2023-02-03 08:03:00,0,1.0,42.4811,3.13623,1.0,b'2568921413                      ',b'FGA3812',0.5,12.795,1.0,38.066,1.0,4.406,0.0,12.904,0.0
2023-02-03 08:04:45,0,1.0,42.4811,3.13622,1.0,b'2568921414                      ',b'FGA3812',0.5,12.786,4.0,38.072,1.0,4.405,0.0,12.895,0.0
2023-02-03 08:07:45,0,1.0,42.48255,3.13457,1.0,b'2568921415                      ',b'FGA3812',0.5,11.845,4.0,38.205,1.0,4.295,0.0,11.7,0.0
2023-02-03 08:09:00,0,1.0,42.48375,3.13757,1.0,b'2568921417                      ',b'FGA3812',0.5,12.188,1.0,38.191,1.0,4.332,0.0,12.078,0.0
2023-02-03 08:10:45,0,1.0,42.48382,3.14267,1.0,b'2568921418                      ',b'FGA3812',0.5,12.343,1.0,38.187,1.0,4.357,0.0,12.321,0.0
2023-02-03 08:12:00,0,1.0,42.4831,3.14635,1.0,b'2568921419                      ',b'FGA3812',0.5,12.384,1.0,38.188,1.0,4.365,0.0,12.397,0.0
2023-02-03 08:14:30,0,1.0,42.48028,3.1534,1.0,b'2568921420                      ',b'FGA3812',0.5,12.404,1.0,38.188,1.0,4.371,0.0,12.45,0.0
2023-02-03 08:16:30,0,1.0,42.47647,3.15827,1.0,b'2568921421                      ',b'FGA3812',0.5,12.387,1.0,38.187,1.0,4.371,0.0,12.452,0.0
2023-02-03 08:18:45,0,1.0,42.47045,3.16253,1.0,b'2568921422                      ',b'FGA3812',0.5,12.388,1.0,38.187,1.0,4.37,0.0,12.447,0.0
2023-02-03 08:21:00,0,1.0,42.46432,3.1665,1.0,b'2568921423                      ',b'FGA3812',0.5,12.389,1.0,38.188,1.0,4.373,0.0,12.472,0.0
2023-02-03 08:22:45,0,1.0,42.45932,3.16863,1.0,b'2568921424                      ',b'FGA3812',0.5,12.379,1.0,38.189,1.0,4.372,0.0,12.461,0.0
2023-02-03 08:24:45,0,1.0,42.45347,3.17108,1.0,b'2568921425                      ',b'FGA3812',0.5,12.439,1.0,38.193,1.0,4.379,0.0,12.523,0.0
2023-02-03 08:26:45,0,1.0,42.44833,3.17297,1.0,b'2568921426                      ',b'FGA3812',0.5,12.603,1.0,38.205,1.0,4.396,0.0,12.672,0.0
2023-02-07 07:36:40,0,1.0,42.48105,3.13513,1.0,b'2568921967                      ',b'FGA3812',0.5,10.912,4.0,37.26,4.0,4.135,0.0,11.057,0.0
2023-02-07 07:38:25,0,1.0,42.48317,3.1355,1.0,b'2568921968                      ',b'FGA3812',0.5,11.763,4.0,37.7,1.0,4.19,0.0,11.169,0.0
2023-02-07 07:39:55,0,1.0,42.48508,3.13825,1.0,b'2568921969                      ',b'FGA3812',0.5,12.131,4.0,38.068,4.0,4.308,0.0,11.961,0.0
2023-02-07 07:42:25,0,1.0,42.48732,3.14377,1.0,b'2568921970                      ',b'FGA3812',0.5,12.079,1.0,38.083,1.0,4.324,0.0,12.101,0.0
2023-02-07 07:43:55,0,1.0,42.48768,3.14293,1.0,b'2568921971                      ',b'FGA3812',0.5,12.087,1.0,38.086,1.0,4.322,0.0,12.082,0.0
2023-02-07 07:46:25,0,1.0,42.48718,3.14458,1.0,b'2568921972                      ',b'FGA3812',0.5,12.095,1.0,38.088,1.0,4.323,0.0,12.088,0.0
2023-02-07 07:47:55,0,1.0,42.48742,3.14362,1.0,b'2568921973                      ',b'FGA3812',0.5,12.103,1.0,38.089,1.0,4.325,0.0,12.11,0.0
2023-02-07 07:50:40,0,1.0,42.48767,3.1437,1.0,b'2568921974                      ',b'FGA3812',0.5,12.107,1.0,38.089,1.0,4.327,0.0,12.123,0.0
2023-02-07 07:51:40,0,1.0,42.48743,3.14372,1.0,b'2568921975                      ',b'FGA3812',0.5,12.099,1.0,38.089,1.0,4.327,0.0,12.128,0.0
