TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,TEMP,TEMP_QC,PSAL,PSAL_QC,CNDC,CNDC_QC,SSJT,SSJT_QC
2023-02-15 16:03:18,0,1.0,44.60638,-124.1405,1.0,b'2939370801                      ',b'WTED',5.9,10.4574,1.0,32.0607,1.0,3.5082,1.0,9.8627,1.0
2023-02-15 16:06:18,0,1.0,44.60751,-124.14951,1.0,b'2939370802                      ',b'WTED',5.9,10.4718,1.0,32.0593,1.0,3.51127,1.0,9.8993,1.0
2023-02-15 16:09:19,0,1.0,44.60857,-124.15844,1.0,b'2939370803                      ',b'WTED',5.9,10.3996,1.0,32.0556,1.0,3.50669,1.0,9.8512,1.0
2023-02-15 16:12:48,0,1.0,44.60932,-124.16891,1.0,b'2939370804                      ',b'WTED',5.9,10.2852,1.0,31.9904,1.0,3.49245,1.0,9.7617,1.0
2023-02-15 16:15:18,0,1.0,44.60965,-124.17665,1.0,b'2939370805                      ',b'WTED',5.9,10.2411,1.0,31.9752,1.0,3.4873,1.0,9.7199,1.0
2023-02-15 16:18:19,0,1.0,44.61004,-124.18372,1.0,b'2939370806                      ',b'WTED',5.9,10.1918,1.0,31.9808,1.0,3.48444,1.0,9.6808,1.0
2023-02-15 16:21:48,0,1.0,44.61045,-124.1907,1.0,b'2939370807                      ',b'WTED',5.9,10.1787,1.0,31.9501,1.0,3.48125,1.0,9.6788,1.0
2023-02-15 16:24:48,0,1.0,44.61078,-124.19804,1.0,b'2939370808                      ',b'WTED',5.9,10.1858,1.0,31.9409,1.0,3.48186,1.0,9.6961,1.0
2023-02-15 16:27:48,0,1.0,44.6113,-124.20504,1.0,b'2939370809                      ',b'WTED',5.9,10.1033,1.0,31.9486,1.0,3.47761,1.0,9.6388,1.0
2023-02-15 16:30:48,0,1.0,44.61162,-124.20893,4.0,b'2939370810                      ',b'WTED',5.9,10.0478,1.0,31.9741,1.0,3.47713,1.0,9.6046,1.0
2023-02-15 16:33:48,0,1.0,44.61166,-124.2111,4.0,b'2939370811                      ',b'WTED',5.9,10.0107,1.0,31.9938,1.0,3.4781,1.0,9.5937,1.0
2023-02-15 16:36:18,0,1.0,44.61175,-124.21244,4.0,b'2939370812                      ',b'WTED',5.9,9.9798,1.0,31.9981,1.0,3.47687,1.0,9.5748,1.0
2023-02-15 16:39:19,0,1.0,44.61207,-124.21471,4.0,b'2939370813                      ',b'WTED',5.9,9.9597,1.0,32.0208,1.0,3.4784,1.0,9.5669,1.0
2023-02-15 16:42:48,0,1.0,44.6139,-124.22085,1.0,b'2939370814                      ',b'WTED',5.9,9.8992,1.0,31.8771,1.0,3.46101,1.0,9.5285,1.0
2023-02-15 16:45:48,0,1.0,44.6159,-124.22627,1.0,b'2939370815                      ',b'WTED',5.9,9.8243,1.0,31.7943,1.0,3.44707,1.0,9.4612,1.0
2023-02-15 16:48:48,0,1.0,44.61835,-124.23118,1.0,b'2939370816                      ',b'WTED',5.9,9.7953,1.0,31.8194,1.0,3.44802,1.0,9.4439,1.0
2023-02-15 16:51:48,0,1.0,44.62049,-124.23621,1.0,b'2939370817                      ',b'WTED',5.9,9.7938,1.0,31.9037,1.0,3.45785,1.0,9.4623,1.0
2023-02-15 16:54:48,0,1.0,44.62283,-124.24096,1.0,b'2939370818                      ',b'WTED',5.9,9.8744,1.0,32.013,1.0,3.47632,1.0,9.5517,1.0
2023-02-15 16:57:18,0,1.0,44.62487,-124.24507,1.0,b'2939370819                      ',b'WTED',5.9,9.9062,1.0,32.0605,1.0,3.48841,1.0,9.6369,1.0
2023-02-15 17:00:18,0,1.0,44.62735,-124.24974,1.0,b'2939370820                      ',b'WTED',5.9,9.8858,1.0,32.0052,1.0,3.48309,1.0,9.638,1.0
2023-02-15 17:03:48,0,1.0,44.63027,-124.25503,1.0,b'2939370821                      ',b'WTED',5.9,9.8294,1.0,31.9535,1.0,3.47331,1.0,9.5839,1.0
2023-02-15 17:06:48,0,1.0,44.6326,-124.25961,1.0,b'2939370822                      ',b'WTED',5.9,9.848,1.0,31.9455,1.0,3.4753,1.0,9.6158,1.0
2023-02-15 17:09:48,0,1.0,44.63494,-124.26436,1.0,b'2939370823                      ',b'WTED',5.9,9.8761,1.0,31.9154,1.0,3.47434,1.0,9.6385,1.0
2023-02-15 17:12:48,0,1.0,44.63723,-124.26914,1.0,b'2939370824                      ',b'WTED',5.9,9.8903,1.0,31.9096,1.0,3.47781,1.0,9.685,1.0
2023-02-15 17:15:48,0,1.0,44.63954,-124.27401,1.0,b'2939370825                      ',b'WTED',5.9,9.909,1.0,31.9134,1.0,3.48123,1.0,9.7199,1.0
2023-02-15 17:18:19,0,1.0,44.64155,-124.27819,1.0,b'2939370826                      ',b'WTED',5.9,9.8984,1.0,31.9126,1.0,3.4802,1.0,9.7089,1.0
2023-02-15 17:21:18,0,1.0,44.64408,-124.28332,1.0,b'2939370827                      ',b'WTED',5.9,9.9147,1.0,31.9131,1.0,3.48088,1.0,9.7163,1.0
2023-02-15 17:24:48,0,1.0,44.64704,-124.28912,1.0,b'2939370828                      ',b'WTED',5.9,9.8953,1.0,31.9122,1.0,3.48114,1.0,9.7202,1.0
2023-02-15 17:27:48,0,1.0,44.64957,-124.29403,1.0,b'2939370829                      ',b'WTED',5.9,9.9012,1.0,31.9037,1.0,3.48159,1.0,9.735,1.0
2023-02-15 17:30:48,0,1.0,44.65169,-124.29839,1.0,b'2939370830                      ',b'WTED',5.9,9.881,1.0,31.898,1.0,3.47923,1.0,9.7144,1.0
2023-02-15 17:33:48,0,1.0,44.65237,-124.30089,4.0,b'2939370831                      ',b'WTED',5.9,9.8788,1.0,31.8973,1.0,3.47892,1.0,9.7116,1.0
2023-02-15 17:36:48,0,1.0,44.65263,-124.30286,4.0,b'2939370832                      ',b'WTED',5.9,9.8697,1.0,31.8959,1.0,3.47801,1.0,9.7027,1.0
2023-02-15 17:39:49,0,1.0,44.65276,-124.30467,4.0,b'2939370833                      ',b'WTED',5.9,9.8679,1.0,31.8969,1.0,3.47798,1.0,9.7012,1.0
2023-02-15 17:42:48,0,1.0,44.65289,-124.30642,4.0,b'2939370834                      ',b'WTED',5.9,9.8605,1.0,31.8961,1.0,3.47761,1.0,9.6979,1.0
2023-02-15 17:45:48,0,1.0,44.65306,-124.30818,4.0,b'2939370835                      ',b'WTED',5.9,9.8665,1.0,31.8942,1.0,3.47787,1.0,9.703,1.0
2023-02-15 17:48:48,0,1.0,44.65325,-124.30993,4.0,b'2939370836                      ',b'WTED',5.9,9.8658,1.0,31.8934,1.0,3.47822,1.0,9.7079,1.0
2023-02-15 17:51:48,0,1.0,44.65334,-124.31157,4.0,b'2939370837                      ',b'WTED',5.9,9.8713,1.0,31.8942,1.0,3.47757,1.0,9.6996,1.0
2023-02-15 17:54:48,0,1.0,44.6535,-124.31314,4.0,b'2939370838                      ',b'WTED',5.9,9.8773,1.0,31.8962,1.0,3.47909,1.0,9.7147,1.0
2023-02-15 17:57:18,0,1.0,44.65362,-124.31447,4.0,b'2939370839                      ',b'WTED',5.9,9.8914,1.0,31.8969,1.0,3.48034,1.0,9.7283,1.0
2023-02-15 18:00:19,0,1.0,44.65375,-124.31605,4.0,b'2939370840                      ',b'WTED',5.9,9.8963,1.0,31.9026,1.0,3.48191,1.0,9.7399,1.0
2023-02-15 18:03:48,0,1.0,44.65432,-124.31797,4.0,b'2939370841                      ',b'WTED',5.9,9.8872,1.0,31.9036,1.0,3.48149,1.0,9.7339,1.0
2023-02-15 18:06:48,0,1.0,44.65474,-124.32173,4.0,b'2939370842                      ',b'WTED',5.9,9.8763,1.0,31.9022,1.0,3.48014,1.0,9.72,1.0
2023-02-15 18:09:48,0,1.0,44.65499,-124.32435,4.0,b'2939370843                      ',b'WTED',5.9,9.8619,1.0,31.9015,1.0,3.47917,1.0,9.7097,1.0
2023-02-15 18:12:48,0,1.0,44.65519,-124.32674,4.0,b'2939370844                      ',b'WTED',5.9,9.8557,1.0,31.9019,1.0,3.47846,1.0,9.7011,1.0
2023-02-15 18:15:48,0,1.0,44.65531,-124.32896,4.0,b'2939370845                      ',b'WTED',5.9,9.8526,1.0,31.8997,1.0,3.47823,1.0,9.7009,1.0
2023-02-15 18:18:48,0,1.0,44.65548,-124.33123,4.0,b'2939370846                      ',b'WTED',5.9,9.8435,1.0,31.8994,1.0,3.47748,1.0,9.6927,1.0
2023-02-15 18:21:19,0,1.0,44.65566,-124.33323,4.0,b'2939370847                      ',b'WTED',5.9,9.8311,1.0,31.8997,1.0,3.47672,1.0,9.6837,1.0
2023-02-15 18:24:18,0,1.0,44.65588,-124.33548,4.0,b'2939370848                      ',b'WTED',5.9,9.8249,1.0,31.8999,1.0,3.47628,1.0,9.6783,1.0
2023-02-15 18:27:48,0,1.0,44.65618,-124.33816,4.0,b'2939370849                      ',b'WTED',5.9,9.8057,1.0,31.901,1.0,3.4746,1.0,9.6578,1.0
