TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,PSAL,PSAL_QC,CNDC,CNDC_QC,SSJT,SSJT_QC
2023-02-19 14:20:02,0,1.0,18.62366,-56.401,1.0,b'2439101443                      ',b'WTEC',5.2,36.073,1.0,5.52391,1.0,25.6756,1.0
2023-02-19 14:23:02,0,1.0,18.61741,-56.39458,1.0,b'2439101444                      ',b'WTEC',5.2,36.0741,1.0,5.52353,1.0,25.6706,1.0
2023-02-19 14:26:02,0,1.0,18.61103,-56.38811,1.0,b'2439101445                      ',b'WTEC',5.2,36.0767,1.0,5.52438,1.0,25.6753,1.0
2023-02-19 14:29:02,0,1.0,18.60465,-56.38182,1.0,b'2439101446                      ',b'WTEC',5.2,36.0809,1.0,5.52585,1.0,25.6836,1.0
2023-02-19 14:32:02,0,1.0,18.5982,-56.37549,1.0,b'2439101447                      ',b'WTEC',5.2,36.0788,1.0,5.52548,1.0,25.6828,1.0
2023-02-19 14:35:02,0,1.0,18.59161,-56.36911,1.0,b'2439101448                      ',b'WTEC',5.2,36.0743,1.0,5.52444,1.0,25.6788,1.0
2023-02-19 14:38:02,0,1.0,18.58512,-56.36284,1.0,b'2439101449                      ',b'WTEC',5.2,36.0693,1.0,5.52239,1.0,25.6661,1.0
2023-02-19 14:41:02,0,1.0,18.57855,-56.35652,1.0,b'2439101450                      ',b'WTEC',5.2,36.0609,1.0,5.52111,1.0,25.6648,1.0
2023-02-19 14:44:02,0,1.0,18.57197,-56.35016,1.0,b'2439101451                      ',b'WTEC',5.2,36.0551,1.0,5.51928,1.0,25.655,1.0
2023-02-19 14:47:02,0,1.0,18.56537,-56.34375,1.0,b'2439101452                      ',b'WTEC',5.2,36.0489,1.0,5.51712,1.0,25.6428,1.0
2023-02-19 14:50:02,0,1.0,18.55885,-56.33744,1.0,b'2439101453                      ',b'WTEC',5.2,36.0413,1.0,5.51529,1.0,25.6354,1.0
2023-02-19 14:53:02,0,1.0,18.55229,-56.33107,1.0,b'2439101454                      ',b'WTEC',5.2,36.0405,1.0,5.51518,1.0,25.6354,1.0
2023-02-19 14:56:02,0,1.0,18.54567,-56.32468,1.0,b'2439101455                      ',b'WTEC',5.2,36.0359,1.0,5.51505,1.0,25.6399,1.0
2023-02-19 14:59:02,0,1.0,18.53915,-56.31827,1.0,b'2439101456                      ',b'WTEC',5.2,36.0312,1.0,5.51418,1.0,25.6378,1.0
2023-02-19 15:02:02,0,1.0,18.53274,-56.31203,1.0,b'2439101457                      ',b'WTEC',5.2,36.0324,1.0,5.51445,1.0,25.6389,1.0
2023-02-19 15:05:02,0,1.0,18.52626,-56.30573,1.0,b'2439101458                      ',b'WTEC',5.2,36.0313,1.0,5.51467,1.0,25.6422,1.0
2023-02-19 15:08:02,0,1.0,18.5198,-56.29936,1.0,b'2439101459                      ',b'WTEC',5.2,36.0278,1.0,5.51377,1.0,25.6383,1.0
2023-02-19 15:11:02,0,1.0,18.51339,-56.29313,1.0,b'2439101460                      ',b'WTEC',5.2,36.0291,1.0,5.51534,1.0,25.6513,1.0
2023-02-19 15:14:02,0,1.0,18.50696,-56.28684,1.0,b'2439101461                      ',b'WTEC',5.2,36.0304,1.0,5.5151,1.0,25.6474,1.0
2023-02-19 15:17:02,0,1.0,18.50051,-56.28058,1.0,b'2439101462                      ',b'WTEC',5.2,36.0183,1.0,5.51149,1.0,25.6292,1.0
2023-02-19 15:20:02,0,1.0,18.49411,-56.27423,1.0,b'2439101463                      ',b'WTEC',5.2,36.0084,1.0,5.50743,1.0,25.6038,1.0
2023-02-19 15:23:02,0,1.0,18.48763,-56.26792,1.0,b'2439101464                      ',b'WTEC',5.2,36.0077,1.0,5.50821,1.0,25.612,1.0
2023-02-19 15:26:02,0,1.0,18.48118,-56.26167,1.0,b'2439101465                      ',b'WTEC',5.2,36.0059,1.0,5.50797,1.0,25.612,1.0
2023-02-19 15:29:02,0,1.0,18.47477,-56.25543,1.0,b'2439101466                      ',b'WTEC',5.2,35.9892,1.0,5.5041,1.0,25.5971,1.0
2023-02-19 15:32:02,0,1.0,18.46839,-56.2492,1.0,b'2439101467                      ',b'WTEC',5.2,35.9746,1.0,5.49919,1.0,25.5697,1.0
2023-02-19 15:35:02,0,1.0,18.46189,-56.24292,1.0,b'2439101468                      ',b'WTEC',5.2,35.9635,1.0,5.49622,1.0,25.5561,1.0
2023-02-19 15:38:02,0,1.0,18.45543,-56.23664,1.0,b'2439101469                      ',b'WTEC',5.2,35.9559,1.0,5.49389,1.0,25.5439,1.0
2023-02-19 15:41:02,0,1.0,18.44903,-56.23037,1.0,b'2439101470                      ',b'WTEC',5.2,35.9516,1.0,5.49338,1.0,25.5446,1.0
2023-02-19 15:44:03,0,1.0,18.44253,-56.22397,1.0,b'2439101471                      ',b'WTEC',5.2,35.9408,1.0,5.49094,1.0,25.5356,1.0
2023-02-19 15:47:03,0,1.0,18.43617,-56.21768,1.0,b'2439101472                      ',b'WTEC',5.2,35.9352,1.0,5.48998,1.0,25.5337,1.0
2023-02-19 15:50:03,0,1.0,18.42972,-56.21131,1.0,b'2439101473                      ',b'WTEC',5.2,35.9271,1.0,5.48842,1.0,25.5295,1.0
2023-02-19 15:53:03,0,1.0,18.42331,-56.20501,1.0,b'2439101474                      ',b'WTEC',5.2,35.9221,1.0,5.48778,1.0,25.5297,1.0
2023-02-19 15:56:03,0,1.0,18.41694,-56.19864,1.0,b'2439101475                      ',b'WTEC',5.2,35.922,1.0,5.48909,1.0,25.5421,1.0
2023-02-19 15:59:03,0,1.0,18.41058,-56.19241,1.0,b'2439101476                      ',b'WTEC',5.2,35.923,1.0,5.49097,1.0,25.5583,1.0
2023-02-19 16:02:03,0,1.0,18.40424,-56.1861,1.0,b'2439101477                      ',b'WTEC',5.2,35.9207,1.0,5.49156,1.0,25.5667,1.0
2023-02-19 16:05:03,0,1.0,18.39791,-56.17979,1.0,b'2439101478                      ',b'WTEC',5.2,35.9257,1.0,5.49474,1.0,25.5902,1.0
2023-02-19 16:08:03,0,1.0,18.39153,-56.17357,1.0,b'2439101479                      ',b'WTEC',5.2,35.9294,1.0,5.49571,1.0,25.5945,1.0
2023-02-19 16:11:03,0,1.0,18.38514,-56.16732,1.0,b'2439101480                      ',b'WTEC',5.2,35.9327,1.0,5.49766,1.0,25.6085,1.0
2023-02-19 16:14:03,0,1.0,18.3787,-56.16112,1.0,b'2439101481                      ',b'WTEC',5.2,35.9322,1.0,5.49841,1.0,25.6162,1.0
2023-02-19 16:17:03,0,1.0,18.37235,-56.1549,1.0,b'2439101482                      ',b'WTEC',5.2,35.9298,1.0,5.4971,1.0,25.607,1.0
2023-02-19 16:20:03,0,1.0,18.36605,-56.14871,1.0,b'2439101483                      ',b'WTEC',5.2,35.9159,1.0,5.4934,1.0,25.5901,1.0
2023-02-19 16:23:03,0,1.0,18.35965,-56.14256,1.0,b'2439101484                      ',b'WTEC',5.2,35.9124,1.0,5.49241,1.0,25.5852,1.0
2023-02-19 16:26:03,0,1.0,18.35329,-56.13635,1.0,b'2439101485                      ',b'WTEC',5.2,35.9157,1.0,5.49396,1.0,25.5955,1.0
2023-02-19 16:29:03,0,1.0,18.34695,-56.13004,1.0,b'2439101486                      ',b'WTEC',5.2,35.9118,1.0,5.49212,1.0,25.5833,1.0
2023-02-19 16:32:03,0,1.0,18.34067,-56.12377,1.0,b'2439101487                      ',b'WTEC',5.2,35.9108,1.0,5.49249,1.0,25.588,1.0
2023-02-19 16:35:03,0,1.0,18.3342,-56.11752,1.0,b'2439101488                      ',b'WTEC',5.2,35.914,1.0,5.49415,1.0,25.5995,1.0
2023-02-19 16:38:03,0,1.0,18.3277,-56.11128,1.0,b'2439101489                      ',b'WTEC',5.2,35.915,1.0,5.49573,1.0,25.613,1.0
2023-02-19 16:41:03,0,1.0,18.32106,-56.105,1.0,b'2439101490                      ',b'WTEC',5.2,35.9143,1.0,5.4967,1.0,25.6229,1.0
2023-02-19 16:44:03,0,1.0,18.3145,-56.09871,1.0,b'2439101491                      ',b'WTEC',5.2,35.9193,1.0,5.49753,1.0,25.6243,1.0
2023-02-19 16:47:03,0,1.0,18.30799,-56.09233,1.0,b'2439101492                      ',b'WTEC',5.2,35.9177,1.0,5.49836,1.0,25.6341,1.0
2023-02-19 16:50:03,0,1.0,18.3014,-56.08603,1.0,b'2439101493                      ',b'WTEC',5.2,35.919,1.0,5.50015,1.0,25.6491,1.0
2023-02-19 16:53:03,0,1.0,18.29487,-56.07979,1.0,b'2439101494                      ',b'WTEC',5.2,35.9135,1.0,5.49919,1.0,25.6471,1.0
2023-02-19 16:56:03,0,1.0,18.28832,-56.07368,1.0,b'2439101495                      ',b'WTEC',5.2,35.9119,1.0,5.49895,1.0,25.6469,1.0
2023-02-19 16:59:03,0,1.0,18.28186,-56.06747,1.0,b'2439101496                      ',b'WTEC',5.2,35.9106,1.0,5.4997,1.0,25.6556,1.0
2023-02-19 17:02:03,0,1.0,18.27527,-56.06134,1.0,b'2439101497                      ',b'WTEC',5.2,35.9072,1.0,5.50005,1.0,25.6631,1.0
2023-02-19 17:05:03,0,1.0,18.26867,-56.05535,1.0,b'2439101498                      ',b'WTEC',5.2,35.9036,1.0,5.49989,1.0,25.6662,1.0
2023-02-19 17:08:03,0,1.0,18.26203,-56.04933,1.0,b'2439101499                      ',b'WTEC',5.2,35.8997,1.0,5.49824,1.0,25.6557,1.0
2023-02-19 17:11:03,0,1.0,18.25564,-56.04304,1.0,b'2439101500                      ',b'WTEC',5.2,35.9011,1.0,5.4986,1.0,25.6574,1.0
2023-02-19 17:14:03,0,1.0,18.24932,-56.03682,1.0,b'2439101501                      ',b'WTEC',5.2,35.8995,1.0,5.49815,1.0,25.6552,1.0
2023-02-19 17:17:03,0,1.0,18.24287,-56.03059,1.0,b'2439101502                      ',b'WTEC',5.2,35.8981,1.0,5.49688,1.0,25.6452,1.0
2023-02-19 17:20:03,0,1.0,18.2365,-56.0244,1.0,b'2439101503                      ',b'WTEC',5.2,35.8997,1.0,5.49753,1.0,25.6492,1.0
2023-02-19 17:23:03,0,1.0,18.23014,-56.01822,1.0,b'2439101504                      ',b'WTEC',5.2,35.8978,1.0,5.49718,1.0,25.6483,1.0
2023-02-19 17:26:03,0,1.0,18.22395,-56.01217,1.0,b'2439101505                      ',b'WTEC',5.2,35.8962,1.0,5.49713,1.0,25.6498,1.0
2023-02-19 17:29:03,0,1.0,18.21803,-56.00648,1.0,b'2439101506                      ',b'WTEC',5.2,35.8962,1.0,5.49761,1.0,25.6543,1.0
2023-02-19 17:32:03,0,1.0,18.21223,-56.00091,1.0,b'2439101507                      ',b'WTEC',5.2,35.8914,1.0,5.496,1.0,25.6454,1.0
2023-02-19 17:35:03,0,1.0,18.2059,-55.99456,1.0,b'2439101508                      ',b'WTEC',5.2,35.8843,4.0,5.49427,4.0,25.6382,4.0
2023-02-19 17:38:03,0,1.0,18.19934,-55.98808,1.0,b'2439101509                      ',b'WTEC',5.2,35.8825,4.0,5.49415,4.0,25.6394,4.0
2023-02-19 17:41:03,0,1.0,18.19274,-55.98165,1.0,b'2439101510                      ',b'WTEC',5.2,35.8774,4.0,5.49236,4.0,25.6291,4.0
2023-02-19 17:44:03,0,1.0,18.1862,-55.97502,1.0,b'2439101511                      ',b'WTEC',5.2,35.8754,4.0,5.49097,4.0,25.6187,4.0
2023-02-19 17:47:03,0,1.0,18.1796,-55.96849,1.0,b'2439101512                      ',b'WTEC',5.2,35.8766,4.0,5.49107,4.0,25.6182,4.0
2023-02-19 17:50:03,0,1.0,18.17293,-55.96209,1.0,b'2439101513                      ',b'WTEC',5.2,35.8804,4.0,5.49246,4.0,25.6263,4.0
2023-02-19 17:53:03,0,1.0,18.16624,-55.95547,1.0,b'2439101514                      ',b'WTEC',5.2,35.8836,4.0,5.49276,4.0,25.625,4.0
2023-02-19 17:56:03,0,1.0,18.15956,-55.94887,1.0,b'2439101515                      ',b'WTEC',5.2,35.8834,4.0,5.49385,4.0,25.6355,4.0
2023-02-19 17:59:03,0,1.0,18.15288,-55.94225,1.0,b'2439101516                      ',b'WTEC',5.2,35.8802,4.0,5.49252,4.0,25.627,4.0
2023-02-19 18:02:04,0,1.0,18.14614,-55.93567,1.0,b'2439101517                      ',b'WTEC',5.2,35.8773,4.0,5.49115,4.0,25.618,4.0
2023-02-19 18:05:04,0,1.0,18.13951,-55.92924,1.0,b'2439101518                      ',b'WTEC',5.2,35.8725,4.0,5.48872,4.0,25.6013,4.0
2023-02-19 18:08:04,0,1.0,18.1328,-55.92275,1.0,b'2439101519                      ',b'WTEC',5.2,35.8745,4.0,5.48869,4.0,25.5985,4.0
2023-02-19 18:11:04,0,1.0,18.12614,-55.91625,1.0,b'2439101520                      ',b'WTEC',5.2,35.8735,4.0,5.4874,4.0,25.5878,4.0
2023-02-19 18:14:04,0,1.0,18.11934,-55.90975,1.0,b'2439101521                      ',b'WTEC',5.2,35.8704,4.0,5.4869,4.0,25.587,4.0
2023-02-19 18:17:04,0,1.0,18.11264,-55.90333,1.0,b'2439101522                      ',b'WTEC',5.2,35.8664,4.0,5.48594,4.0,25.5831,4.0
2023-02-19 18:20:04,0,1.0,18.10589,-55.89676,1.0,b'2439101523                      ',b'WTEC',5.2,35.8674,4.0,5.48567,4.0,25.5793,4.0
2023-02-19 18:23:04,0,1.0,18.09915,-55.89024,1.0,b'2439101524                      ',b'WTEC',5.2,35.8647,4.0,5.48481,4.0,25.5747,4.0
2023-02-19 18:26:04,0,1.0,18.09237,-55.88373,1.0,b'2439101525                      ',b'WTEC',5.2,35.8614,4.0,5.48291,4.0,25.5612,4.0
2023-02-19 18:29:04,0,1.0,18.08566,-55.87715,1.0,b'2439101526                      ',b'WTEC',5.2,35.8599,4.0,5.48222,4.0,25.5565,4.0
2023-02-19 18:32:04,0,1.0,18.07884,-55.87073,1.0,b'2439101527                      ',b'WTEC',5.2,35.8568,4.0,5.48238,4.0,25.562,4.0
2023-02-19 18:35:04,0,1.0,18.07214,-55.86414,1.0,b'2439101528                      ',b'WTEC',5.2,35.8546,4.0,5.48201,4.0,25.5613,4.0
2023-02-19 18:38:04,0,1.0,18.06545,-55.85764,1.0,b'2439101529                      ',b'WTEC',5.2,35.8538,4.0,5.48305,4.0,25.5721,4.0
2023-02-19 18:41:04,0,1.0,18.05874,-55.85103,1.0,b'2439101530                      ',b'WTEC',5.2,35.8533,4.0,5.48302,4.0,25.5725,4.0
2023-02-19 18:44:04,0,1.0,18.05203,-55.84453,1.0,b'2439101531                      ',b'WTEC',5.2,35.8518,4.0,5.48254,4.0,25.5699,4.0
2023-02-19 18:47:04,0,1.0,18.04532,-55.83795,1.0,b'2439101532                      ',b'WTEC',5.2,35.8533,4.0,5.48324,4.0,25.5744,4.0
2023-02-19 18:50:04,0,1.0,18.03859,-55.83133,1.0,b'2439101533                      ',b'WTEC',5.2,35.8532,4.0,5.48388,4.0,25.5805,4.0
2023-02-19 18:53:04,0,1.0,18.03191,-55.82475,1.0,b'2439101534                      ',b'WTEC',5.2,35.8532,4.0,5.48473,4.0,25.5886,4.0
2023-02-19 18:56:04,0,1.0,18.02522,-55.81812,1.0,b'2439101535                      ',b'WTEC',5.2,35.8517,4.0,5.48495,4.0,25.5925,4.0
2023-02-19 18:59:04,0,1.0,18.01854,-55.81152,1.0,b'2439101536                      ',b'WTEC',5.2,35.8556,4.0,5.48741,4.0,25.6105,4.0
2023-02-19 19:02:04,0,1.0,18.01184,-55.80498,1.0,b'2439101537                      ',b'WTEC',5.2,35.8556,4.0,5.48816,4.0,25.6175,4.0
2023-02-19 19:05:04,0,1.0,18.00519,-55.79856,1.0,b'2439101538                      ',b'WTEC',5.2,35.8587,4.0,5.48931,4.0,25.6244,4.0
2023-02-19 19:08:04,0,1.0,17.99852,-55.79192,1.0,b'2439101539                      ',b'WTEC',5.2,35.8564,1.0,5.48848,1.0,25.6195,1.0
2023-02-19 19:11:04,0,1.0,17.99188,-55.78526,1.0,b'2439101540                      ',b'WTEC',5.2,35.8551,1.0,5.4858,1.0,25.5962,1.0
2023-02-19 19:14:04,0,1.0,17.98513,-55.77858,1.0,b'2439101541                      ',b'WTEC',5.2,35.8558,1.0,5.48695,1.0,25.606,1.0
2023-02-19 19:17:04,0,1.0,17.97845,-55.77203,1.0,b'2439101542                      ',b'WTEC',5.2,35.8552,1.0,5.48706,1.0,25.6078,1.0
2023-02-19 19:20:04,0,1.0,17.97179,-55.76543,1.0,b'2439101543                      ',b'WTEC',5.2,35.8548,1.0,5.48732,1.0,25.6108,1.0
2023-02-19 19:23:04,0,1.0,17.96509,-55.75897,1.0,b'2439101544                      ',b'WTEC',5.2,35.854,1.0,5.48709,1.0,25.6095,1.0
2023-02-19 19:26:04,0,1.0,17.95824,-55.75246,1.0,b'2439101545                      ',b'WTEC',5.2,35.8516,1.0,5.48595,1.0,25.602,1.0
2023-02-19 19:29:04,0,1.0,17.95132,-55.74603,1.0,b'2439101546                      ',b'WTEC',5.2,35.8489,1.0,5.48537,1.0,25.6,1.0
2023-02-19 19:32:04,0,1.0,17.94442,-55.73951,1.0,b'2439101547                      ',b'WTEC',5.2,35.8473,1.0,5.48342,1.0,25.5838,1.0
2023-02-19 19:35:04,0,1.0,17.93745,-55.73291,1.0,b'2439101548                      ',b'WTEC',5.2,35.8476,1.0,5.48356,1.0,25.5847,1.0
2023-02-19 19:38:04,0,1.0,17.93047,-55.72625,1.0,b'2439101549                      ',b'WTEC',5.2,35.8476,1.0,5.48281,1.0,25.5778,1.0
2023-02-19 19:41:04,0,1.0,17.9235,-55.71962,1.0,b'2439101550                      ',b'WTEC',5.2,35.8476,1.0,5.48225,1.0,25.5724,1.0
2023-02-19 19:44:04,0,1.0,17.9165,-55.71297,1.0,b'2439101551                      ',b'WTEC',5.2,35.8482,1.0,5.48238,1.0,25.5729,1.0
2023-02-19 19:47:04,0,1.0,17.90944,-55.70643,1.0,b'2439101552                      ',b'WTEC',5.2,35.8475,1.0,5.48251,1.0,25.5751,1.0
2023-02-19 19:50:04,0,1.0,17.90239,-55.69979,1.0,b'2439101553                      ',b'WTEC',5.2,35.8486,1.0,5.48115,1.0,25.5609,1.0
2023-02-19 19:53:04,0,1.0,17.89551,-55.69307,1.0,b'2439101554                      ',b'WTEC',5.2,35.8498,1.0,5.48054,1.0,25.5537,1.0
2023-02-19 19:56:04,0,1.0,17.88863,-55.68614,1.0,b'2439101555                      ',b'WTEC',5.2,35.8537,1.0,5.48003,1.0,25.544,1.0
2023-02-19 19:59:04,0,1.0,17.88175,-55.67927,1.0,b'2439101556                      ',b'WTEC',5.2,35.8532,1.0,5.48051,1.0,25.5492,1.0
2023-02-19 20:02:04,0,1.0,17.87475,-55.67247,1.0,b'2439101557                      ',b'WTEC',5.2,35.8557,1.0,5.48102,1.0,25.5507,1.0
2023-02-19 20:05:04,0,1.0,17.86785,-55.66566,1.0,b'2439101558                      ',b'WTEC',5.2,35.856,1.0,5.48178,1.0,25.5575,1.0
2023-02-19 20:08:04,0,1.0,17.86101,-55.6589,1.0,b'2439101559                      ',b'WTEC',5.2,35.8563,1.0,5.48289,1.0,25.5674,1.0
2023-02-19 20:11:04,0,1.0,17.85413,-55.65208,1.0,b'2439101560                      ',b'WTEC',5.2,35.8565,1.0,5.4823,1.0,25.5617,1.0
2023-02-19 20:14:04,0,1.0,17.84724,-55.64532,1.0,b'2439101561                      ',b'WTEC',5.2,35.8609,1.0,5.48278,1.0,25.5606,1.0
2023-02-19 20:17:04,0,1.0,17.84034,-55.63859,1.0,b'2439101562                      ',b'WTEC',5.2,35.8622,1.0,5.48273,1.0,25.5585,1.0
2023-02-19 20:20:04,0,1.0,17.8335,-55.63181,1.0,b'2439101563                      ',b'WTEC',5.2,35.8674,1.0,5.48369,1.0,25.5609,1.0
2023-02-19 20:23:04,0,1.0,17.82658,-55.62495,1.0,b'2439101564                      ',b'WTEC',5.2,35.877,1.0,5.48532,1.0,25.5639,1.0
2023-02-19 20:26:05,0,1.0,17.81982,-55.61804,1.0,b'2439101565                      ',b'WTEC',5.2,35.8868,1.0,5.48727,1.0,25.5697,1.0
2023-02-19 20:29:05,0,1.0,17.81284,-55.6113,1.0,b'2439101566                      ',b'WTEC',5.2,35.8811,1.0,5.4884,1.0,25.5875,1.0
2023-02-19 20:32:05,0,1.0,17.80565,-55.60479,1.0,b'2439101567                      ',b'WTEC',5.2,35.8761,1.0,5.48791,1.0,25.5893,1.0
2023-02-19 20:35:05,0,1.0,17.79837,-55.59827,1.0,b'2439101568                      ',b'WTEC',5.2,35.8751,1.0,5.48917,1.0,25.6023,1.0
2023-02-19 20:38:05,0,1.0,17.79111,-55.59175,1.0,b'2439101569                      ',b'WTEC',5.2,35.8732,1.0,5.4892,1.0,25.6049,1.0
2023-02-19 20:41:05,0,1.0,17.78384,-55.58536,1.0,b'2439101570                      ',b'WTEC',5.2,35.8745,1.0,5.48996,1.0,25.6104,1.0
2023-02-19 20:44:05,0,1.0,17.77664,-55.5789,1.0,b'2439101571                      ',b'WTEC',5.2,35.872,1.0,5.48888,1.0,25.6035,1.0
2023-02-19 20:47:05,0,1.0,17.76994,-55.57201,1.0,b'2439101572                      ',b'WTEC',5.2,35.8699,1.0,5.48824,1.0,25.6001,1.0
2023-02-19 20:50:05,0,1.0,17.76353,-55.56481,1.0,b'2439101573                      ',b'WTEC',5.2,35.8694,1.0,5.48741,1.0,25.593,1.0
2023-02-19 20:53:05,0,1.0,17.75671,-55.55806,1.0,b'2439101574                      ',b'WTEC',5.2,35.8676,1.0,5.48687,1.0,25.5904,1.0
2023-02-19 20:56:05,0,1.0,17.7499,-55.55134,1.0,b'2439101575                      ',b'WTEC',5.2,35.8679,1.0,5.48832,1.0,25.6034,1.0
2023-02-19 20:59:05,0,1.0,17.74313,-55.54448,1.0,b'2439101576                      ',b'WTEC',5.2,35.8682,1.0,5.48925,1.0,25.6118,1.0
2023-02-19 21:02:05,0,1.0,17.73627,-55.53764,1.0,b'2439101577                      ',b'WTEC',5.2,35.8691,1.0,5.48951,1.0,25.613,1.0
2023-02-19 21:05:05,0,1.0,17.72957,-55.53079,1.0,b'2439101578                      ',b'WTEC',5.2,35.867,1.0,5.48885,1.0,25.6096,1.0
2023-02-19 21:08:05,0,1.0,17.72281,-55.52397,1.0,b'2439101579                      ',b'WTEC',5.2,35.879,1.0,5.49388,1.0,25.6414,1.0
2023-02-19 21:11:05,0,1.0,17.71593,-55.51723,1.0,b'2439101580                      ',b'WTEC',5.2,35.8866,1.0,5.49721,1.0,25.6628,1.0
2023-02-19 21:14:05,0,1.0,17.7088,-55.51071,1.0,b'2439101581                      ',b'WTEC',5.2,35.8778,1.0,5.49576,1.0,25.6603,1.0
2023-02-19 21:17:05,0,1.0,17.70155,-55.5044,1.0,b'2439101582                      ',b'WTEC',5.2,35.8718,1.0,5.49303,1.0,25.6425,1.0
2023-02-19 21:20:05,0,1.0,17.69427,-55.49814,1.0,b'2439101583                      ',b'WTEC',5.2,35.883,1.0,5.49829,1.0,25.6775,1.0
2023-02-19 21:23:05,0,1.0,17.68753,-55.49131,1.0,b'2439101584                      ',b'WTEC',5.2,35.881,1.0,5.49836,1.0,25.6807,1.0
2023-02-19 21:26:05,0,1.0,17.68069,-55.48443,1.0,b'2439101585                      ',b'WTEC',5.2,35.8844,1.0,5.49863,1.0,25.6788,1.0
2023-02-19 21:29:05,0,1.0,17.67367,-55.47769,1.0,b'2439101586                      ',b'WTEC',5.2,35.8862,1.0,5.49981,1.0,25.6875,1.0
2023-02-19 21:32:05,0,1.0,17.66664,-55.47097,1.0,b'2439101587                      ',b'WTEC',5.2,35.8942,1.0,5.50252,1.0,25.7026,1.0
2023-02-19 21:35:05,0,1.0,17.65966,-55.46424,1.0,b'2439101588                      ',b'WTEC',5.2,35.889,1.0,5.50013,1.0,25.687,1.0
2023-02-19 21:38:05,0,1.0,17.65273,-55.45745,1.0,b'2439101589                      ',b'WTEC',5.2,35.8889,1.0,5.49962,1.0,25.6824,1.0
2023-02-19 21:41:05,0,1.0,17.64575,-55.45059,1.0,b'2439101590                      ',b'WTEC',5.2,35.8834,1.0,5.49799,1.0,25.6741,1.0
2023-02-19 21:44:05,0,1.0,17.63875,-55.44368,1.0,b'2439101591                      ',b'WTEC',5.2,35.8918,1.0,5.50206,1.0,25.7015,1.0
2023-02-19 21:47:05,0,1.0,17.63178,-55.4368,1.0,b'2439101592                      ',b'WTEC',5.2,35.8974,1.0,5.50432,1.0,25.7154,1.0
2023-02-19 21:50:05,0,1.0,17.62471,-55.42996,1.0,b'2439101593                      ',b'WTEC',5.2,35.9004,1.0,5.50428,1.0,25.7112,1.0
2023-02-19 21:53:05,0,1.0,17.61768,-55.42305,1.0,b'2439101594                      ',b'WTEC',5.2,35.886,1.0,5.49855,1.0,25.6761,1.0
2023-02-19 21:56:05,0,1.0,17.61071,-55.41609,1.0,b'2439101595                      ',b'WTEC',5.2,35.8838,1.0,5.49799,1.0,25.6735,1.0
2023-02-19 21:59:05,0,1.0,17.60354,-55.40927,1.0,b'2439101596                      ',b'WTEC',5.2,35.8947,1.0,5.5011,1.0,25.6888,1.0
2023-02-19 22:02:05,0,1.0,17.59647,-55.40248,1.0,b'2439101597                      ',b'WTEC',5.2,35.8994,1.0,5.50147,1.0,25.6863,1.0
2023-02-19 22:05:05,0,1.0,17.58929,-55.3957,1.0,b'2439101598                      ',b'WTEC',5.2,35.9036,1.0,5.50233,1.0,25.6891,1.0
2023-02-19 22:08:05,0,1.0,17.58211,-55.38894,1.0,b'2439101599                      ',b'WTEC',5.2,35.9047,1.0,5.5015,1.0,25.6799,1.0
2023-02-19 22:11:05,0,1.0,17.57494,-55.38219,1.0,b'2439101600                      ',b'WTEC',5.2,35.9072,1.0,5.50189,1.0,25.6803,1.0
2023-02-19 22:14:05,0,1.0,17.5678,-55.37543,1.0,b'2439101601                      ',b'WTEC',5.2,35.9098,1.0,5.50169,1.0,25.6751,1.0
2023-02-19 22:17:05,0,1.0,17.56072,-55.3686,1.0,b'2439101602                      ',b'WTEC',5.2,35.9081,1.0,5.50091,1.0,25.6701,1.0
2023-02-19 22:20:05,0,1.0,17.55355,-55.3619,1.0,b'2439101603                      ',b'WTEC',5.2,35.9077,1.0,5.50045,1.0,25.6663,1.0
2023-02-19 22:23:05,0,1.0,17.54658,-55.35508,1.0,b'2439101604                      ',b'WTEC',5.2,35.9072,1.0,5.50045,1.0,25.6669,1.0
2023-02-19 22:26:05,0,1.0,17.53964,-55.34832,1.0,b'2439101605                      ',b'WTEC',5.2,35.9066,1.0,5.50053,1.0,25.6684,1.0
2023-02-19 22:29:05,0,1.0,17.53264,-55.3416,1.0,b'2439101606                      ',b'WTEC',5.2,35.9025,1.0,5.49906,1.0,25.6599,1.0
2023-02-19 22:32:05,0,1.0,17.5256,-55.33491,1.0,b'2439101607                      ',b'WTEC',5.2,35.9022,1.0,5.49951,1.0,25.6646,1.0
2023-02-19 22:35:05,0,1.0,17.51856,-55.32809,1.0,b'2439101608                      ',b'WTEC',5.2,35.8995,1.0,5.49868,1.0,25.6602,1.0
2023-02-19 22:38:06,0,1.0,17.5114,-55.32131,1.0,b'2439101609                      ',b'WTEC',5.2,35.9008,1.0,5.49882,1.0,25.6598,1.0
2023-02-19 22:41:06,0,1.0,17.50453,-55.31438,1.0,b'2439101610                      ',b'WTEC',5.2,35.8973,1.0,5.49769,1.0,25.6537,1.0
2023-02-19 22:44:06,0,1.0,17.49776,-55.30728,1.0,b'2439101611                      ',b'WTEC',5.2,35.8963,1.0,5.49686,1.0,25.6471,1.0
