TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,TEMP,TEMP_QC,PSAL,PSAL_QC,HCDT,HCDT_QC,HCSP,HCSP_QC
2023-02-14 08:21:00,0,1.0,26.06667,127.76667,1.0,b'2436695699                      ',b'JGQH',4.5,22.0,1.0,34.6,1.0,,,,
2023-02-15 00:00:00,0,1.0,26.05,127.8833,1.0,b'2437056854                      ',b'JGQH',4.5,22.5,1.0,34.59,1.0,,,,
2023-02-16 00:00:00,0,1.0,26.0167,127.8,1.0,b'2437433571                      ',b'JGQH',4.5,22.4,1.0,34.62,1.0,,,,
2023-02-16 14:05:00,0,1.0,26.05,128.0,1.0,b'2437433572                      ',b'JGQH',4.5,22.7,1.0,34.63,1.0,70.0,1.0,0.72,1.0
2023-02-16 14:48:00,0,1.0,26.0333,128.15,1.0,b'2437433573                      ',b'JGQH',4.5,22.6,1.0,34.61,1.0,,,,
2023-02-16 16:35:00,0,1.0,25.9833,128.4833,1.0,b'2437433574                      ',b'JGQH',4.5,22.6,1.0,34.62,1.0,,,,
2023-02-16 18:07:00,0,1.0,25.95,128.8167,1.0,b'2437433575                      ',b'JGQH',4.5,22.7,1.0,34.61,1.0,,,,
2023-02-16 18:55:00,0,1.0,25.9333,129.0,1.0,b'2437433576                      ',b'JGQH',4.5,22.6,1.0,34.61,1.0,110.0,1.0,0.514,1.0
2023-02-16 19:34:00,0,1.0,25.9167,129.15,1.0,b'2437433577                      ',b'JGQH',4.5,22.7,1.0,34.61,1.0,,,,
2023-02-16 21:00:00,0,1.0,25.8833,129.4833,1.0,b'2437433578                      ',b'JGQH',4.5,22.7,1.0,34.6,1.0,,,,
2023-02-16 22:28:00,0,1.0,25.85,129.8167,1.0,b'2437433579                      ',b'JGQH',4.5,22.1,1.0,34.59,1.0,,,,
2023-02-16 23:15:00,0,1.0,25.8333,129.9833,1.0,b'2437433580                      ',b'JGQH',4.5,22.1,1.0,34.6,1.0,170.0,1.0,0.154,1.0
2023-02-16 23:59:00,0,1.0,25.8167,130.15,1.0,b'2437433581                      ',b'JGQH',4.5,22.1,1.0,34.6,1.0,,,,
2023-02-17 00:00:00,0,1.0,25.81667,130.15,1.0,b'2437792706                      ',b'JGQH',4.5,22.1,1.0,34.6,1.0,,,,
2023-02-17 01:48:00,0,1.0,25.78333,130.48334,1.0,b'2437792693                      ',b'JGQH',4.5,21.7,1.0,34.59,1.0,,,,
2023-02-17 03:17:00,0,1.0,25.73333,130.81667,1.0,b'2437792699                      ',b'JGQH',4.5,22.1,1.0,34.59,1.0,,,,
2023-02-17 04:05:00,0,1.0,25.71667,131.0,1.0,b'2437792698                      ',b'JGQH',4.5,21.9,1.0,34.6,1.0,,,,
2023-02-17 04:42:00,0,1.0,25.7,131.15,1.0,b'2437792701                      ',b'JGQH',4.5,21.8,1.0,34.59,1.0,,,,
2023-02-17 06:09:00,0,1.0,25.66667,131.48334,1.0,b'2437792709                      ',b'JGQH',4.5,21.9,1.0,34.6,1.0,,,,
2023-02-17 07:36:00,0,1.0,25.61667,131.81667,1.0,b'2437792708                      ',b'JGQH',4.5,22.1,1.0,34.6,1.0,,,,
2023-02-17 08:25:00,0,1.0,25.6,132.0,1.0,b'2437792700                      ',b'JGQH',4.5,21.8,1.0,34.6,1.0,,,,
2023-02-17 09:02:00,0,1.0,25.58333,132.15,1.0,b'2437792704                      ',b'JGQH',4.5,21.7,1.0,34.6,1.0,,,,
2023-02-17 10:27:00,0,1.0,25.53333,132.48334,1.0,b'2437792697                      ',b'JGQH',4.5,21.5,1.0,34.61,1.0,,,,
2023-02-17 11:56:00,0,1.0,25.5,132.81667,1.0,b'2437792695                      ',b'JGQH',4.5,22.1,1.0,34.63,1.0,,,,
2023-02-17 12:45:00,0,1.0,25.48333,133.0,1.0,b'2437792705                      ',b'JGQH',4.5,21.9,1.0,34.6,1.0,,,,
2023-02-17 13:25:00,0,1.0,25.46667,133.15,1.0,b'2437792692                      ',b'JGQH',4.5,22.3,1.0,34.64,1.0,,,,
2023-02-17 15:03:00,0,1.0,25.41667,133.48334,1.0,b'2437792696                      ',b'JGQH',4.5,23.2,1.0,34.65,1.0,,,,
2023-02-17 16:41:00,0,1.0,25.38333,133.81667,1.0,b'2437792711                      ',b'JGQH',4.5,23.4,1.0,34.64,1.0,,,,
2023-02-17 17:35:00,0,1.0,25.36667,134.0,1.0,b'2437792703                      ',b'JGQH',4.5,23.4,1.0,34.65,1.0,,,,
2023-02-17 18:17:00,0,1.0,25.35,134.15,1.0,b'2437792710                      ',b'JGQH',4.5,23.1,1.0,34.65,1.0,,,,
2023-02-17 19:55:00,0,1.0,25.3,134.48334,1.0,b'2437792707                      ',b'JGQH',4.5,23.0,1.0,34.7,1.0,,,,
2023-02-17 21:37:00,0,1.0,25.26667,134.81667,1.0,b'2437792702                      ',b'JGQH',4.5,22.6,1.0,34.71,1.0,,,,
2023-02-17 22:40:00,0,1.0,25.23333,135.0,1.0,b'2437792694                      ',b'JGQH',4.5,22.3,1.0,34.71,1.0,,,,
2023-02-17 23:27:00,0,1.0,25.21667,135.15,1.0,b'2437792691                      ',b'JGQH',4.5,22.6,1.0,34.71,1.0,,,,
2023-02-18 00:00:00,0,1.0,25.21667,135.23334,1.0,b'2438146518                      ',b'JGQH',4.5,22.6,1.0,34.71,1.0,,,,
2023-02-18 02:00:00,0,1.0,25.0,135.48334,1.0,b'2438146521                      ',b'JGQH',4.5,22.7,1.0,34.7,1.0,,,,
2023-02-18 02:06:00,0,1.0,24.98333,135.48334,1.0,b'2438146511                      ',b'JGQH',4.5,22.7,1.0,34.71,1.0,,,,
2023-02-18 04:15:00,0,1.0,24.68333,135.53333,1.0,b'2438146512                      ',b'JGQH',4.5,22.8,1.0,34.75,1.0,,,,
2023-02-18 04:25:00,0,1.0,24.65,135.53333,1.0,b'2438146516                      ',b'JGQH',4.5,22.6,1.0,34.74,1.0,,,,
2023-02-18 06:45:00,0,1.0,24.31667,135.58333,1.0,b'2438146517                      ',b'JGQH',4.5,22.4,1.0,34.71,1.0,,,,
2023-02-18 09:00:00,0,1.0,24.0,135.63333,1.0,b'2438146520                      ',b'JGQH',4.5,22.7,1.0,34.72,1.0,,,,
2023-02-18 09:04:00,0,1.0,24.0,135.63333,1.0,b'2438146514                      ',b'JGQH',4.5,22.7,1.0,34.72,1.0,,,,
2023-02-18 11:14:00,0,1.0,23.66667,135.68333,1.0,b'2438146513                      ',b'JGQH',4.5,23.3,1.0,34.78,1.0,,,,
2023-02-18 13:23:00,0,1.0,23.33333,135.71667,1.0,b'2438146515                      ',b'JGQH',4.5,22.7,1.0,34.76,1.0,,,,
2023-02-18 15:40:00,0,1.0,23.0,135.76666,1.0,b'2438146519                      ',b'JGQH',4.5,23.5,1.0,34.77,1.0,,,,
2023-02-18 22:40:00,0,1.0,22.0,135.91667,1.0,b'2438146510                      ',b'JGQH',4.5,23.7,1.0,34.76,1.0,,,,
2023-02-19 03:50:00,0,1.0,21.0,136.05,1.0,b'2438617440                      ',b'JGQH',4.5,23.6,1.0,34.79,1.0,180.0,1.0,0.051,1.0
2023-02-19 08:25:00,0,1.0,20.0,136.1833,1.0,b'2438617441                      ',b'JGQH',4.5,25.6,1.0,34.71,1.0,190.0,1.0,0.309,1.0
2023-02-19 13:05:00,0,1.0,19.0,136.3167,1.0,b'2438617442                      ',b'JGQH',4.5,25.9,1.0,34.7,1.0,350.0,1.0,0.103,1.0
2023-02-19 17:45:00,0,1.0,18.0167,136.45,1.0,b'2438617443                      ',b'JGQH',4.5,26.9,1.0,34.7,1.0,190.0,1.0,0.412,1.0
2023-02-19 22:15:00,0,1.0,17.0,136.6,1.0,b'2438617444                      ',b'JGQH',4.5,27.3,1.0,34.65,1.0,140.0,1.0,0.154,1.0
2023-02-20 02:40:00,0,1.0,16.0,136.7333,1.0,b'2439078640                      ',b'JGQH',4.5,27.9,1.0,34.53,1.0,160.0,1.0,0.154,1.0
2023-02-20 07:10:00,0,1.0,15.0,136.8667,1.0,b'2439078641                      ',b'JGQH',4.5,28.1,1.0,34.27,1.0,220.0,1.0,0.154,1.0
2023-02-20 11:35:00,0,1.0,14.0,137.0,1.0,b'2439078642                      ',b'JGQH',4.5,28.3,1.0,34.11,1.0,250.0,1.0,0.257,1.0
2023-02-20 16:00:00,0,1.0,13.0,137.0,1.0,b'2439078643                      ',b'JGQH',4.5,28.5,1.0,34.04,1.0,280.0,1.0,0.206,1.0
2023-02-20 20:20:00,0,1.0,12.0,137.0,1.0,b'2439078644                      ',b'JGQH',4.5,28.7,1.0,34.1,1.0,290.0,1.0,0.206,1.0
2023-02-21 00:45:00,0,1.0,11.0,137.0,1.0,b'2439421780                      ',b'JGQH',4.5,29.0,1.0,34.1,1.0,270.0,1.0,0.514,1.0
2023-02-21 13:45:00,0,1.0,9.0,137.0,1.0,b'2439421781                      ',b'JGQH',4.5,28.9,1.0,33.84,1.0,260.0,1.0,0.72,1.0
2023-02-21 18:05:00,0,1.0,8.0,137.0,1.0,b'2439421782                      ',b'JGQH',4.5,28.8,1.0,33.71,1.0,30.0,1.0,0.514,1.0
2023-02-21 22:30:00,0,1.0,7.0,137.0,1.0,b'2439421783                      ',b'JGQH',4.5,28.4,1.0,34.02,1.0,60.0,1.0,0.823,1.0
2023-02-22 02:55:00,0,1.0,6.0,137.0,1.0,b'2439821740                      ',b'JGQH',4.5,29.5,1.0,34.56,1.0,70.0,1.0,0.772,1.0
2023-02-22 07:10:00,0,1.0,5.0,137.0,1.0,b'2439821741                      ',b'JGQH',4.5,29.7,1.0,34.93,1.0,90.0,1.0,0.36,1.0
2023-02-22 22:30:00,0,1.0,4.0,137.0,1.0,b'2439821742                      ',b'JGQH',4.5,29.3,1.0,34.82,1.0,50.0,1.0,0.257,1.0
2023-02-23 11:40:00,0,1.0,6.0,137.0,1.0,b'2440211135                      ',b'JGQH',4.5,29.3,1.0,34.56,1.0,70.0,1.0,0.669,1.0
2023-02-23 14:45:00,0,1.0,6.7333,137.0,1.0,b'2440211136                      ',b'JGQH',4.5,29.2,1.0,34.41,1.0,60.0,1.0,1.235,1.0
2023-02-23 15:50:00,0,1.0,7.0,137.0,1.0,b'2440211137                      ',b'JGQH',4.5,29.0,1.0,34.2,1.0,60.0,1.0,0.875,1.0
2023-02-23 20:10:00,0,1.0,8.0167,137.0,1.0,b'2440211138                      ',b'JGQH',4.5,28.3,1.0,33.74,1.0,350.0,1.0,0.463,1.0
2023-02-24 09:10:00,0,1.0,10.0,137.0,1.0,b'2440579416                      ',b'JGQH',4.5,29.0,1.0,34.1,1.0,,,,
2023-02-24 14:30:00,0,1.0,11.0,137.0,1.0,b'2440579415                      ',b'JGQH',4.5,29.0,1.0,34.07,1.0,,,,
2023-02-24 19:15:00,0,1.0,12.01667,137.0,1.0,b'2440579417                      ',b'JGQH',4.5,28.9,1.0,34.11,1.0,,,,
2023-02-25 16:00:00,0,1.0,15.0,137.0,1.0,b'2440949432                      ',b'JGQH',4.5,28.3,1.0,34.2,1.0,,,,
2023-02-25 20:15:00,0,1.0,16.0,137.0,1.0,b'2440949433                      ',b'JGQH',4.5,27.7,1.0,34.47,1.0,,,,
2023-02-26 00:35:00,0,1.0,17.0,137.0,1.0,b'2441488328                      ',b'JGQH',4.5,27.6,1.0,34.66,1.0,20.0,1.0,0.206,1.0
2023-02-26 04:45:00,0,1.0,18.0,137.0,1.0,b'2441488329                      ',b'JGQH',4.5,27.7,1.0,34.8,1.0,10.0,1.0,0.154,1.0
2023-02-26 09:45:00,0,1.0,19.0,137.0,1.0,b'2441488330                      ',b'JGQH',4.5,27.1,1.0,34.79,1.0,280.0,1.0,0.257,1.0
2023-02-26 15:45:00,0,1.0,20.0,136.7833,1.0,b'2441488331                      ',b'JGQH',4.5,26.4,1.0,34.72,1.0,330.0,1.0,0.206,1.0
2023-02-26 22:15:00,0,1.0,21.0,136.4333,1.0,b'2441488332                      ',b'JGQH',4.5,24.4,1.0,34.67,1.0,50.0,1.0,0.412,1.0
2023-02-27 04:15:00,0,1.0,21.9833,136.2,1.0,b'2441806520                      ',b'JGQH',4.5,23.8,1.0,34.76,1.0,320.0,1.0,0.514,1.0
2023-02-27 10:30:00,0,1.0,23.0,135.7833,1.0,b'2441806521                      ',b'JGQH',4.5,23.6,1.0,34.74,1.0,290.0,1.0,0.566,1.0
2023-02-27 10:32:00,0,1.0,23.0,135.7833,1.0,b'2441806522                      ',b'JGQH',4.5,23.6,1.0,34.74,1.0,,,,
2023-02-27 12:30:00,0,1.0,23.3167,135.6667,1.0,b'2441806523                      ',b'JGQH',4.5,22.5,1.0,34.7,1.0,,,,
2023-02-27 14:25:00,0,1.0,23.6167,135.55,1.0,b'2441806524                      ',b'JGQH',4.5,22.2,1.0,34.71,1.0,,,,
2023-02-27 16:18:00,0,1.0,23.9333,135.4167,1.0,b'2441806525                      ',b'JGQH',4.5,22.3,1.0,34.71,1.0,,,,
2023-02-27 16:40:00,0,1.0,24.0,135.4,1.0,b'2441806526                      ',b'JGQH',4.5,22.3,1.0,34.72,1.0,330.0,1.0,0.206,1.0
2023-02-27 18:06:00,0,1.0,24.25,135.3,1.0,b'2441806527                      ',b'JGQH',4.5,22.3,1.0,34.71,1.0,,,,
2023-02-27 19:48:00,0,1.0,24.5667,135.1667,1.0,b'2441806528                      ',b'JGQH',4.5,22.3,1.0,34.71,1.0,,,,
2023-02-27 21:25:00,0,1.0,24.8667,135.05,1.0,b'2441806529                      ',b'JGQH',4.5,22.3,1.0,34.69,1.0,,,,
2023-02-27 21:50:00,0,1.0,24.95,135.0167,1.0,b'2441806530                      ',b'JGQH',4.5,22.3,1.0,34.68,1.0,50.0,1.0,0.206,1.0
2023-02-27 23:01:00,0,1.0,25.2,135.0,1.0,b'2441806531                      ',b'JGQH',4.5,22.3,1.0,34.7,1.0,,,,
2023-02-28 00:00:00,0,1.0,25.4,135.0,1.0,b'2442247900                      ',b'JGQH',4.5,22.3,1.0,34.7,1.0,,,,
2023-02-28 01:36:00,0,1.0,25.75,135.0,1.0,b'2442247901                      ',b'JGQH',4.5,22.4,1.0,34.68,1.0,,,,
2023-02-28 02:50:00,0,1.0,26.0,135.0,1.0,b'2442247902                      ',b'JGQH',4.5,22.6,1.0,34.73,1.0,360.0,1.0,0.463,1.0
2023-02-28 03:13:00,0,1.0,26.0667,135.0333,1.0,b'2442247903                      ',b'JGQH',4.5,22.4,1.0,34.69,1.0,,,,
2023-02-28 04:47:00,0,1.0,26.3667,135.1833,1.0,b'2442247904                      ',b'JGQH',4.5,21.2,1.0,34.68,1.0,,,,
2023-02-28 06:21:00,0,1.0,26.6833,135.3333,1.0,b'2442247905                      ',b'JGQH',4.5,20.5,1.0,34.66,1.0,,,,
2023-02-28 07:55:00,0,1.0,26.9833,135.4833,1.0,b'2442247906                      ',b'JGQH',4.5,20.6,1.0,34.63,1.0,,,,
2023-02-28 08:05:00,0,1.0,27.0167,135.5,1.0,b'2442247907                      ',b'JGQH',4.5,20.6,1.0,34.63,1.0,210.0,1.0,0.514,1.0
2023-02-28 09:29:00,0,1.0,27.2833,135.6333,1.0,b'2442247908                      ',b'JGQH',4.5,20.4,1.0,34.65,1.0,,,,
2023-02-28 11:00:00,0,1.0,27.5833,135.8,1.0,b'2442247909                      ',b'JGQH',4.5,20.1,1.0,34.67,1.0,,,,
2023-02-28 12:29:00,0,1.0,27.8667,135.95,1.0,b'2442247910                      ',b'JGQH',4.5,20.2,1.0,34.67,1.0,,,,
2023-02-28 13:10:00,0,1.0,28.0,136.0167,1.0,b'2442247911                      ',b'JGQH',4.5,20.4,1.0,34.66,1.0,210.0,1.0,0.463,1.0
2023-02-28 14:01:00,0,1.0,28.1667,136.1,1.0,b'2442247912                      ',b'JGQH',4.5,20.3,1.0,34.65,1.0,,,,
2023-02-28 15:33:00,0,1.0,28.4667,136.25,1.0,b'2442247913                      ',b'JGQH',4.5,20.4,1.0,34.66,1.0,,,,
2023-02-28 17:04:00,0,1.0,28.7667,136.4167,1.0,b'2442247914                      ',b'JGQH',4.5,20.4,1.0,34.64,1.0,,,,
2023-02-28 18:15:00,0,1.0,29.0,136.5333,1.0,b'2442247915                      ',b'JGQH',4.5,20.5,1.0,34.63,1.0,140.0,1.0,0.463,1.0
2023-02-28 18:33:00,0,1.0,29.0667,136.5667,1.0,b'2442247916                      ',b'JGQH',4.5,20.4,1.0,34.6,1.0,,,,
2023-02-28 20:00:00,0,1.0,29.35,136.7167,1.0,b'2442247917                      ',b'JGQH',4.5,20.6,1.0,34.61,1.0,,,,
2023-02-28 21:22:00,0,1.0,29.65,136.8833,1.0,b'2442247918                      ',b'JGQH',4.5,20.6,1.0,34.62,1.0,,,,
2023-02-28 22:00:00,0,1.0,29.8,136.95,1.0,b'2442247919                      ',b'JGQH',4.5,20.2,1.0,34.62,1.0,70.0,1.0,1.595,1.0
2023-02-28 22:38:00,0,1.0,29.95,137.0333,1.0,b'2442247920                      ',b'JGQH',4.5,18.2,1.0,34.6,1.0,,,,
