TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,PSAL,PSAL_QC,SSJT,SSJT_QC
2023-02-03 09:59:00,0,1.0,45.7167,-1.8167,1.0,b'2431765333                      ',b'FMUR',2.0,33.36,4.0,9.6,0.0
2023-02-03 12:00:00,0,1.0,45.95,-2.5333,1.0,b'2431765334                      ',b'FMUR',2.0,34.82,4.0,12.7,0.0
2023-02-03 14:00:00,0,1.0,46.1833,-3.25,1.0,b'2431765335                      ',b'FMUR',2.0,34.97,1.0,13.2,0.0
2023-02-03 15:57:00,0,1.0,46.55,-3.7167,1.0,b'2431765336                      ',b'FMUR',2.0,34.96,2.0,12.9,0.0
2023-02-03 18:00:00,0,1.0,46.95,-4.1667,1.0,b'2431765337                      ',b'FMUR',2.0,34.87,2.0,12.7,0.0
2023-02-03 20:00:00,0,1.0,47.35,-4.6,1.0,b'2431765338                      ',b'FMUR',2.0,34.8,2.0,12.3,0.0
2023-02-03 21:58:00,0,1.0,47.7667,-5.0167,1.0,b'2431765339                      ',b'FMUR',2.0,34.72,2.0,11.9,0.0
2023-02-03 23:57:00,0,1.0,48.1833,-5.45,1.0,b'2431765340                      ',b'FMUR',2.0,34.72,2.0,11.8,0.0
2023-02-04 01:57:00,0,1.0,48.6833,-5.65,1.0,b'2432030230                      ',b'FMUR',2.0,35.28,4.0,11.7,0.0
2023-02-04 03:58:00,0,1.0,49.0167,-4.9833,1.0,b'2432030231                      ',b'FMUR',2.0,35.1,4.0,11.6,0.0
2023-02-04 06:00:00,0,1.0,49.2833,-4.2,1.0,b'2432030232                      ',b'FMUR',2.0,35.2,1.0,11.3,0.0
2023-02-04 08:00:00,0,1.0,49.55,-3.5,1.0,b'2432030233                      ',b'FMUR',2.0,35.18,1.0,11.0,0.0
2023-02-04 09:59:00,0,1.0,49.8167,-2.8333,1.0,b'2432030234                      ',b'FMUR',2.0,35.23,4.0,10.6,0.0
2023-02-04 11:59:00,0,1.0,49.9167,-2.1833,1.0,b'2432030235                      ',b'FMUR',2.0,34.71,4.0,10.4,0.0
2023-02-04 13:57:00,0,1.0,50.0167,-1.6667,1.0,b'2432030236                      ',b'FMUR',2.0,34.86,1.0,10.4,0.0
2023-02-04 16:01:00,0,1.0,50.1167,-1.0833,1.0,b'2432030237                      ',b'FMUR',2.0,34.95,1.0,10.0,0.0
2023-02-04 18:00:00,0,1.0,50.2333,-0.4,1.0,b'2432030238                      ',b'FMUR',2.0,34.93,1.0,9.9,0.0
2023-02-04 20:01:00,0,1.0,50.35,0.3667,1.0,b'2432030239                      ',b'FMUR',2.0,34.79,1.0,9.7,0.0
2023-02-04 22:00:00,0,1.0,50.5333,1.0667,1.0,b'2432030240                      ',b'FMUR',2.0,34.62,4.0,9.0,0.0
2023-02-04 23:57:00,0,1.0,50.9167,1.45,1.0,b'2432030241                      ',b'FMUR',2.0,34.01,1.0,9.1,0.0
2023-02-05 01:59:00,0,1.0,51.2667,1.9167,1.0,b'2432308102                      ',b'FMUR',2.0,34.41,4.0,9.4,0.0
2023-02-05 03:59:00,0,1.0,51.5833,2.4,1.0,b'2432308103                      ',b'FMUR',2.0,34.42,1.0,9.2,0.0
2023-02-05 05:57:00,0,1.0,51.8167,2.9333,1.0,b'2432308104                      ',b'FMUR',2.0,34.44,4.0,8.7,0.0
2023-02-05 08:01:00,0,1.0,51.9333,3.5167,1.0,b'2432308105                      ',b'FMUR',2.0,33.51,4.0,8.1,0.0
2023-02-05 09:59:00,0,1.0,52.0,4.0,1.0,b'2432308106                      ',b'FMUR',2.0,16.93,2.0,6.7,0.0
