TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,PSAL,PSAL_QC,SSJT,SSJT_QC
2023-02-01 23:59:00,0,1.0,1.4167,172.9333,4.0,b'2424583037                      ',b'HORQ',8.0,34.48,1.0,28.3,0.0
2023-02-02 02:00:00,0,1.0,1.6333,172.5333,1.0,b'2426213732                      ',b'HORQ',8.0,34.45,1.0,28.5,0.0
2023-02-02 03:59:00,0,1.0,1.8833,172.1,1.0,b'2426213733                      ',b'HORQ',8.0,34.43,1.0,28.5,0.0
2023-02-02 06:00:00,0,1.0,2.0333,171.6,1.0,b'2426213734                      ',b'HORQ',8.0,34.42,1.0,28.7,0.0
2023-02-02 08:00:00,0,1.0,2.1833,171.0833,1.0,b'2426213735                      ',b'HORQ',8.0,34.44,1.0,28.6,0.0
2023-02-02 09:59:00,0,1.0,2.3,170.5667,1.0,b'2426213736                      ',b'HORQ',8.0,34.44,1.0,28.5,0.0
2023-02-02 12:00:00,0,1.0,2.4167,170.0333,1.0,b'2426213737                      ',b'HORQ',8.0,34.45,1.0,28.4,0.0
2023-02-02 13:57:00,0,1.0,2.5167,169.5333,1.0,b'2426213738                      ',b'HORQ',8.0,34.47,1.0,28.4,0.0
2023-02-02 15:57:00,0,1.0,2.6167,169.0167,1.0,b'2426213739                      ',b'HORQ',8.0,34.41,1.0,28.5,0.0
2023-02-02 17:58:00,0,1.0,2.7333,168.5,1.0,b'2426213740                      ',b'HORQ',8.0,34.43,1.0,28.5,0.0
2023-02-02 19:59:00,0,1.0,2.9833,168.0833,1.0,b'2426213741                      ',b'HORQ',8.0,34.42,1.0,28.5,0.0
2023-02-02 21:56:00,0,1.0,3.4167,167.8667,1.0,b'2426213742                      ',b'HORQ',8.0,34.47,1.0,28.7,0.0
2023-02-02 23:59:00,0,1.0,3.8833,167.7,1.0,b'2426213743                      ',b'HORQ',8.0,34.45,1.0,28.7,0.0
2023-02-03 01:58:00,0,1.0,4.3333,167.55,1.0,b'2431765341                      ',b'HORQ',8.0,34.48,1.0,28.8,0.0
2023-02-03 03:59:00,0,1.0,4.7833,167.4167,1.0,b'2431765342                      ',b'HORQ',8.0,34.41,4.0,29.5,0.0
2023-02-03 05:59:00,0,1.0,5.0333,166.9833,1.0,b'2431765343                      ',b'HORQ',8.0,34.13,4.0,29.4,0.0
2023-02-03 07:58:00,0,1.0,5.3167,166.5833,1.0,b'2431765344                      ',b'HORQ',8.0,34.2,1.0,29.5,0.0
2023-02-03 09:56:00,0,1.0,5.6167,166.1833,1.0,b'2431765345                      ',b'HORQ',8.0,34.44,4.0,29.4,0.0
2023-02-03 11:58:00,0,1.0,5.9,165.7667,1.0,b'2431765346                      ',b'HORQ',8.0,34.18,4.0,29.5,0.0
2023-02-03 14:00:00,0,1.0,6.2167,165.35,1.0,b'2431765347                      ',b'HORQ',8.0,34.13,1.0,29.5,0.0
2023-02-03 15:58:00,0,1.0,6.5,164.9167,1.0,b'2431765348                      ',b'HORQ',8.0,34.22,4.0,29.5,0.0
2023-02-03 17:59:00,0,1.0,6.7833,164.5167,1.0,b'2431765349                      ',b'HORQ',8.0,33.92,1.0,29.5,0.0
2023-02-03 19:59:00,0,1.0,7.05,164.1167,1.0,b'2431765350                      ',b'HORQ',8.0,33.77,1.0,29.2,0.0
2023-02-03 22:00:00,0,1.0,7.3333,163.7,1.0,b'2431765351                      ',b'HORQ',8.0,33.69,1.0,29.0,0.0
2023-02-03 23:56:00,0,1.0,7.6,163.3,1.0,b'2431765352                      ',b'HORQ',8.0,33.71,1.0,29.0,0.0
2023-02-04 01:57:00,0,1.0,7.8833,162.8833,1.0,b'2432030242                      ',b'HORQ',8.0,33.69,1.0,29.1,0.0
2023-02-04 03:57:00,0,1.0,8.1833,162.45,1.0,b'2432030243                      ',b'HORQ',8.0,33.69,1.0,29.1,0.0
2023-02-04 06:00:00,0,1.0,8.4833,162.0167,1.0,b'2432030244                      ',b'HORQ',8.0,33.71,1.0,29.2,0.0
2023-02-04 07:58:00,0,1.0,8.7833,161.6,1.0,b'2432030245                      ',b'HORQ',8.0,33.71,1.0,29.1,0.0
2023-02-04 09:57:00,0,1.0,9.0667,161.1667,1.0,b'2432030246                      ',b'HORQ',8.0,33.7,1.0,29.1,0.0
2023-02-04 11:58:00,0,1.0,9.3667,160.7333,1.0,b'2432030247                      ',b'HORQ',8.0,33.75,1.0,29.1,0.0
2023-02-04 14:00:00,0,1.0,9.6667,160.3,1.0,b'2432030248                      ',b'HORQ',8.0,33.65,1.0,28.8,0.0
2023-02-04 15:58:00,0,1.0,9.9667,159.9,1.0,b'2432030249                      ',b'HORQ',8.0,33.56,2.0,28.5,0.0
2023-02-04 17:58:00,0,1.0,10.4,159.6,1.0,b'2432030250                      ',b'HORQ',8.0,33.65,1.0,28.6,0.0
2023-02-04 19:57:00,0,1.0,10.8333,159.3167,1.0,b'2432030251                      ',b'HORQ',8.0,33.66,1.0,28.4,0.0
2023-02-04 21:57:00,0,1.0,11.2667,159.0333,1.0,b'2432030252                      ',b'HORQ',8.0,33.76,1.0,28.2,0.0
2023-02-04 23:57:00,0,1.0,11.6833,158.75,1.0,b'2432030253                      ',b'HORQ',8.0,33.67,1.0,28.3,0.0
2023-02-05 01:57:00,0,1.0,12.1167,158.45,1.0,b'2432308108                      ',b'HORQ',8.0,33.72,1.0,28.3,0.0
2023-02-05 03:59:00,0,1.0,12.55,158.1667,1.0,b'2432308109                      ',b'HORQ',8.0,33.78,1.0,28.3,0.0
2023-02-05 05:58:00,0,1.0,12.95,157.8833,1.0,b'2432308110                      ',b'HORQ',8.0,33.74,2.0,28.5,0.0
2023-02-05 08:00:00,0,1.0,13.3833,157.6,1.0,b'2432308111                      ',b'HORQ',8.0,33.75,2.0,28.4,0.0
2023-02-05 09:59:00,0,1.0,13.8,157.3167,1.0,b'2432308112                      ',b'HORQ',8.0,33.77,2.0,28.4,0.0
2023-02-05 12:00:00,0,1.0,14.2167,157.0167,1.0,b'2432308113                      ',b'HORQ',8.0,33.75,2.0,28.4,0.0
2023-02-05 13:58:00,0,1.0,14.65,156.7333,1.0,b'2432308114                      ',b'HORQ',8.0,33.81,2.0,28.2,0.0
2023-02-05 15:59:00,0,1.0,15.0667,156.45,1.0,b'2432308115                      ',b'HORQ',8.0,34.0,4.0,28.1,0.0
2023-02-05 17:59:00,0,1.0,15.4833,156.1667,1.0,b'2432308116                      ',b'HORQ',8.0,33.98,2.0,28.2,0.0
2023-02-05 19:57:00,0,1.0,15.9,155.8833,1.0,b'2432308117                      ',b'HORQ',8.0,34.02,2.0,28.1,0.0
2023-02-05 21:58:00,0,1.0,16.3333,155.6167,1.0,b'2432308118                      ',b'HORQ',8.0,34.14,2.0,28.1,0.0
2023-02-05 23:58:00,0,1.0,16.7333,155.2833,1.0,b'2432308119                      ',b'HORQ',8.0,34.16,2.0,28.0,0.0
2023-02-06 01:59:00,0,1.0,17.1167,154.9833,1.0,b'2432553872                      ',b'HORQ',8.0,34.14,2.0,27.9,0.0
2023-02-06 04:00:00,0,1.0,17.5,154.6667,1.0,b'2432553873                      ',b'HORQ',8.0,34.12,2.0,27.9,0.0
2023-02-06 05:59:00,0,1.0,17.9,154.3667,1.0,b'2432553874                      ',b'HORQ',8.0,34.1,2.0,27.9,0.0
2023-02-06 07:59:00,0,1.0,18.3,154.05,1.0,b'2432553875                      ',b'HORQ',8.0,34.09,2.0,27.8,0.0
2023-02-06 09:58:00,0,1.0,18.7167,153.75,1.0,b'2432553876                      ',b'HORQ',8.0,34.13,2.0,27.6,0.0
2023-02-06 11:59:00,0,1.0,19.15,153.45,1.0,b'2432553877                      ',b'HORQ',8.0,34.11,2.0,27.7,0.0
