TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,TEMP,TEMP_QC,PSAL,PSAL_QC,CNDC,CNDC_QC,SSJT,SSJT_QC
2023-02-05 06:00:06,0,1.0,43.10647,5.89833,1.0,b'2432291281                      ',b'FKJB',3.5,12.864,1.0,37.884,1.0,4.395,0.0,12.984,0.0
2023-02-05 06:03:30,0,1.0,43.10523,5.90715,1.0,b'2432291282                      ',b'FKJB',3.5,13.376,1.0,38.012,1.0,4.452,0.0,13.403,0.0
2023-02-05 06:09:42,0,1.0,43.0945,5.91908,1.0,b'2432291283                      ',b'FKJB',3.5,13.658,1.0,38.028,1.0,4.491,0.0,13.756,0.0
2023-02-05 06:14:24,0,1.0,43.0882,5.9295,1.0,b'2432291284                      ',b'FKJB',3.5,13.796,1.0,38.054,1.0,4.51,0.0,13.913,0.0
2023-02-05 06:17:24,0,1.0,43.08818,5.93997,1.0,b'2432291285                      ',b'FKJB',3.5,13.799,1.0,38.069,1.0,4.512,0.0,13.92,0.0
2023-02-05 06:23:36,0,1.0,43.08002,5.9586,1.0,b'2432291286                      ',b'FKJB',3.5,14.04,1.0,38.059,1.0,4.535,0.0,14.153,0.0
2023-02-05 06:26:36,0,1.0,43.074,5.96538,1.0,b'2432291287                      ',b'FKJB',3.5,14.055,1.0,38.055,1.0,4.539,0.0,14.193,0.0
2023-02-05 06:30:24,0,1.0,43.06777,5.976,1.0,b'2432291288                      ',b'FKJB',3.5,14.07,1.0,38.05,1.0,4.54,0.0,14.208,0.0
2023-02-05 06:34:54,0,1.0,43.06098,5.98905,1.0,b'2432291289                      ',b'FKJB',3.5,14.06,1.0,38.05,1.0,4.54,0.0,14.207,0.0
2023-02-05 06:41:06,0,1.0,43.05218,6.0073,1.0,b'2432291290                      ',b'FKJB',3.5,14.094,1.0,38.058,1.0,4.544,0.0,14.234,0.0
2023-02-05 06:44:06,0,1.0,43.04817,6.01622,1.0,b'2432291291                      ',b'FKJB',3.5,14.114,1.0,38.054,1.0,4.547,0.0,14.263,0.0
2023-02-05 06:49:48,0,1.0,43.04052,6.03323,1.0,b'2432291292                      ',b'FKJB',3.5,14.117,1.0,38.052,1.0,4.547,0.0,14.27,0.0
2023-02-05 06:53:12,0,1.0,43.03585,6.0435,1.0,b'2432291293                      ',b'FKJB',3.5,14.107,1.0,38.052,1.0,4.547,0.0,14.27,0.0
2023-02-05 06:57:12,0,1.0,43.03078,6.05598,1.0,b'2432291294                      ',b'FKJB',3.5,14.128,1.0,38.058,1.0,4.548,0.0,14.272,0.0
2023-02-05 07:03:24,0,1.0,43.02485,6.07642,1.0,b'2432291295                      ',b'FKJB',3.5,14.121,1.0,38.063,1.0,4.548,0.0,14.273,0.0
2023-02-05 07:04:42,0,1.0,43.02367,6.08077,1.0,b'2432291296                      ',b'FKJB',3.5,14.119,1.0,38.063,1.0,4.549,0.0,14.275,0.0
2023-02-05 07:11:06,0,1.0,43.0183,6.10275,1.0,b'2432291297                      ',b'FKJB',3.5,14.112,1.0,38.061,1.0,4.549,0.0,14.276,0.0
