TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,TEMP,TEMP_QC
2025-04-17 08:00:00,0,1.0,44.0,-9.6,1.0,b'3393473207                      ',b'3E2429',0.0,10.0,1.0
2025-04-17 13:00:00,0,1.0,42.7,-10.1,1.0,b'3393556304                      ',b'3E2429',0.0,15.0,1.0
2025-04-19 13:00:00,0,1.0,30.3,-14.3,1.0,b'3394346205                      ',b'3E2429',0.0,20.0,1.0
2025-04-19 18:00:00,0,1.0,29.0,-14.7,1.0,b'3394379999                      ',b'3E2429',0.0,20.0,1.0
2025-04-20 13:00:00,0,1.0,23.9,-16.7,1.0,b'3394706145                      ',b'3E2429',0.0,19.0,1.0
2025-04-20 16:00:00,0,1.0,23.2,-17.2,1.0,b'3394733734                      ',b'3E2429',0.0,20.0,1.0
2025-04-21 16:00:00,0,1.0,16.6,-18.0,1.0,b'3395304424                      ',b'3E2429',0.0,21.0,1.0
2025-04-22 16:00:00,0,1.0,10.3,-17.0,1.0,b'3395665365                      ',b'3E2429',0.0,25.0,1.0
2025-04-23 18:00:00,0,1.0,4.5,-12.9,1.0,b'3396034552                      ',b'3E2429',0.0,29.0,1.0
2025-04-24 18:00:00,0,1.0,-0.4,-9.4,1.0,b'3396433072                      ',b'3E2429',0.0,25.0,1.0
2025-04-25 16:00:00,0,1.0,-5.0,-6.3,1.0,b'3396834113                      ',b'3E2429',0.0,28.0,1.0
2025-04-26 17:00:00,0,1.0,-10.5,-2.4,1.0,b'3397172924                      ',b'3E2429',0.0,25.0,1.0
2025-04-27 17:00:00,0,1.0,-15.7,1.3,1.0,b'3397509568                      ',b'3E2429',0.0,25.0,1.0
2025-04-28 17:00:00,0,1.0,-20.6,5.1,1.0,b'3398233761                      ',b'3E2429',0.0,25.0,1.0
2025-04-29 16:00:00,0,1.0,-25.2,9.0,1.0,b'3398546006                      ',b'3E2429',0.0,25.0,1.0
2025-04-30 17:00:00,0,1.0,-30.0,13.5,1.0,b'3399027109                      ',b'3E2429',0.0,17.0,1.0
