TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,TEMP,TEMP_QC
2025-04-01 01:00:00,0,1.0,-8.5,116.0,1.0,b'3386463401                      ',b'3AQQXHY',0.0,29.0,4.0
2025-04-01 04:00:00,0,1.0,-8.5,116.0,1.0,b'3386463402                      ',b'3AQQXHY',0.0,29.0,1.0
2025-04-02 01:00:00,0,1.0,-8.7,115.2,4.0,b'3386895449                      ',b'3AQQXHY',0.0,29.0,1.0
2025-04-02 11:00:00,0,1.0,-8.6,115.3,4.0,b'3387055879                      ',b'3AQQXHY',0.0,28.8,1.0
2025-04-03 02:00:00,0,1.0,-9.6,117.3,1.0,b'3387297799                      ',b'3AQQXHY',0.0,29.0,4.0
2025-04-03 04:00:00,0,1.0,-8.4,117.3,4.0,b'3387297800                      ',b'3AQQXHY',0.0,30.1,1.0
2025-04-04 01:00:00,0,1.0,-8.5,119.5,4.0,b'3387699216                      ',b'3AQQXHY',0.0,29.0,4.0
2025-04-04 05:00:00,0,1.0,-8.6,119.5,1.0,b'3387699217                      ',b'3AQQXHY',0.0,29.0,1.0
2025-04-05 05:00:00,0,1.0,-6.7,120.9,1.0,b'3388068804                      ',b'3AQQXHY',0.0,30.0,1.0
2025-04-06 07:00:00,0,1.0,-2.9,120.2,4.0,b'3388614250                      ',b'3AQQXHY',0.0,30.0,1.0
2025-04-06 13:00:00,0,1.0,-3.3,120.5,1.0,b'3388697175                      ',b'3AQQXHY',0.0,30.0,1.0
2025-04-07 00:00:00,0,1.0,-5.2,120.7,1.0,b'3388956071                      ',b'3AQQXHY',0.0,30.0,1.0
2025-04-07 11:00:00,0,1.0,-5.7,120.2,1.0,b'3389076788                      ',b'3AQQXHY',0.0,30.0,1.0
2025-04-07 22:00:00,0,1.0,-5.1,119.2,1.0,b'3389342557                      ',b'3AQQXHY',0.0,30.0,1.0
2025-04-08 06:00:00,0,1.0,-5.1,119.4,1.0,b'3389510218                      ',b'3AQQXHY',0.0,31.3,1.0
2025-04-08 11:00:00,0,1.0,-4.9,119.2,1.0,b'3389641342                      ',b'3AQQXHY',0.0,30.0,1.0
2025-04-09 00:00:00,0,1.0,-1.9,118.7,1.0,b'3389884993                      ',b'3AQQXHY',0.0,30.5,1.0
2025-04-09 09:00:00,0,1.0,-0.3,119.0,1.0,b'3389928250                      ',b'3AQQXHY',0.0,30.0,1.0
2025-04-09 12:00:00,0,1.0,1.0,119.1,1.0,b'3390010512                      ',b'3AQQXHY',0.0,30.0,1.0
2025-04-10 01:00:00,0,1.0,3.8,119.0,1.0,b'3390194733                      ',b'3AQQXHY',0.0,30.0,1.0
2025-04-10 08:00:00,0,1.0,4.5,118.9,1.0,b'3390267064                      ',b'3AQQXHY',0.0,31.0,1.0
2025-04-10 11:00:00,0,1.0,4.9,119.1,1.0,b'3390352844                      ',b'3AQQXHY',0.0,29.0,1.0
2025-04-11 01:00:00,0,1.0,5.8,118.0,1.0,b'3390610390                      ',b'3AQQXHY',0.0,30.0,4.0
2025-04-11 05:00:00,0,1.0,5.8,118.0,1.0,b'3390610391                      ',b'3AQQXHY',0.0,30.0,1.0
2025-04-11 12:00:00,0,1.0,5.9,118.2,1.0,b'3390747395                      ',b'3AQQXHY',0.0,30.0,1.0
2025-04-12 01:00:00,0,1.0,8.3,119.4,1.0,b'3390987471                      ',b'3AQQXHY',0.0,30.0,1.0
