TIME,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,TEMP,TEMP_QC
2025-04-12 00:00:00,1.0,-16.7,116.5,1.0,b'3390987672                      ',b'3eby2',30.0,1.0
2025-04-12 12:00:00,1.0,-13.7,116.2,1.0,b'3391518473                      ',b'3eby2',30.0,1.0
2025-04-13 00:00:00,1.0,-10.9,115.9,1.0,b'3391762381                      ',b'3eby2',30.0,1.0
2025-04-16 00:00:00,1.0,1.0,105.6,1.0,b'3393065092                      ',b'3eby2',30.0,1.0
2025-04-29 06:00:00,1.0,-2.1,108.4,1.0,b'3398387609                      ',b'3eby2',31.0,1.0
2025-04-29 18:00:00,1.0,-4.2,110.2,1.0,b'3398545681                      ',b'3eby2',29.0,1.0
2025-04-30 00:00:00,1.0,-4.9,111.6,1.0,b'3398748868                      ',b'3eby2',30.0,1.0
