TIME,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,TEMP,TEMP_QC
2025-04-10 12:00:00,1.0,59.3,1.5,1.0,b'3390352875                      ',b'2ars4',7.5,1.0
2025-04-11 08:00:00,1.0,59.3,1.5,1.0,b'3390654216                      ',b'2ars4',7.5,1.0
2025-04-11 12:00:00,1.0,59.3,1.5,1.0,b'3390747468                      ',b'2ars4',7.5,1.0
2025-04-12 09:00:00,1.0,59.3,1.5,1.0,b'3391240173                      ',b'2ars4',7.5,1.0
2025-04-12 14:00:00,1.0,59.3,1.5,1.0,b'3391558021                      ',b'2ars4',7.5,1.0
2025-04-13 08:00:00,1.0,59.3,1.5,1.0,b'3391804705                      ',b'2ars4',7.5,1.0
2025-04-13 15:00:00,1.0,59.3,1.5,1.0,b'3391912235                      ',b'2ars4',7.5,1.0
2025-04-14 08:00:00,1.0,59.3,1.5,1.0,b'3392154245                      ',b'2ars4',7.5,1.0
2025-04-14 15:00:00,1.0,59.3,1.5,1.0,b'3392472489                      ',b'2ars4',7.5,1.0
2025-04-16 08:00:00,1.0,59.3,1.5,1.0,b'3393106634                      ',b'2ars4',7.5,1.0
2025-04-16 12:00:00,1.0,59.3,1.5,1.0,b'3393187348                      ',b'2ars4',7.5,1.0
2025-04-16 14:00:00,1.0,59.3,1.5,1.0,b'3393187349                      ',b'2ars4',7.5,1.0
2025-04-17 09:00:00,1.0,59.3,1.5,1.0,b'3393473226                      ',b'2ars4',7.5,1.0
2025-04-17 15:00:00,1.0,59.3,1.5,1.0,b'3393590089                      ',b'2ars4',7.5,1.0
2025-04-18 09:00:00,1.0,60.5,1.9,1.0,b'3393831323                      ',b'2ars4',7.5,1.0
2025-04-18 15:00:00,1.0,60.5,1.9,1.0,b'3393945983                      ',b'2ars4',8.5,1.0
2025-04-19 09:00:00,1.0,60.5,1.9,1.0,b'3394269285                      ',b'2ars4',8.5,1.0
2025-04-20 09:00:00,1.0,60.5,1.9,1.0,b'3394625070                      ',b'2ars4',8.0,1.0
2025-04-22 09:00:00,1.0,60.5,1.9,1.0,b'3395547945                      ',b'2ars4',8.5,1.0
2025-04-22 15:00:00,1.0,60.5,1.9,1.0,b'3395665373                      ',b'2ars4',8.5,1.0
