TIME,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,TEMP,TEMP_QC
2025-04-12 06:00:00,1.0,43.8,148.5,1.0,b'3390987497                      ',b'2hdg2',3.0,1.0
2025-04-12 12:00:00,1.0,44.5,150.4,1.0,b'3391518395                      ',b'2hdg2',2.0,1.0
2025-04-12 18:00:00,1.0,45.1,152.4,1.0,b'3391557977                      ',b'2hdg2',4.0,1.0
2025-04-13 00:00:00,1.0,45.7,154.4,1.0,b'3391762205                      ',b'2hdg2',2.0,1.0
2025-04-13 07:00:00,1.0,46.4,156.7,1.0,b'3391804650                      ',b'2hdg2',4.0,1.0
2025-04-13 12:00:00,1.0,46.5,158.6,1.0,b'3391881338                      ',b'2hdg2',4.0,1.0
2025-04-13 18:00:00,1.0,46.2,160.7,1.0,b'3391912205                      ',b'2hdg2',1.0,1.0
2025-04-14 00:00:00,1.0,46.1,162.7,1.0,b'3392107723                      ',b'2hdg2',5.0,1.0
2025-04-14 07:00:00,1.0,45.9,165.2,1.0,b'3392154198                      ',b'2hdg2',2.0,1.0
2025-04-14 12:00:00,1.0,45.8,167.1,1.0,b'3392263165                      ',b'2hdg2',4.0,1.0
2025-04-14 18:00:00,1.0,45.5,169.3,1.0,b'3392472457                      ',b'2hdg2',4.0,1.0
2025-04-15 06:00:00,1.0,44.9,173.8,1.0,b'3392686142                      ',b'2hdg2',11.0,1.0
2025-04-15 12:00:00,1.0,44.6,175.9,1.0,b'3392820811                      ',b'2hdg2',12.0,1.0
2025-04-15 18:00:00,1.0,44.1,178.0,1.0,b'3392854128                      ',b'2hdg2',9.0,1.0
2025-04-16 00:00:00,1.0,43.7,-179.8,1.0,b'3393064924                      ',b'2hdg2',5.0,1.0
2025-04-16 07:00:00,1.0,43.1,-177.3,1.0,b'3393106600                      ',b'2hdg2',8.0,1.0
2025-04-16 12:00:00,1.0,42.7,-175.8,1.0,b'3393187290                      ',b'2hdg2',9.0,1.0
2025-04-16 18:00:00,1.0,42.2,-173.8,1.0,b'3393227055                      ',b'2hdg2',11.0,1.0
2025-04-17 00:00:00,1.0,41.6,-171.7,1.0,b'3393432968                      ',b'2hdg2',14.0,1.0
2025-04-17 12:00:00,1.0,41.1,-167.7,1.0,b'3393556258                      ',b'2hdg2',12.0,1.0
2025-04-17 18:00:00,1.0,41.2,-165.7,1.0,b'3393590056                      ',b'2hdg2',11.0,1.0
2025-04-18 00:00:00,1.0,41.3,-163.5,1.0,b'3393798999                      ',b'2hdg2',15.0,1.0
2025-04-18 13:00:00,1.0,41.4,-158.8,1.0,b'3393917602                      ',b'2hdg2',15.0,1.0
2025-04-18 18:00:00,1.0,41.4,-157.1,1.0,b'3393945960                      ',b'2hdg2',11.0,1.0
2025-04-19 06:00:00,1.0,41.1,-152.1,1.0,b'3394159502                      ',b'2hdg2',10.0,1.0
2025-04-19 12:00:00,1.0,40.9,-149.6,1.0,b'3394346160                      ',b'2hdg2',13.0,1.0
2025-04-19 18:00:00,1.0,40.7,-147.2,1.0,b'3394379981                      ',b'2hdg2',11.0,1.0
2025-04-20 06:00:00,1.0,40.0,-142.5,1.0,b'3394583253                      ',b'2hdg2',10.0,1.0
2025-04-21 06:00:00,1.0,38.2,-133.5,1.0,b'3394938043                      ',b'2hdg2',11.0,1.0
2025-04-21 18:00:00,1.0,37.2,-129.5,1.0,b'3395304399                      ',b'2hdg2',15.0,1.0
2025-04-22 06:00:00,1.0,35.9,-125.2,1.0,b'3395507914                      ',b'2hdg2',13.0,1.0
