TIME,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,TEMP,TEMP_QC
2025-04-01 00:00:00,1.0,-64.3,99.8,1.0,b'3386463410                      ',b'2kzj7dd',-1.8,1.0
2025-04-01 12:00:00,1.0,-64.6,99.5,1.0,b'3386585238                      ',b'2kzj7dd',-1.8,1.0
2025-04-01 18:00:00,1.0,-64.4,99.7,1.0,b'3386618091                      ',b'2kzj7dd',-1.8,1.0
2025-04-02 06:00:00,1.0,-63.9,99.4,1.0,b'3386895457                      ',b'2kzj7dd',-0.5,1.0
2025-04-03 06:00:00,1.0,-64.6,95.3,1.0,b'3387297809                      ',b'2kzj7dd',-1.8,1.0
2025-04-03 12:00:00,1.0,-64.6,95.1,1.0,b'3387442490                      ',b'2kzj7dd',-1.8,1.0
2025-04-03 18:00:00,1.0,-64.7,94.5,1.0,b'3387478716                      ',b'2kzj7dd',-1.8,1.0
2025-04-04 06:00:00,1.0,-64.4,93.9,1.0,b'3387699227                      ',b'2kzj7dd',-1.3,1.0
2025-04-04 12:00:00,1.0,-64.4,93.5,1.0,b'3387822503                      ',b'2kzj7dd',-1.5,1.0
2025-04-04 18:00:00,1.0,-64.8,94.1,1.0,b'3387860429                      ',b'2kzj7dd',-1.6,1.0
2025-04-05 00:00:00,1.0,-64.8,94.1,1.0,b'3388068814                      ',b'2kzj7dd',-1.6,1.0
2025-04-05 06:00:00,1.0,-65.1,95.4,1.0,b'3388068815                      ',b'2kzj7dd',-1.8,1.0
2025-04-05 12:00:00,1.0,-65.2,95.5,1.0,b'3388347738                      ',b'2kzj7dd',-1.7,1.0
2025-04-05 18:00:00,1.0,-65.1,95.2,1.0,b'3388376042                      ',b'2kzj7dd',-1.8,1.0
2025-04-06 00:00:00,1.0,-65.1,95.0,1.0,b'3388582516                      ',b'2kzj7dd',-1.8,1.0
2025-04-06 06:00:00,1.0,-65.1,94.9,1.0,b'3388582517                      ',b'2kzj7dd',-1.8,1.0
2025-04-06 12:00:00,1.0,-65.1,95.4,1.0,b'3388696859                      ',b'2kzj7dd',-1.8,1.0
2025-04-06 18:00:00,1.0,-65.1,95.4,1.0,b'3388730673                      ',b'2kzj7dd',-1.8,1.0
2025-04-07 00:00:00,1.0,-65.1,95.2,1.0,b'3388956080                      ',b'2kzj7dd',-1.8,1.0
2025-04-07 12:00:00,1.0,-65.5,95.4,1.0,b'3389076457                      ',b'2kzj7dd',-1.8,1.0
2025-04-07 18:00:00,1.0,-65.8,94.6,1.0,b'3389316134                      ',b'2kzj7dd',-1.8,1.0
2025-04-08 00:00:00,1.0,-65.8,94.8,1.0,b'3389510228                      ',b'2kzj7dd',-1.8,1.0
2025-04-08 06:00:00,1.0,-65.8,95.0,1.0,b'3389510229                      ',b'2kzj7dd',-1.8,1.0
2025-04-08 12:00:00,1.0,-65.7,95.2,1.0,b'3389640997                      ',b'2kzj7dd',-1.8,1.0
2025-04-09 00:00:00,1.0,-66.0,95.2,1.0,b'3389885001                      ',b'2kzj7dd',-1.8,1.0
2025-04-09 06:00:00,1.0,-65.9,95.1,1.0,b'3389885002                      ',b'2kzj7dd',-1.8,1.0
2025-04-09 12:00:00,1.0,-66.0,95.2,1.0,b'3390010516                      ',b'2kzj7dd',-1.8,1.0
2025-04-10 06:00:00,1.0,-66.0,95.2,1.0,b'3390194745                      ',b'2kzj7dd',-1.8,1.0
2025-04-10 12:00:00,1.0,-66.1,95.3,1.0,b'3390352515                      ',b'2kzj7dd',-1.8,1.0
2025-04-11 00:00:00,1.0,-66.1,95.3,1.0,b'3390610399                      ',b'2kzj7dd',-1.7,1.0
2025-04-11 06:00:00,1.0,-66.0,95.2,1.0,b'3390610400                      ',b'2kzj7dd',-1.8,1.0
2025-04-11 12:00:00,1.0,-66.0,95.1,1.0,b'3390747401                      ',b'2kzj7dd',-1.8,1.0
2025-04-12 06:00:00,1.0,-66.0,95.2,1.0,b'3390987476                      ',b'2kzj7dd',-1.8,1.0
2025-04-12 12:00:00,1.0,-66.1,95.4,1.0,b'3391518384                      ',b'2kzj7dd',-1.8,1.0
2025-04-12 18:00:00,1.0,-65.9,95.4,1.0,b'3391557543                      ',b'2kzj7dd',-1.9,1.0
2025-04-13 06:00:00,1.0,-65.7,95.4,1.0,b'3391762191                      ',b'2kzj7dd',-1.9,1.0
2025-04-13 12:00:00,1.0,-65.7,95.5,1.0,b'3391881065                      ',b'2kzj7dd',-1.8,1.0
2025-04-13 18:00:00,1.0,-65.5,95.4,1.0,b'3391911771                      ',b'2kzj7dd',-1.9,1.0
2025-04-14 06:00:00,1.0,-65.7,95.4,1.0,b'3392107704                      ',b'2kzj7dd',-1.8,1.0
2025-04-14 12:00:00,1.0,-65.6,95.3,1.0,b'3392263125                      ',b'2kzj7dd',-1.8,1.0
2025-04-14 18:00:00,1.0,-65.3,95.1,1.0,b'3392472034                      ',b'2kzj7dd',-1.8,1.0
2025-04-15 00:00:00,1.0,-65.0,95.0,1.0,b'3392686114                      ',b'2kzj7dd',-1.8,1.0
2025-04-15 06:00:00,1.0,-65.0,95.1,1.0,b'3392686115                      ',b'2kzj7dd',-1.8,1.0
2025-04-15 12:00:00,1.0,-65.4,95.5,1.0,b'3392820803                      ',b'2kzj7dd',-1.8,1.0
2025-04-15 18:00:00,1.0,-65.0,95.5,1.0,b'3392854004                      ',b'2kzj7dd',-1.8,1.0
2025-04-16 00:00:00,1.0,-64.7,96.0,1.0,b'3393064900                      ',b'2kzj7dd',-1.8,1.0
2025-04-16 12:00:00,1.0,-64.8,94.1,1.0,b'3393187281                      ',b'2kzj7dd',-1.8,1.0
2025-04-16 18:00:00,1.0,-65.1,94.4,1.0,b'3393226937                      ',b'2kzj7dd',-1.8,1.0
2025-04-17 00:00:00,1.0,-65.3,94.6,1.0,b'3393432943                      ',b'2kzj7dd',-1.8,1.0
2025-04-17 06:00:00,1.0,-65.4,95.3,1.0,b'3393432944                      ',b'2kzj7dd',-1.8,1.0
2025-04-17 18:00:00,1.0,-65.2,95.4,1.0,b'3393589698                      ',b'2kzj7dd',-1.8,1.0
2025-04-18 00:00:00,1.0,-65.3,95.4,1.0,b'3393798975                      ',b'2kzj7dd',-1.8,1.0
2025-04-18 06:00:00,1.0,-65.3,95.4,1.0,b'3393798976                      ',b'2kzj7dd',-1.8,1.0
2025-04-18 12:00:00,1.0,-65.3,95.4,1.0,b'3393917594                      ',b'2kzj7dd',-1.9,1.0
2025-04-18 18:00:00,1.0,-65.3,95.4,1.0,b'3393945603                      ',b'2kzj7dd',-1.9,1.0
2025-04-19 00:00:00,1.0,-65.0,95.4,1.0,b'3394159478                      ',b'2kzj7dd',-1.8,1.0
2025-04-19 06:00:00,1.0,-64.7,94.9,1.0,b'3394159479                      ',b'2kzj7dd',-1.8,1.0
2025-04-20 00:00:00,1.0,-64.8,94.1,1.0,b'3394583227                      ',b'2kzj7dd',-1.8,1.0
2025-04-20 06:00:00,1.0,-64.6,94.7,1.0,b'3394583228                      ',b'2kzj7dd',-1.7,1.0
2025-04-20 12:00:00,1.0,-64.3,95.7,1.0,b'3394706088                      ',b'2kzj7dd',-1.8,1.0
2025-04-20 17:00:00,1.0,-64.0,96.9,1.0,b'3394733378                      ',b'2kzj7dd',-1.6,1.0
2025-04-21 06:00:00,1.0,-64.1,98.0,1.0,b'3394938021                      ',b'2kzj7dd',-1.8,1.0
2025-04-21 12:00:00,1.0,-63.9,98.4,1.0,b'3395055646                      ',b'2kzj7dd',-1.3,1.0
2025-04-22 06:00:00,1.0,-62.8,99.2,1.0,b'3395507892                      ',b'2kzj7dd',-0.8,1.0
2025-04-22 12:00:00,1.0,-62.5,99.5,1.0,b'3395632755                      ',b'2kzj7dd',0.0,1.0
2025-04-22 18:00:00,1.0,-61.8,99.9,1.0,b'3395664986                      ',b'2kzj7dd',0.7,1.0
2025-04-23 00:00:00,1.0,-60.9,100.4,1.0,b'3395872367                      ',b'2kzj7dd',0.8,1.0
2025-04-23 18:00:00,1.0,-60.6,100.9,1.0,b'3396033967                      ',b'2kzj7dd',1.0,1.0
2025-04-24 00:00:00,1.0,-60.6,101.1,1.0,b'3396242087                      ',b'2kzj7dd',0.7,1.0
2025-04-24 06:00:00,1.0,-60.5,101.2,1.0,b'3396242088                      ',b'2kzj7dd',0.8,1.0
2025-04-24 12:00:00,1.0,-60.4,101.4,1.0,b'3396406495                      ',b'2kzj7dd',0.9,1.0
2025-04-24 18:00:00,1.0,-60.0,103.0,1.0,b'3396432654                      ',b'2kzj7dd',0.8,1.0
2025-04-25 00:00:00,1.0,-59.5,104.6,1.0,b'3396548704                      ',b'2kzj7dd',1.1,1.0
2025-04-25 06:00:00,1.0,-58.9,106.5,1.0,b'3396548705                      ',b'2kzj7dd',1.7,1.0
2025-04-25 18:00:00,1.0,-57.8,109.9,1.0,b'3396833718                      ',b'2kzj7dd',2.3,1.0
2025-04-26 06:00:00,1.0,-56.7,113.2,1.0,b'3397023261                      ',b'2kzj7dd',2.4,1.0
2025-04-26 12:00:00,1.0,-56.1,115.1,1.0,b'3397140560                      ',b'2kzj7dd',2.7,1.0
2025-04-27 06:00:00,1.0,-54.2,120.5,1.0,b'3397361913                      ',b'2kzj7dd',3.9,1.0
2025-04-27 18:00:00,1.0,-53.2,123.9,1.0,b'3397509495                      ',b'2kzj7dd',5.6,1.0
2025-04-28 00:00:00,1.0,-52.6,125.4,1.0,b'3397718448                      ',b'2kzj7dd',5.5,1.0
2025-04-28 06:00:00,1.0,-51.9,127.1,1.0,b'3397718449                      ',b'2kzj7dd',5.7,1.0
2025-04-28 18:00:00,1.0,-50.7,130.3,1.0,b'3398233376                      ',b'2kzj7dd',8.0,1.0
2025-04-29 18:00:00,1.0,-48.2,136.3,1.0,b'3398545633                      ',b'2kzj7dd',9.2,1.0
2025-04-30 06:00:00,1.0,-47.0,139.3,1.0,b'3398748709                      ',b'2kzj7dd',11.0,1.0
