TIME,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,TEMP,TEMP_QC
2025-04-01 00:00:00,1.0,19.0,119.0,1.0,b'3386463476                      ',b'2braztm',25.0,1.0
2025-04-10 00:00:00,1.0,16.3,116.3,1.0,b'3390194814                      ',b'2braztm',27.3,1.0
2025-04-11 00:00:00,1.0,11.6,112.2,1.0,b'3390610468                      ',b'2braztm',27.8,1.0
2025-04-12 00:00:00,1.0,6.8,108.4,1.0,b'3390987554                      ',b'2braztm',28.3,1.0
2025-04-15 12:00:00,1.0,5.7,97.2,1.0,b'3392820843                      ',b'2braztm',30.2,1.0
2025-04-18 06:00:00,1.0,5.4,80.2,1.0,b'3393799045                      ',b'2braztm',30.0,1.0
2025-04-18 18:00:00,1.0,6.7,77.3,1.0,b'3393945625                      ',b'2braztm',30.0,1.0
2025-04-19 06:00:00,1.0,5.0,74.5,1.0,b'3394159547                      ',b'2braztm',30.0,1.0
2025-04-19 18:00:00,1.0,9.9,71.9,1.0,b'3394379588                      ',b'2braztm',30.0,1.0
2025-04-23 00:00:00,1.0,24.2,58.1,1.0,b'3395872433                      ',b'2braztm',28.0,1.0
2025-04-26 12:00:00,1.0,25.9,51.8,1.0,b'3397140598                      ',b'2braztm',27.0,1.0
