TIME,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,TEMP,TEMP_QC
2025-04-01 00:00:00,1.0,53.9,8.7,1.0,b'3386463552                      ',b'3dzwckx',8.7,1.0
2025-04-01 06:00:00,1.0,53.9,8.7,1.0,b'3386463553                      ',b'3dzwckx',8.7,1.0
2025-04-01 12:00:00,1.0,53.9,8.7,1.0,b'3386585318                      ',b'3dzwckx',8.8,1.0
2025-04-01 18:00:00,1.0,53.9,8.7,1.0,b'3386618491                      ',b'3dzwckx',8.9,1.0
2025-04-02 00:00:00,1.0,53.9,8.7,1.0,b'3386895616                      ',b'3dzwckx',9.1,1.0
2025-04-02 06:00:00,1.0,53.9,8.7,1.0,b'3386895617                      ',b'3dzwckx',9.0,1.0
2025-04-02 12:00:00,1.0,53.9,8.7,1.0,b'3387055916                      ',b'3dzwckx',9.0,1.0
2025-04-02 18:00:00,1.0,53.9,8.7,1.0,b'3387088869                      ',b'3dzwckx',9.3,1.0
2025-04-03 00:00:00,1.0,53.9,8.7,1.0,b'3387297979                      ',b'3dzwckx',9.5,1.0
2025-04-03 06:00:00,1.0,53.9,8.7,1.0,b'3387297980                      ',b'3dzwckx',9.4,1.0
2025-04-03 12:00:00,1.0,53.9,8.7,1.0,b'3387442574                      ',b'3dzwckx',9.3,1.0
2025-04-03 18:00:00,1.0,53.9,8.7,1.0,b'3387479198                      ',b'3dzwckx',9.6,1.0
2025-04-04 06:00:00,1.0,53.9,8.7,1.0,b'3387699411                      ',b'3dzwckx',9.6,1.0
2025-04-04 12:00:00,1.0,53.9,8.7,1.0,b'3387822893                      ',b'3dzwckx',9.6,1.0
2025-04-04 18:00:00,1.0,53.9,8.7,1.0,b'3387860839                      ',b'3dzwckx',9.8,1.0
2025-04-05 00:00:00,1.0,53.9,8.7,1.0,b'3388068964                      ',b'3dzwckx',9.9,1.0
2025-04-05 06:00:00,1.0,53.9,8.7,1.0,b'3388068965                      ',b'3dzwckx',9.9,1.0
2025-04-05 12:00:00,1.0,53.9,8.7,1.0,b'3388348113                      ',b'3dzwckx',9.8,1.0
2025-04-05 18:00:00,1.0,53.9,8.7,1.0,b'3388376448                      ',b'3dzwckx',9.9,1.0
2025-04-06 00:00:00,1.0,53.9,8.7,1.0,b'3388582681                      ',b'3dzwckx',10.0,1.0
2025-04-06 06:00:00,1.0,53.9,8.7,1.0,b'3388582682                      ',b'3dzwckx',10.0,1.0
2025-04-06 12:00:00,1.0,53.9,8.7,1.0,b'3388697223                      ',b'3dzwckx',10.0,1.0
2025-04-06 18:00:00,1.0,53.9,8.7,1.0,b'3388731143                      ',b'3dzwckx',10.1,1.0
2025-04-07 00:00:00,1.0,53.9,8.7,1.0,b'3388956234                      ',b'3dzwckx',9.9,1.0
2025-04-07 06:00:00,1.0,53.9,8.7,1.0,b'3388956235                      ',b'3dzwckx',9.9,1.0
2025-04-07 12:00:00,1.0,53.9,8.7,1.0,b'3389076827                      ',b'3dzwckx',9.9,1.0
2025-04-07 18:00:00,1.0,53.9,8.7,1.0,b'3389316556                      ',b'3dzwckx',9.9,1.0
2025-04-08 00:00:00,1.0,53.9,8.7,1.0,b'3389510386                      ',b'3dzwckx',9.9,1.0
2025-04-08 06:00:00,1.0,53.9,8.7,1.0,b'3389510387                      ',b'3dzwckx',9.8,1.0
2025-04-08 12:00:00,1.0,53.9,8.7,1.0,b'3389641372                      ',b'3dzwckx',9.9,1.0
2025-04-08 18:00:00,1.0,53.9,8.7,1.0,b'3389674813                      ',b'3dzwckx',10.1,1.0
2025-04-09 06:00:00,1.0,53.9,8.7,1.0,b'3389885144                      ',b'3dzwckx',10.2,1.0
2025-04-09 12:00:00,1.0,53.9,8.7,1.0,b'3390010588                      ',b'3dzwckx',9.7,1.0
2025-04-09 18:00:00,1.0,53.9,8.7,1.0,b'3390043900                      ',b'3dzwckx',9.9,1.0
2025-04-10 00:00:00,1.0,53.9,8.7,1.0,b'3390194913                      ',b'3dzwckx',10.1,1.0
