TIME,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,TEMP,TEMP_QC
2025-04-08 18:00:00,1.0,-25.6,-48.1,1.0,b'3389674383                      ',b'3eahwka',24.0,1.0
2025-04-10 18:00:00,1.0,-28.7,-48.5,1.0,b'3390419813                      ',b'3eahwka',22.0,1.0
2025-04-11 18:00:00,1.0,-34.0,-52.7,1.0,b'3390780773                      ',b'3eahwka',22.0,1.0
2025-04-12 18:00:00,1.0,-34.7,-57.4,1.0,b'3391557510                      ',b'3eahwka',22.0,1.0
2025-04-20 18:00:00,1.0,-24.0,-46.2,1.0,b'3394733358                      ',b'3eahwka',24.0,1.0
2025-04-23 18:00:00,1.0,-21.5,-39.7,1.0,b'3396033929                      ',b'3eahwka',28.0,1.0
2025-04-24 18:00:00,1.0,-15.6,-36.0,1.0,b'3396432627                      ',b'3eahwka',28.0,1.0
2025-04-28 12:00:00,1.0,8.6,-24.5,1.0,b'3397991388                      ',b'3eahwka',26.0,1.0
2025-04-28 18:00:00,1.0,10.1,-23.6,1.0,b'3398233357                      ',b'3eahwka',26.0,1.0
2025-04-29 12:00:00,1.0,15.0,-21.3,1.0,b'3398517768                      ',b'3eahwka',23.0,1.0
